model,target,task_type,feature_block,heldout_checkpoint,selected_regularization,inner_grid,test_n,r2_oof,mae_oof,spearman_oof,auc_oof,log_loss_oof,balanced_accuracy_oof
llama,absolute_delta_nll_cumulative,regression,A,40,0.1,"[{""inner_mean_mae"": 0.14547693539226736, ""regularization"": 0.0}, {""inner_mean_mae"": 0.09239683783323789, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.09229910984788768, ""regularization"": 0.001}, {""inner_mean_mae"": 0.09290265224435466, ""regularization"": 0.01}, {""inner_mean_mae"": 0.09108412454515702, ""regularization"": 0.1}, {""inner_mean_mae"": 0.0958724268279777, ""regularization"": 1.0}, {""inner_mean_mae"": 0.10457755093864168, ""regularization"": 10.0}, {""inner_mean_mae"": 0.11911646203065192, ""regularization"": 100.0}]",16,0.1363057933423355,0.05946946988894231,0.7676470588235293,,,
llama,absolute_delta_nll_cumulative,regression,A,160,0.0001,"[{""inner_mean_mae"": 0.08071214639423485, ""regularization"": 0.0}, {""inner_mean_mae"": 0.07061951712021607, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.0724078046375302, ""regularization"": 0.001}, {""inner_mean_mae"": 0.07471490005453177, ""regularization"": 0.01}, {""inner_mean_mae"": 0.07356035640593879, ""regularization"": 0.1}, {""inner_mean_mae"": 0.07780766157488549, ""regularization"": 1.0}, {""inner_mean_mae"": 0.08453872718401949, ""regularization"": 10.0}, {""inner_mean_mae"": 0.09152266155521531, ""regularization"": 100.0}]",16,-0.16006207196908706,0.09469793231876857,0.18235294117647058,,,
llama,absolute_delta_nll_cumulative,regression,C5,5,0.0,"[{""inner_mean_mae"": 0.05150802723692118, ""regularization"": 0.0}, {""inner_mean_mae"": 0.05150808959915801, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.051508650841750624, ""regularization"": 0.001}, {""inner_mean_mae"": 0.051514261531874904, ""regularization"": 0.01}, {""inner_mean_mae"": 0.05157019539314195, ""regularization"": 0.1}, {""inner_mean_mae"": 0.052112753847432365, ""regularization"": 1.0}, {""inner_mean_mae"": 0.05744818184722331, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08320354238225097, ""regularization"": 100.0}]",16,-29.487506886009918,0.06074426757940789,0.3411764705882353,,,
llama,absolute_delta_nll_cumulative,regression,C5,20,0.0,"[{""inner_mean_mae"": 0.06353740471673174, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06353747140303102, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06353807156096984, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06354407128419938, ""regularization"": 0.01}, {""inner_mean_mae"": 0.06360388347830169, ""regularization"": 0.1}, {""inner_mean_mae"": 0.06430918109299842, ""regularization"": 1.0}, {""inner_mean_mae"": 0.07508651876712363, ""regularization"": 10.0}, {""inner_mean_mae"": 0.11500094038797441, ""regularization"": 100.0}]",16,0.7062998300821384,0.03282530707636586,0.8088235294117646,,,
llama,absolute_delta_nll_cumulative,regression,C5,40,0.0,"[{""inner_mean_mae"": 0.0599838178161932, ""regularization"": 0.0}, {""inner_mean_mae"": 0.05998390000501369, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.0599846396812832, ""regularization"": 0.001}, {""inner_mean_mae"": 0.059992034156319866, ""regularization"": 0.01}, {""inner_mean_mae"": 0.06006575085278345, ""regularization"": 0.1}, {""inner_mean_mae"": 0.06078080280848012, ""regularization"": 1.0}, {""inner_mean_mae"": 0.0684342688832749, ""regularization"": 10.0}, {""inner_mean_mae"": 0.10838148641568002, ""regularization"": 100.0}]",16,0.8197675152471835,0.036563817054703456,0.8147058823529412,,,
llama,absolute_delta_nll_cumulative,regression,C5,160,0.0,"[{""inner_mean_mae"": 0.04663551221423166, ""regularization"": 0.0}, {""inner_mean_mae"": 0.046635578116801336, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.046636171221394046, ""regularization"": 0.001}, {""inner_mean_mae"": 0.046642100432976896, ""regularization"": 0.01}, {""inner_mean_mae"": 0.04670120968527062, ""regularization"": 0.1}, {""inner_mean_mae"": 0.047274569432519765, ""regularization"": 1.0}, {""inner_mean_mae"": 0.052368178945266054, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08178759266924802, ""regularization"": 100.0}]",16,0.4986790070944668,0.07890058643239502,0.6529411764705881,,,
llama,absolute_delta_nll_cumulative,regression,Pk5,5,0.1,"[{""inner_mean_mae"": 0.065050702793422, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06502173252247646, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06476441401826392, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06248981986607823, ""regularization"": 0.01}, {""inner_mean_mae"": 0.05767306510951576, ""regularization"": 0.1}, {""inner_mean_mae"": 0.0695572819700517, ""regularization"": 1.0}, {""inner_mean_mae"": 0.07935900571006439, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08120155103200895, ""regularization"": 100.0}]",16,-88.93274321595189,0.0764421916634461,0.5578319375835659,,,
llama,absolute_delta_nll_cumulative,regression,Pk5,20,0.1,"[{""inner_mean_mae"": 0.0558365383332842, ""regularization"": 0.0}, {""inner_mean_mae"": 0.055830786403066386, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.05577911043428894, ""regularization"": 0.001}, {""inner_mean_mae"": 0.0553032411992907, ""regularization"": 0.01}, {""inner_mean_mae"": 0.05234842396373279, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05623561879725461, ""regularization"": 1.0}, {""inner_mean_mae"": 0.07676895785939525, ""regularization"": 10.0}, {""inner_mean_mae"": 0.09465892438135243, ""regularization"": 100.0}]",16,-0.7507940808673483,0.07260256329573737,0.47294446882084934,,,
llama,absolute_delta_nll_cumulative,regression,Pk5,40,10.0,"[{""inner_mean_mae"": 0.10870151969965201, ""regularization"": 0.0}, {""inner_mean_mae"": 0.10869645187626838, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.10865092040407716, ""regularization"": 0.001}, {""inner_mean_mae"": 0.10820317909986739, ""regularization"": 0.01}, {""inner_mean_mae"": 0.10451982984148318, ""regularization"": 0.1}, {""inner_mean_mae"": 0.08758209451354465, ""regularization"": 1.0}, {""inner_mean_mae"": 0.085406957873095, ""regularization"": 10.0}, {""inner_mean_mae"": 0.09722684672371014, ""regularization"": 100.0}]",16,0.6270892913694082,0.04964544014283005,0.7276068751089989,,,
llama,absolute_delta_nll_cumulative,regression,Pk5,160,1.0,"[{""inner_mean_mae"": 0.09924676757451895, ""regularization"": 0.0}, {""inner_mean_mae"": 0.09919209906071096, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.09870594059161074, ""regularization"": 0.001}, {""inner_mean_mae"": 0.09435760697658739, ""regularization"": 0.01}, {""inner_mean_mae"": 0.07443169856021332, ""regularization"": 0.1}, {""inner_mean_mae"": 0.06200558987766754, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06874965780184046, ""regularization"": 10.0}, {""inner_mean_mae"": 0.07511532307830399, ""regularization"": 100.0}]",16,0.47334181884921167,0.07270990128017217,0.7276068751089989,,,
llama,absolute_delta_nll_cumulative,regression,A+C5,5,0.01,"[{""inner_mean_mae"": 0.05541858601061219, ""regularization"": 0.0}, {""inner_mean_mae"": 0.04807946564005496, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.04725265000824754, ""regularization"": 0.001}, {""inner_mean_mae"": 0.04611800007072022, ""regularization"": 0.01}, {""inner_mean_mae"": 0.046935930183335084, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05156599503651347, ""regularization"": 1.0}, {""inner_mean_mae"": 0.05555143728430912, ""regularization"": 10.0}, {""inner_mean_mae"": 0.07801143943435875, ""regularization"": 100.0}]",16,-33.94645235236177,0.06164112857654884,0.6823529411764706,,,
llama,absolute_delta_nll_cumulative,regression,A+C5,20,0.1,"[{""inner_mean_mae"": 0.08514791465640698, ""regularization"": 0.0}, {""inner_mean_mae"": 0.061015554984828725, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.05967393868472678, ""regularization"": 0.001}, {""inner_mean_mae"": 0.058757998058002775, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0566538289575737, ""regularization"": 0.1}, {""inner_mean_mae"": 0.06516897312001914, ""regularization"": 1.0}, {""inner_mean_mae"": 0.07693978469220014, ""regularization"": 10.0}, {""inner_mean_mae"": 0.10918417152340026, ""regularization"": 100.0}]",16,0.7563646662437088,0.03070373632186592,0.9147058823529413,,,
llama,absolute_delta_nll_cumulative,regression,A+C5,40,0.1,"[{""inner_mean_mae"": 0.0830560763264429, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06328016688131857, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06286653979838996, ""regularization"": 0.001}, {""inner_mean_mae"": 0.060579648794533814, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0578482164210691, ""regularization"": 0.1}, {""inner_mean_mae"": 0.058976968660112906, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06479802418119372, ""regularization"": 10.0}, {""inner_mean_mae"": 0.10145378714717139, ""regularization"": 100.0}]",16,0.8659063843685932,0.03224634414144138,0.8911764705882352,,,
llama,absolute_delta_nll_cumulative,regression,A+C5,160,0.0,"[{""inner_mean_mae"": 0.04279513716859037, ""regularization"": 0.0}, {""inner_mean_mae"": 0.04581746053265449, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.04569756588805283, ""regularization"": 0.001}, {""inner_mean_mae"": 0.04523871867078059, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0460881442387619, ""regularization"": 0.1}, {""inner_mean_mae"": 0.04829320713849011, ""regularization"": 1.0}, {""inner_mean_mae"": 0.05322579056789301, ""regularization"": 10.0}, {""inner_mean_mae"": 0.07766791687558396, ""regularization"": 100.0}]",16,0.16124663902817282,0.10880738521867299,0.7264705882352941,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A,5,0.1,"[{""inner_mean_mae"": 0.09024276654138065, ""regularization"": 0.0}, {""inner_mean_mae"": 0.0940882504658674, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.0880620359970502, ""regularization"": 0.001}, {""inner_mean_mae"": 0.07093479518841417, ""regularization"": 0.01}, {""inner_mean_mae"": 0.05558170956096086, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05986823138850078, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06691112816655735, ""regularization"": 10.0}, {""inner_mean_mae"": 0.07134903204513149, ""regularization"": 100.0}]",16,-95.05263961535306,0.08022773176061271,0.8147058823529412,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A,20,0.1,"[{""inner_mean_mae"": 0.07864403867871163, ""regularization"": 0.0}, {""inner_mean_mae"": 0.0529236925103082, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.05262021142349391, ""regularization"": 0.001}, {""inner_mean_mae"": 0.05052805329280449, ""regularization"": 0.01}, {""inner_mean_mae"": 0.04865916187310734, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05277857838746434, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06972151333721566, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08873084685879847, ""regularization"": 100.0}]",16,-0.5836389884070958,0.06971749981997655,0.8147058823529412,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A,40,10.0,"[{""inner_mean_mae"": 0.11686288941839862, ""regularization"": 0.0}, {""inner_mean_mae"": 0.098945415508277, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.10029184601112458, ""regularization"": 0.001}, {""inner_mean_mae"": 0.1051769499645756, ""regularization"": 0.01}, {""inner_mean_mae"": 0.10095306239997943, ""regularization"": 0.1}, {""inner_mean_mae"": 0.08686186958845184, ""regularization"": 1.0}, {""inner_mean_mae"": 0.07701612403798114, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08832723236551954, ""regularization"": 100.0}]",16,0.7554920653264512,0.04050199936831522,0.911764705882353,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A,160,1.0,"[{""inner_mean_mae"": 0.12980465793678966, ""regularization"": 0.0}, {""inner_mean_mae"": 0.11644232426670785, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.11180408940336696, ""regularization"": 0.001}, {""inner_mean_mae"": 0.09794446929490735, ""regularization"": 0.01}, {""inner_mean_mae"": 0.07597812139378048, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05930830702647153, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06331788039887931, ""regularization"": 10.0}, {""inner_mean_mae"": 0.07057622625562197, ""regularization"": 100.0}]",16,0.6295583849160364,0.05891575588129354,0.8088235294117646,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+C5,5,0.1,"[{""inner_mean_mae"": 0.06946941841732694, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06943643941931403, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06914332529279815, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06653619022320383, ""regularization"": 0.01}, {""inner_mean_mae"": 0.060731701699258935, ""regularization"": 0.1}, {""inner_mean_mae"": 0.06356169423762756, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06643581536451025, ""regularization"": 10.0}, {""inner_mean_mae"": 0.07427418292147221, ""regularization"": 100.0}]",16,-13.146733203074623,0.03469018493302445,0.5970588235294118,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+C5,20,0.0,"[{""inner_mean_mae"": 0.03204417987869463, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03204461901324775, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03204855866220701, ""regularization"": 0.001}, {""inner_mean_mae"": 0.032086737832844436, ""regularization"": 0.01}, {""inner_mean_mae"": 0.03455242723616057, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05614780825683383, ""regularization"": 1.0}, {""inner_mean_mae"": 0.07090399591104037, ""regularization"": 10.0}, {""inner_mean_mae"": 0.0878083321036789, ""regularization"": 100.0}]",16,0.5753676119668385,0.04078262715527299,0.7647058823529411,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+C5,40,1.0,"[{""inner_mean_mae"": 0.06098741086221709, ""regularization"": 0.0}, {""inner_mean_mae"": 0.060987222240896484, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06098547250156344, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06096302453173682, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0603962506665142, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05714825313987878, ""regularization"": 1.0}, {""inner_mean_mae"": 0.07023429070560298, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08832110066732934, ""regularization"": 100.0}]",16,0.858574722840959,0.03085174516805496,0.8117647058823528,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+C5,160,1.0,"[{""inner_mean_mae"": 0.059741299616992906, ""regularization"": 0.0}, {""inner_mean_mae"": 0.059698527772592574, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.0593184988895516, ""regularization"": 0.001}, {""inner_mean_mae"": 0.056055311330635814, ""regularization"": 0.01}, {""inner_mean_mae"": 0.043034921198583424, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03610576116196595, ""regularization"": 1.0}, {""inner_mean_mae"": 0.049722146842266925, ""regularization"": 10.0}, {""inner_mean_mae"": 0.06790892826031988, ""regularization"": 100.0}]",16,0.35061911278417446,0.08394823062886723,0.6705882352941177,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A+C5,5,0.1,"[{""inner_mean_mae"": 0.06877025602624949, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06544225685860476, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06476304661303989, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06281034850552336, ""regularization"": 0.01}, {""inner_mean_mae"": 0.05457984815268028, ""regularization"": 0.1}, {""inner_mean_mae"": 0.06040233022755923, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06307209564864441, ""regularization"": 10.0}, {""inner_mean_mae"": 0.06709495194285207, ""regularization"": 100.0}]",16,-34.44623148528252,0.0523291031904715,0.8735294117647058,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A+C5,20,0.0001,"[{""inner_mean_mae"": 0.043481827648442994, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03091530127596341, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.031267797696801415, ""regularization"": 0.001}, {""inner_mean_mae"": 0.03113012937615814, ""regularization"": 0.01}, {""inner_mean_mae"": 0.031918509468440645, ""regularization"": 0.1}, {""inner_mean_mae"": 0.05147710870723942, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06768328812357215, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08459543591129844, ""regularization"": 100.0}]",16,0.4697930817108795,0.04538681586597076,0.9058823529411765,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A+C5,40,0.0,"[{""inner_mean_mae"": 0.06351127375612871, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06862978076843769, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06884271042506766, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06797901536480366, ""regularization"": 0.01}, {""inner_mean_mae"": 0.06807669057301628, ""regularization"": 0.1}, {""inner_mean_mae"": 0.0651292470976045, ""regularization"": 1.0}, {""inner_mean_mae"": 0.06575427609738525, ""regularization"": 10.0}, {""inner_mean_mae"": 0.08180013116127725, ""regularization"": 100.0}]",16,0.8822303747402938,0.0316269199518124,0.9235294117647058,,,
llama,absolute_delta_nll_cumulative,regression,Pk5+A+C5,160,1.0,"[{""inner_mean_mae"": 0.07022606008110864, ""regularization"": 0.0}, {""inner_mean_mae"": 0.05808749522830219, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.05792074759939955, ""regularization"": 0.001}, {""inner_mean_mae"": 0.05534659572424629, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0429830089147351, ""regularization"": 0.1}, {""inner_mean_mae"": 0.0368209319950546, ""regularization"": 1.0}, {""inner_mean_mae"": 0.049934133340796195, ""regularization"": 10.0}, {""inner_mean_mae"": 0.06476487997043252, ""regularization"": 100.0}]",16,0.4502366930870745,0.07700495354927316,0.7411764705882353,,,
llama,delta_nll_cumulative,regression,A,5,0.0001,"[{""inner_mean_mae"": 0.05693128438149986, ""regularization"": 0.0}, {""inner_mean_mae"": 0.04153105800783815, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.0437113477054312, ""regularization"": 0.001}, {""inner_mean_mae"": 0.04579438859209344, ""regularization"": 0.01}, {""inner_mean_mae"": 0.045744815722761345, ""regularization"": 0.1}, {""inner_mean_mae"": 0.04672341989673865, ""regularization"": 1.0}, {""inner_mean_mae"": 0.047735639447875865, ""regularization"": 10.0}, {""inner_mean_mae"": 0.048342143596405394, ""regularization"": 100.0}]",16,-153.29604047334024,0.028034977886031702,-0.2058823529411765,,,
llama,delta_nll_cumulative,regression,A,20,1.0,"[{""inner_mean_mae"": 0.07404853357628247, ""regularization"": 0.0}, {""inner_mean_mae"": 0.0425606928172513, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.0450084680466574, ""regularization"": 0.001}, {""inner_mean_mae"": 0.04552600391377101, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0433258977654784, ""regularization"": 0.1}, {""inner_mean_mae"": 0.04074054265503129, ""regularization"": 1.0}, {""inner_mean_mae"": 0.04333874446752642, ""regularization"": 10.0}, {""inner_mean_mae"": 0.045149203197166504, ""regularization"": 100.0}]",16,0.2006595445428221,0.025357597273714234,0.6029411764705882,,,
llama,delta_nll_cumulative,regression,A,40,1.0,"[{""inner_mean_mae"": 0.04854096404413196, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03799310975622117, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.038404167605729546, ""regularization"": 0.001}, {""inner_mean_mae"": 0.037575238100079726, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0359501541168093, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03359166880900649, ""regularization"": 1.0}, {""inner_mean_mae"": 0.035177231689563784, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03837341888742064, ""regularization"": 100.0}]",16,0.12827403575134932,0.04269635651777288,0.36764705882352944,,,
llama,delta_nll_cumulative,regression,A,160,10.0,"[{""inner_mean_mae"": 0.035264290287251684, ""regularization"": 0.0}, {""inner_mean_mae"": 0.030372211066461204, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.030660825062296976, ""regularization"": 0.001}, {""inner_mean_mae"": 0.03113229638876679, ""regularization"": 0.01}, {""inner_mean_mae"": 0.029305523887713004, ""regularization"": 0.1}, {""inner_mean_mae"": 0.02649292357906817, ""regularization"": 1.0}, {""inner_mean_mae"": 0.025383446659840405, ""regularization"": 10.0}, {""inner_mean_mae"": 0.028088992547565583, ""regularization"": 100.0}]",16,-0.039407125852993774,0.06444314479950441,0.1176470588235294,,,
llama,delta_nll_cumulative,regression,C5,5,1.0,"[{""inner_mean_mae"": 0.031820890994204265, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03182088073295457, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03182078838459316, ""regularization"": 0.001}, {""inner_mean_mae"": 0.03181986518659253, ""regularization"": 0.01}, {""inner_mean_mae"": 0.031810661679047954, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03172138765586561, ""regularization"": 1.0}, {""inner_mean_mae"": 0.032655085377925185, ""regularization"": 10.0}, {""inner_mean_mae"": 0.04148803494618424, ""regularization"": 100.0}]",16,-57.18996384256907,0.022628858008950772,0.15,,,
llama,delta_nll_cumulative,regression,C5,20,10.0,"[{""inner_mean_mae"": 0.03439621085726097, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03439614804955135, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.034395582797828894, ""regularization"": 0.001}, {""inner_mean_mae"": 0.03438993202880553, ""regularization"": 0.01}, {""inner_mean_mae"": 0.03433359861462589, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03378716449708333, ""regularization"": 1.0}, {""inner_mean_mae"": 0.0300788247114131, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03759042640060708, ""regularization"": 100.0}]",16,0.5191449224956889,0.02257195310955306,0.5735294117647058,,,
llama,delta_nll_cumulative,regression,C5,40,10.0,"[{""inner_mean_mae"": 0.031440230219413313, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03144017844480005, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03143971248784181, ""regularization"": 0.001}, {""inner_mean_mae"": 0.03143505435936337, ""regularization"": 0.01}, {""inner_mean_mae"": 0.03138861673648528, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03093817179456788, ""regularization"": 1.0}, {""inner_mean_mae"": 0.027829611494291483, ""regularization"": 10.0}, {""inner_mean_mae"": 0.033369202879041694, ""regularization"": 100.0}]",16,0.6071454264812093,0.032329876239449315,0.5794117647058823,,,
llama,delta_nll_cumulative,regression,C5,160,10.0,"[{""inner_mean_mae"": 0.02664411015182441, ""regularization"": 0.0}, {""inner_mean_mae"": 0.026644061029659976, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.02664361894399524, ""regularization"": 0.001}, {""inner_mean_mae"": 0.02663919945462323, ""regularization"": 0.01}, {""inner_mean_mae"": 0.026595140862911704, ""regularization"": 0.1}, {""inner_mean_mae"": 0.026167772523309957, ""regularization"": 1.0}, {""inner_mean_mae"": 0.023014030007724035, ""regularization"": 10.0}, {""inner_mean_mae"": 0.024420962277181758, ""regularization"": 100.0}]",16,0.5041580105719905,0.04596855670499025,0.6323529411764706,,,
llama,delta_nll_cumulative,regression,Pk5,5,0.1,"[{""inner_mean_mae"": 0.03350334016144859, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03349600206343166, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03343074905606161, ""regularization"": 0.001}, {""inner_mean_mae"": 0.03284745972711644, ""regularization"": 0.01}, {""inner_mean_mae"": 0.030271819138263916, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03389340398691969, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03871682171030722, ""regularization"": 10.0}, {""inner_mean_mae"": 0.038310163835498, ""regularization"": 100.0}]",16,-895.8693038209466,0.08142040917010632,0.27891596879178293,,,
llama,delta_nll_cumulative,regression,Pk5,20,100.0,"[{""inner_mean_mae"": 0.0512184640505988, ""regularization"": 0.0}, {""inner_mean_mae"": 0.0512140312102928, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.05117420950556268, ""regularization"": 0.001}, {""inner_mean_mae"": 0.05078400537429859, ""regularization"": 0.01}, {""inner_mean_mae"": 0.047509726346243335, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03627387571248426, ""regularization"": 1.0}, {""inner_mean_mae"": 0.032984944567350204, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03183099118045283, ""regularization"": 100.0}]",16,0.17152115518830224,0.02705358119090121,0.5093248125762992,,,
llama,delta_nll_cumulative,regression,Pk5,40,100.0,"[{""inner_mean_mae"": 0.0755314744865108, ""regularization"": 0.0}, {""inner_mean_mae"": 0.07552933532272764, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.07551007813235107, ""regularization"": 0.001}, {""inner_mean_mae"": 0.075317107710807, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0733943902349699, ""regularization"": 0.1}, {""inner_mean_mae"": 0.06085493147214441, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03910589855510196, ""regularization"": 10.0}, {""inner_mean_mae"": 0.030190455460472665, ""regularization"": 100.0}]",16,0.373282536670443,0.03280032885764528,0.6912265313535491,,,
llama,delta_nll_cumulative,regression,Pk5,160,100.0,"[{""inner_mean_mae"": 0.060370002310779956, ""regularization"": 0.0}, {""inner_mean_mae"": 0.060351865433136365, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.0601904966356946, ""regularization"": 0.001}, {""inner_mean_mae"": 0.05874010955980086, ""regularization"": 0.01}, {""inner_mean_mae"": 0.05143568878824967, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03838615575214529, ""regularization"": 1.0}, {""inner_mean_mae"": 0.029263580567153873, ""regularization"": 10.0}, {""inner_mean_mae"": 0.024816809672695218, ""regularization"": 100.0}]",16,0.11586104067867098,0.05228289591946916,0.46081768756903263,,,
llama,delta_nll_cumulative,regression,A+C5,5,0.0001,"[{""inner_mean_mae"": 0.030652693752579677, ""regularization"": 0.0}, {""inner_mean_mae"": 0.024243091125022525, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.024262416235973094, ""regularization"": 0.001}, {""inner_mean_mae"": 0.025612902681730932, ""regularization"": 0.01}, {""inner_mean_mae"": 0.025960241081924712, ""regularization"": 0.1}, {""inner_mean_mae"": 0.02582826477940055, ""regularization"": 1.0}, {""inner_mean_mae"": 0.02827170678445119, ""regularization"": 10.0}, {""inner_mean_mae"": 0.04072065243838563, ""regularization"": 100.0}]",16,-169.1388634646688,0.03769285095934017,0.4147058823529412,,,
llama,delta_nll_cumulative,regression,A+C5,20,10.0,"[{""inner_mean_mae"": 0.04437977846473983, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03844737264915875, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03752963998515133, ""regularization"": 0.001}, {""inner_mean_mae"": 0.037285304103910406, ""regularization"": 0.01}, {""inner_mean_mae"": 0.03592572567535563, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03238131213603177, ""regularization"": 1.0}, {""inner_mean_mae"": 0.030455241328369787, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03657837158330283, ""regularization"": 100.0}]",16,0.6751948323748511,0.018388161976735318,0.7176470588235294,,,
