model,target,task_type,feature_block,heldout_checkpoint,selected_regularization,inner_grid,test_n,r2_oof,mae_oof,spearman_oof,auc_oof,log_loss_oof,balanced_accuracy_oof
llama,delta_nll_cumulative,regression,A+C5,40,10.0,"[{""inner_mean_mae"": 0.04213045638545798, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03527283286682053, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03503158234781264, ""regularization"": 0.001}, {""inner_mean_mae"": 0.034104692567124166, ""regularization"": 0.01}, {""inner_mean_mae"": 0.03309226049687119, ""regularization"": 0.1}, {""inner_mean_mae"": 0.031152374062212957, ""regularization"": 1.0}, {""inner_mean_mae"": 0.028843442010663634, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03214533760418903, ""regularization"": 100.0}]",16,0.6784983391057786,0.027623652490582372,0.6617647058823529,,,
llama,delta_nll_cumulative,regression,A+C5,160,100.0,"[{""inner_mean_mae"": 0.028800057726742906, ""regularization"": 0.0}, {""inner_mean_mae"": 0.026811734653772165, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.026973930426654302, ""regularization"": 0.001}, {""inner_mean_mae"": 0.02746768577256527, ""regularization"": 0.01}, {""inner_mean_mae"": 0.027189035155627973, ""regularization"": 0.1}, {""inner_mean_mae"": 0.025929793561253012, ""regularization"": 1.0}, {""inner_mean_mae"": 0.02387410003051547, ""regularization"": 10.0}, {""inner_mean_mae"": 0.023252545315870676, ""regularization"": 100.0}]",16,0.24336867284411445,0.05235251042654151,0.4558823529411765,,,
llama,delta_nll_cumulative,regression,Pk5+A,5,0.1,"[{""inner_mean_mae"": 0.05641408185371969, ""regularization"": 0.0}, {""inner_mean_mae"": 0.04469498181010706, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.043420462545608385, ""regularization"": 0.001}, {""inner_mean_mae"": 0.03984553402617302, ""regularization"": 0.01}, {""inner_mean_mae"": 0.03531166723408038, ""regularization"": 0.1}, {""inner_mean_mae"": 0.035915210233457284, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03989698235354483, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03819744522869691, ""regularization"": 100.0}]",16,-831.7394818484561,0.07861793041467481,0.3558823529411765,,,
llama,delta_nll_cumulative,regression,Pk5+A,20,100.0,"[{""inner_mean_mae"": 0.07629960883231691, ""regularization"": 0.0}, {""inner_mean_mae"": 0.054429435347553644, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.05467193860532912, ""regularization"": 0.001}, {""inner_mean_mae"": 0.053110331918465314, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0489332424741258, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03789253260587431, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03476434371865064, ""regularization"": 10.0}, {""inner_mean_mae"": 0.032026739604371905, ""regularization"": 100.0}]",16,0.24586350922260958,0.026274867434137976,0.5882352941176471,,,
llama,delta_nll_cumulative,regression,Pk5+A,40,100.0,"[{""inner_mean_mae"": 0.07929470499692247, ""regularization"": 0.0}, {""inner_mean_mae"": 0.07457613299677739, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.07416314453928785, ""regularization"": 0.001}, {""inner_mean_mae"": 0.07344667758737679, ""regularization"": 0.01}, {""inner_mean_mae"": 0.07199246201271985, ""regularization"": 0.1}, {""inner_mean_mae"": 0.060762864970246695, ""regularization"": 1.0}, {""inner_mean_mae"": 0.04130563334611625, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03000600325907103, ""regularization"": 100.0}]",16,0.38988985396110476,0.03281462578975104,0.7352941176470589,,,
llama,delta_nll_cumulative,regression,Pk5+A,160,100.0,"[{""inner_mean_mae"": 0.07426967173242664, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06489067292128306, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06373846872377421, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06007911486402164, ""regularization"": 0.01}, {""inner_mean_mae"": 0.05300652853591511, ""regularization"": 0.1}, {""inner_mean_mae"": 0.04115393111164708, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03188440941500407, ""regularization"": 10.0}, {""inner_mean_mae"": 0.02486302687252606, ""regularization"": 100.0}]",16,0.15708211930582905,0.05356343012387997,0.5147058823529412,,,
llama,delta_nll_cumulative,regression,Pk5+C5,5,0.1,"[{""inner_mean_mae"": 0.034925219030301595, ""regularization"": 0.0}, {""inner_mean_mae"": 0.03491924201477245, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03486916196973553, ""regularization"": 0.001}, {""inner_mean_mae"": 0.034532208067964705, ""regularization"": 0.01}, {""inner_mean_mae"": 0.0337668843899294, ""regularization"": 0.1}, {""inner_mean_mae"": 0.0351282879400022, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03544077560611908, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03610654753371054, ""regularization"": 100.0}]",16,-561.7190890386228,0.06781345010377923,0.19705882352941176,,,
llama,delta_nll_cumulative,regression,Pk5+C5,20,100.0,"[{""inner_mean_mae"": 0.04982075524979101, ""regularization"": 0.0}, {""inner_mean_mae"": 0.049816335749532016, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.049776637907113175, ""regularization"": 0.001}, {""inner_mean_mae"": 0.049387193383399426, ""regularization"": 0.01}, {""inner_mean_mae"": 0.046118871114637895, ""regularization"": 0.1}, {""inner_mean_mae"": 0.0358469529523991, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03238543114661096, ""regularization"": 10.0}, {""inner_mean_mae"": 0.030268301654344815, ""regularization"": 100.0}]",16,0.3050225681052259,0.02422804306687361,0.4588235294117647,,,
llama,delta_nll_cumulative,regression,Pk5+C5,40,100.0,"[{""inner_mean_mae"": 0.0659792433210898, ""regularization"": 0.0}, {""inner_mean_mae"": 0.06597508980958632, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.06593776518578831, ""regularization"": 0.001}, {""inner_mean_mae"": 0.06557004372017225, ""regularization"": 0.01}, {""inner_mean_mae"": 0.06251059655066522, ""regularization"": 0.1}, {""inner_mean_mae"": 0.04974183397505685, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03591651929855552, ""regularization"": 10.0}, {""inner_mean_mae"": 0.028330704763365827, ""regularization"": 100.0}]",16,0.47405741445194416,0.03200636118856185,0.6088235294117647,,,
llama,delta_nll_cumulative,regression,Pk5+C5,160,100.0,"[{""inner_mean_mae"": 0.05082028894985269, ""regularization"": 0.0}, {""inner_mean_mae"": 0.05080546604139572, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.05067365558351091, ""regularization"": 0.001}, {""inner_mean_mae"": 0.04949523735044701, ""regularization"": 0.01}, {""inner_mean_mae"": 0.04380664327700249, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03543835139432389, ""regularization"": 1.0}, {""inner_mean_mae"": 0.028670905085367283, ""regularization"": 10.0}, {""inner_mean_mae"": 0.02360684859991888, ""regularization"": 100.0}]",16,0.257774594707466,0.05024939069182133,0.6470588235294118,,,
llama,delta_nll_cumulative,regression,Pk5+A+C5,5,0.001,"[{""inner_mean_mae"": 0.03462318411471327, ""regularization"": 0.0}, {""inner_mean_mae"": 0.034482746625167565, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.03255093432434371, ""regularization"": 0.001}, {""inner_mean_mae"": 0.0364427372563249, ""regularization"": 0.01}, {""inner_mean_mae"": 0.035746243544213074, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03317908224858863, ""regularization"": 1.0}, {""inner_mean_mae"": 0.033757586282660595, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03538235056233541, ""regularization"": 100.0}]",16,-286.32753277809263,0.05014817146584765,0.3558823529411765,,,
llama,delta_nll_cumulative,regression,Pk5+A+C5,20,100.0,"[{""inner_mean_mae"": 0.06681621412542055, ""regularization"": 0.0}, {""inner_mean_mae"": 0.049530741303816905, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.04689405776102206, ""regularization"": 0.001}, {""inner_mean_mae"": 0.04461759741529994, ""regularization"": 0.01}, {""inner_mean_mae"": 0.042893002547422586, ""regularization"": 0.1}, {""inner_mean_mae"": 0.03479775826408892, ""regularization"": 1.0}, {""inner_mean_mae"": 0.03225182348027494, ""regularization"": 10.0}, {""inner_mean_mae"": 0.03071445107197281, ""regularization"": 100.0}]",16,0.379958272627409,0.023502926742192103,0.7029411764705883,,,
llama,delta_nll_cumulative,regression,Pk5+A+C5,40,100.0,"[{""inner_mean_mae"": 0.06048278835686618, ""regularization"": 0.0}, {""inner_mean_mae"": 0.048997441601986526, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.052514201401244874, ""regularization"": 0.001}, {""inner_mean_mae"": 0.0574457275412826, ""regularization"": 0.01}, {""inner_mean_mae"": 0.056479699174819493, ""regularization"": 0.1}, {""inner_mean_mae"": 0.04634935734765692, ""regularization"": 1.0}, {""inner_mean_mae"": 0.036605345760417886, ""regularization"": 10.0}, {""inner_mean_mae"": 0.02876963665717663, ""regularization"": 100.0}]",16,0.4950985670136506,0.030777304942858512,0.6705882352941177,,,
llama,delta_nll_cumulative,regression,Pk5+A+C5,160,0.0001,"[{""inner_mean_mae"": 0.023960623099525267, ""regularization"": 0.0}, {""inner_mean_mae"": 0.0201794650643192, ""regularization"": 0.0001}, {""inner_mean_mae"": 0.024325389610387573, ""regularization"": 0.001}, {""inner_mean_mae"": 0.034086938397636095, ""regularization"": 0.01}, {""inner_mean_mae"": 0.03621438484371557, ""regularization"": 0.1}, {""inner_mean_mae"": 0.0344777082991475, ""regularization"": 1.0}, {""inner_mean_mae"": 0.02982985504173974, ""regularization"": 10.0}, {""inner_mean_mae"": 0.02419215832545941, ""regularization"": 100.0}]",16,0.15116128744782198,0.0625766234603422,0.5617647058823529,,,
llama,is_opd,classification,A,5,1.0,"[{""inner_mean_log_loss"": 0.6266814846999271, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.623290152629996, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6058371397920504, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5713041448263568, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5601156284896481, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5619870333328628, ""regularization"": 10.0}]",16,,,,0.5625,0.5624885455574988,0.5
llama,is_opd,classification,A,20,1.0,"[{""inner_mean_log_loss"": 0.583040695602433, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.5818146696579007, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.5758126606853173, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.565680242868757, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5615989315383819, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5622091008352161, ""regularization"": 10.0}]",16,,,,0.7083333333333334,0.5604759126007293,0.5
llama,is_opd,classification,A,40,10.0,"[{""inner_mean_log_loss"": 0.6577487910807016, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.6550721212123621, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6391318023767437, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5945118606337298, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5623471903692433, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5621127792284889, ""regularization"": 10.0}]",16,,,,0.7291666666666666,0.562114280724512,0.5
llama,is_opd,classification,A,160,0.1,"[{""inner_mean_log_loss"": 0.5772430509715426, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.5757055447555142, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.5681635675533522, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.556941557146781, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5585452165894462, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5618337588631933, ""regularization"": 10.0}]",16,,,,0.5625,0.5935803945223669,0.5416666666666667
llama,is_opd,classification,C5,5,0.1,"[{""inner_mean_log_loss"": 0.6006956205792301, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.5508911586722282, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.37378498471612714, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.33167058185509174, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.47571137929984647, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5511120924595178, ""regularization"": 10.0}]",16,,,,0.4791666666666667,0.7127596494119269,0.5
llama,is_opd,classification,C5,20,0.1,"[{""inner_mean_log_loss"": 0.6810908204002364, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.6741652161258348, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6259032756849733, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5194859470099218, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5278442328827102, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.55754923216321, ""regularization"": 10.0}]",16,,,,1.0,0.38418683821324856,0.625
llama,is_opd,classification,C5,40,0.1,"[{""inner_mean_log_loss"": 0.6657118318862209, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.6608737021958462, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6244633375419404, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5268713804619714, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5279301774997299, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5574771661566875, ""regularization"": 10.0}]",16,,,,1.0,0.3493940178453589,0.875
llama,is_opd,classification,C5,160,0.1,"[{""inner_mean_log_loss"": 0.8032851429544886, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.7561284488392658, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.5785750615191892, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.47224465585075337, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5170270414894476, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5563067419061067, ""regularization"": 10.0}]",16,,,,0.9375,0.4104208076774634,0.75
llama,is_opd,classification,Pk5,5,0.1,"[{""inner_mean_log_loss"": 0.5576058270518557, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.4850724700323612, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.40352984760338234, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.3225683373080737, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.3943416670459139, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.529397646893995, ""regularization"": 10.0}]",16,,,,0.0,1.150089945672732,0.5
llama,is_opd,classification,Pk5,20,10.0,"[{""inner_mean_log_loss"": 0.7557005672563749, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.7347744455930266, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6583314984082642, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5741824408671282, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5661988315477761, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5609442713953395, ""regularization"": 10.0}]",16,,,,1.0,0.5360250016658022,0.5
llama,is_opd,classification,Pk5,40,10.0,"[{""inner_mean_log_loss"": 1.1894885656569014, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 1.1280826023716801, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.861539097984894, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.6055296580759445, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5668152061787286, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5611223768986601, ""regularization"": 10.0}]",16,,,,1.0,0.541849119050601,0.5
llama,is_opd,classification,Pk5,160,1.0,"[{""inner_mean_log_loss"": 1.2500495092138117, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 1.1685047379336413, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.9436855223551218, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.6660533679462536, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5381694659402148, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5525956846435248, ""regularization"": 10.0}]",16,,,,0.6666666666666666,0.5053427497798191,0.5
llama,is_opd,classification,A+C5,5,0.01,"[{""inner_mean_log_loss"": 0.3438017008621712, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.3147580530024836, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.2449644264525952, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.3113718299929513, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.4760914950184676, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5508249286152839, ""regularization"": 10.0}]",16,,,,0.4791666666666667,1.1920282794210253,0.5
llama,is_opd,classification,A+C5,20,0.1,"[{""inner_mean_log_loss"": 0.9437552235996205, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.9012638556304156, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6768359222412647, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5090929745239775, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.528866001242699, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5574627191911209, ""regularization"": 10.0}]",16,,,,1.0,0.37361911934083636,0.625
llama,is_opd,classification,A+C5,40,0.1,"[{""inner_mean_log_loss"": 0.8529322835222294, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.8191295166989302, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6479924978501257, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5255607399854143, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5314771879576435, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5573306564704106, ""regularization"": 10.0}]",16,,,,1.0,0.33471802216671454,0.875
llama,is_opd,classification,A+C5,160,0.1,"[{""inner_mean_log_loss"": 0.7631967094125769, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.7259067659950338, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.5730769451878506, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.4743530336189176, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5167453095846543, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5558689878035303, ""regularization"": 10.0}]",16,,,,0.9583333333333334,0.3860448625008751,0.875
llama,is_opd,classification,Pk5+A,5,0.1,"[{""inner_mean_log_loss"": 0.6330113160967246, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.5459465059183222, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.4271773279935822, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.33448599126885287, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.3962351960003765, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5291806254034991, ""regularization"": 10.0}]",16,,,,0.0,1.1604839501423685,0.5
llama,is_opd,classification,Pk5+A,20,10.0,"[{""inner_mean_log_loss"": 0.7446961540564473, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.7257384756979127, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6586896531929848, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5774975328010695, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5674510890429693, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5608908965875901, ""regularization"": 10.0}]",16,,,,1.0,0.5358650553903351,0.5
llama,is_opd,classification,Pk5+A,40,10.0,"[{""inner_mean_log_loss"": 1.1372137730120546, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 1.0842416842538527, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.848900115358371, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.6076717425188941, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5691905411672114, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5610076760928007, ""regularization"": 10.0}]",16,,,,1.0,0.541676931623065,0.5
llama,is_opd,classification,Pk5+A,160,1.0,"[{""inner_mean_log_loss"": 1.2565432037262882, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 1.1726255071490823, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.9455340284121124, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.6710233377114582, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5392947179310571, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5522446440948942, ""regularization"": 10.0}]",16,,,,0.8541666666666666,0.5081260212732284,0.5
llama,is_opd,classification,Pk5+C5,5,0.1,"[{""inner_mean_log_loss"": 0.6514132149957907, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.5520105407386021, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.39254683506610316, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.3014331017552624, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.36575747635597283, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5198251708779068, ""regularization"": 10.0}]",16,,,,0.0,1.1691278390141908,0.5
llama,is_opd,classification,Pk5+C5,20,1.0,"[{""inner_mean_log_loss"": 0.7053291688731126, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.6895271404995359, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6435256360881109, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5643411964466896, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5509212143658413, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5567693264963477, ""regularization"": 10.0}]",16,,,,1.0,0.38434504403701936,0.5
llama,is_opd,classification,Pk5+C5,40,1.0,"[{""inner_mean_log_loss"": 0.9731194857938115, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.9336766008821119, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.7640138560346662, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5986732794544863, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5539015405479634, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5568984775008606, ""regularization"": 10.0}]",16,,,,1.0,0.4030843536516206,0.5
llama,is_opd,classification,Pk5+C5,160,1.0,"[{""inner_mean_log_loss"": 1.1498597746075254, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 1.0660665769426898, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.8695845440399318, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.6460705886858614, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5248269149960123, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5475282295520841, ""regularization"": 10.0}]",16,,,,0.9375,0.4665104124973617,0.5
llama,is_opd,classification,Pk5+A+C5,5,0.1,"[{""inner_mean_log_loss"": 0.6900262496360171, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.582702081528418, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.3973516378063721, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.3073252283206984, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.36791606187856285, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5196588593487844, ""regularization"": 10.0}]",16,,,,0.0,1.1719599910799563,0.5
llama,is_opd,classification,Pk5+A+C5,20,1.0,"[{""inner_mean_log_loss"": 0.6852823954703108, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.6709850252775807, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.6331530002373036, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5601093570233663, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5520716316248576, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5567473465411116, ""regularization"": 10.0}]",16,,,,1.0,0.3842987599829384,0.5
llama,is_opd,classification,Pk5+A+C5,40,10.0,"[{""inner_mean_log_loss"": 0.9383197324554358, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 0.9047367468965829, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.7586870862836258, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.5969334058069385, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5569133304767591, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5568480147817727, ""regularization"": 10.0}]",16,,,,1.0,0.5346452730845712,0.5
llama,is_opd,classification,Pk5+A+C5,160,1.0,"[{""inner_mean_log_loss"": 1.1496665315907342, ""regularization"": 0.0001}, {""inner_mean_log_loss"": 1.0644814720573885, ""regularization"": 0.001}, {""inner_mean_log_loss"": 0.8662719563137612, ""regularization"": 0.01}, {""inner_mean_log_loss"": 0.6484043511720147, ""regularization"": 0.1}, {""inner_mean_log_loss"": 0.5265188549139471, ""regularization"": 1.0}, {""inner_mean_log_loss"": 0.5472305345255664, ""regularization"": 10.0}]",16,,,,0.9375,0.4697452178402987,0.75
