arm,centered_anisotropy,layer,linear_cka_vs_step0,n_samples,native_object,normalized_entropy_effective_rank,participation_ratio,probe,raw_anisotropy,step,top1_explained_share,top32_explained_share,top8_explained_share
opd,0.0014149063499644399,7,0.9999920725822449,128,raw residual-stream sample means and centered covariance,1.0865854900280945,1.0134556408940383,E_ood,0.8424615859985352,5,0.9933391411739979,0.9955570375692958,0.9945534870000359
opd,-0.0027248680125921965,14,0.9999913573265076,128,raw residual-stream sample means and centered covariance,1.205943258031024,1.0335439052784254,E_ood,0.7889164686203003,5,0.9836373367347627,0.9894210826231474,0.9867933523784197
opd,-0.0045489054173231125,21,0.9999783039093018,128,raw residual-stream sample means and centered covariance,1.945219164963684,1.146652068501256,E_ood,0.7778335809707642,5,0.9338470989547871,0.956761941656767,0.9460847527379805
opd,0.014380500651896,7,0.9999956488609314,541,raw residual-stream sample means and centered covariance,1.0244012846033368,1.0035171383011097,E_if,0.9854680299758911,5,0.9982460452204683,0.998833718490198,0.9985486416538166
opd,0.01227786485105753,14,0.9999956488609314,541,raw residual-stream sample means and centered covariance,1.058097706800543,1.008921861489999,E_if,0.9653472900390625,5,0.9955686303982303,0.9970865345621241,0.9963252113226996
opd,0.006390875205397606,21,0.9999902248382568,541,raw residual-stream sample means and centered covariance,1.23472858647178,1.0385353231431735,E_if,0.9303390383720398,5,0.9812704689347741,0.9880809325772423,0.9848295253774676
opd,0.002457250840961933,7,0.9999951720237732,128,raw residual-stream sample means and centered covariance,1.0906336665864982,1.0137020371541605,E_general,0.8788334131240845,5,0.9932185063290105,0.9949514887597872,0.9939996262042206
opd,-0.002442694967612624,14,0.9999952912330627,128,raw residual-stream sample means and centered covariance,1.2173814176111843,1.034421256766319,E_general,0.7966663241386414,5,0.9832206825392782,0.9880579835760925,0.9853664932788573
opd,-0.006761286407709122,21,0.9999938607215881,128,raw residual-stream sample means and centered covariance,2.105150186103829,1.1655716868006265,E_general,0.7407855987548828,5,0.9262368221559587,0.9499675511142484,0.9381595810390017
opd,0.5906926989555359,7,0.18826542794704437,32,raw residual-stream sample means and centered covariance,1.4332082655472205,1.0804203695704824,S_math,0.4766315817832947,20,0.9620442938845415,0.9817860741226493,0.9733967808566124
opd,0.40232834219932556,14,0.1524454951286316,32,raw residual-stream sample means and centered covariance,2.2205089912363256,1.2178072327088725,S_math,0.5161004662513733,20,0.9060274698985955,0.9552345248463838,0.9352146038531078
opd,0.18613386154174805,21,0.17988257110118866,32,raw residual-stream sample means and centered covariance,6.891238376695023,1.8414130653441692,S_math,0.6836825609207153,20,0.7358775245995445,0.8781210317713152,0.8159027857687022
opd,0.08440669625997543,7,0.9999867677688599,32,raw residual-stream sample means and centered covariance,1.021556756738051,1.0032466078024709,E_math,0.9597916603088379,20,0.9983806267909686,0.9990292129792487,0.9986755755749248
opd,0.06679348647594452,14,0.9999873042106628,32,raw residual-stream sample means and centered covariance,1.045101360054593,1.0072316478057262,E_math,0.9239895939826965,20,0.9964036071764528,0.9979358524607957,0.9971101215065333
opd,0.03231170028448105,21,0.9999335408210754,32,raw residual-stream sample means and centered covariance,1.1718645662098603,1.0305089420490992,E_math,0.882402777671814,20,0.9850843938802216,0.9922573620095709,0.9887191844968748
opd,-0.012480608187615871,7,0.9999921321868896,30,raw residual-stream sample means and centered covariance,1.0551342983809435,1.0086744583554077,E_math_hard_v2,0.8174161911010742,20,0.9956907160500994,0.9972997392690666,0.996423872889715
opd,-0.012433050200343132,14,0.9999638199806213,30,raw residual-stream sample means and centered covariance,1.1174640208805553,1.0195480458699673,E_math_hard_v2,0.8063446283340454,20,0.990366555767365,0.994221787494392,0.9922552235797788
opd,-0.020335664972662926,21,0.9993192553520203,30,raw residual-stream sample means and centered covariance,1.4705955681063907,1.08254065781801,E_math_hard_v2,0.8374276757240295,20,0.9611110616743619,0.978590758003426,0.9702077120894015
opd,0.0014666459755972028,7,0.9999808073043823,128,raw residual-stream sample means and centered covariance,1.0859857445174868,1.0133652151053438,E_ood,0.8437909483909607,20,0.9933834615938909,0.9955939959660446,0.9945938135838458
opd,-0.002824162831529975,14,0.9998384714126587,128,raw residual-stream sample means and centered covariance,1.2042712019583446,1.0333796704470675,E_ood,0.8011473417282104,20,0.9837154769964285,0.989564218682387,0.986908544946815
opd,-0.0047688973136246204,21,0.9962013959884644,128,raw residual-stream sample means and centered covariance,1.9405712763298784,1.1472954089885221,E_ood,0.7896137237548828,20,0.9335836778554812,0.9574685338296606,0.9464354424327904
opd,0.014398994855582714,7,0.9999836683273315,541,raw residual-stream sample means and centered covariance,1.0242745760306082,1.003498754655002,E_if,0.9854628443717957,20,0.9982551889747255,0.9988411013949298,0.9985567056190474
opd,0.012391932308673859,14,0.999975323677063,541,raw residual-stream sample means and centered covariance,1.0576628251869074,1.0088730910780723,E_if,0.9654143452644348,20,0.9955926927673945,0.9971251047613043,0.9963597809249489
opd,0.006302667316049337,21,0.9994118213653564,541,raw residual-stream sample means and centered covariance,1.2329990252285303,1.03852754426589,E_if,0.9326887130737305,20,0.981274031370942,0.988318354151796,0.9849810421165173
opd,0.0025246613658964634,7,0.9999830722808838,128,raw residual-stream sample means and centered covariance,1.0902351631828595,1.0136423112258637,E_general,0.8794876933097839,20,0.993247767354785,0.9949768524084668,0.9940287374620563
opd,-0.002419823780655861,14,0.9999690651893616,128,raw residual-stream sample means and centered covariance,1.2155207681631113,1.0341819188549277,E_general,0.8046398162841797,20,0.9833344403795478,0.988188027699433,0.9854977908691716
opd,-0.00677274027839303,21,0.9996826648712158,128,raw residual-stream sample means and centered covariance,2.0967335311305964,1.1651873987720556,E_general,0.7535908818244934,20,0.9263887864482776,0.9505551819606481,0.9386008692152297
opd,0.5791972875595093,7,0.18868952989578247,32,raw residual-stream sample means and centered covariance,1.4631447907211523,1.086236713585253,S_math,0.48974472284317017,40,0.9594618470677055,0.9807375955091912,0.971674010399173
opd,0.382619708776474,14,0.1539115458726883,32,raw residual-stream sample means and centered covariance,2.3414430985892993,1.2378151338682868,S_math,0.5128527879714966,40,0.8986441523289347,0.9519232576473023,0.9303899732206637
opd,0.17878510057926178,21,0.18205855786800385,32,raw residual-stream sample means and centered covariance,7.362912943331162,1.887924007398444,S_math,0.6764834523200989,40,0.7266897962616807,0.8713124512109123,0.8077074764906216
opd,0.0842299610376358,7,0.9999794960021973,32,raw residual-stream sample means and centered covariance,1.0218253981278849,1.003293028505003,E_math,0.9592024087905884,40,0.9983575293695708,0.9990191284877873,0.9986579605521034
opd,0.06599783152341843,14,0.9999796748161316,32,raw residual-stream sample means and centered covariance,1.0461296463793919,1.0074106206817541,E_math,0.9223924875259399,40,0.9963150911267451,0.997887355121145,0.9970386786138172
opd,0.03266429901123047,21,0.9999184608459473,32,raw residual-stream sample means and centered covariance,1.1699951306668035,1.0300891270213552,E_math,0.8834215998649597,40,0.9852852024667327,0.9922747322905765,0.9887891684469553
opd,-0.01230628788471222,7,0.9999921321868896,30,raw residual-stream sample means and centered covariance,1.0557218576330512,1.0087823917476517,E_math_hard_v2,0.8179681897163391,40,0.995637446006986,0.9972759302187779,0.9963817138240113
opd,-0.012130237184464931,14,0.9999569654464722,30,raw residual-stream sample means and centered covariance,1.1206384379227643,1.020122970952605,E_math_hard_v2,0.8050341606140137,40,0.9900874104542212,0.9940698439606449,0.9920352516495125
opd,-0.019895248115062714,21,0.9992682337760925,30,raw residual-stream sample means and centered covariance,1.4678160800404214,1.0819025854779578,E_math_hard_v2,0.8375140428543091,40,0.9613948518819115,0.9785638821749519,0.97025279725302
