model,family,arm,checkpoint,step,layer,module,source_rank_k,mask_density_alpha,principal_top_count,update_count,total_entries,update_density,overlap_count,coverage,overlap_lift,random_null_type,random_null_rank,random_null_seeds,random_null_overlap_lift_mean,random_null_overlap_lift_std,overlap_lift_minus_random_null,delta_construction,native_source,checkpoint_materialization,base_tensor_sha256,checkpoint_tensor_sha256
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,32,0.1,943718,3179429,9437184,0.336904419793023,182272,0.0573285328906542,0.573285571896643,rank32_norm_matched_lowrank_bf16_mask,32,3,0.560170166360685,0.0019491670611012,0.013115405535958,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,cc97bf3f839946d5162076dc496f8ffb86e140d9b8d40c7f2bca873b0f4118e1
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,50,0.01,94372,3179429,9437184,0.336904419793023,5177,0.0016282797948939,0.16282770342789,rank32_norm_matched_lowrank_bf16_mask,32,3,0.159556581303541,0.0017166628807058,0.0032711221243489,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,cc97bf3f839946d5162076dc496f8ffb86e140d9b8d40c7f2bca873b0f4118e1
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,50,0.1,943718,3179429,9437184,0.336904419793023,164877,0.0518574247136828,0.5185744669373399,rank32_norm_matched_lowrank_bf16_mask,32,3,0.507510000111747,0.0019312454396758,0.0110644668255929,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,cc97bf3f839946d5162076dc496f8ffb86e140d9b8d40c7f2bca873b0f4118e1
llama,llama3_2_3b,seqkd,40,40,14,self_attn.q_proj,16,0.01,94372,3977964,9437184,0.4215202331542969,14433,0.0036282379629378,0.3628231811557393,rank32_norm_matched_lowrank_bf16_mask,32,3,0.357473329751577,0.003175670004316,0.0053498514041622,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,4b2cea5684ea17c54f013a4923889d2bdebf5dbc7d43546207dd1e147b7638dc
llama,llama3_2_3b,seqkd,40,40,14,self_attn.q_proj,16,0.1,943718,3977964,9437184,0.4215202331542969,270123,0.0679048377511712,0.679048665330055,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6693247561229994,0.0038213266531666,0.0097239092070556,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,4b2cea5684ea17c54f013a4923889d2bdebf5dbc7d43546207dd1e147b7638dc
llama,llama3_2_3b,seqkd,40,40,14,self_attn.q_proj,32,0.01,94372,3977964,9437184,0.4215202331542969,10660,0.0026797628133386,0.2679758270020218,rank32_norm_matched_lowrank_bf16_mask,32,3,0.2699949459979306,0.0026669405488534,-0.0020191189959088,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,4b2cea5684ea17c54f013a4923889d2bdebf5dbc7d43546207dd1e147b7638dc
llama,llama3_2_3b,seqkd,40,40,14,self_attn.q_proj,32,0.1,943718,3977964,9437184,0.4215202331542969,244274,0.0614067900061438,0.6140681603374532,rank32_norm_matched_lowrank_bf16_mask,32,3,0.608514683173057,0.0026336466603976,0.0055534771643961,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,4b2cea5684ea17c54f013a4923889d2bdebf5dbc7d43546207dd1e147b7638dc
llama,llama3_2_3b,seqkd,40,40,14,self_attn.q_proj,50,0.01,94372,3977964,9437184,0.4215202331542969,7474,0.0018788505878886,0.1878847402451323,rank32_norm_matched_lowrank_bf16_mask,32,3,0.1902090705465759,0.0027399240823546,-0.0023243303014435,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,4b2cea5684ea17c54f013a4923889d2bdebf5dbc7d43546207dd1e147b7638dc
llama,llama3_2_3b,seqkd,40,40,14,self_attn.q_proj,50,0.1,943718,3977964,9437184,0.4215202331542969,222967,0.0560505323828973,0.5605055614021996,rank32_norm_matched_lowrank_bf16_mask,32,3,0.557605162438139,0.0022073561334124,0.0029003989640606,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,4b2cea5684ea17c54f013a4923889d2bdebf5dbc7d43546207dd1e147b7638dc
llama,llama3_2_3b,seqkd,80,80,14,self_attn.q_proj,16,0.01,94372,4862725,9437184,0.5152728822496202,20382,0.0041914770010642,0.4191469894758108,rank32_norm_matched_lowrank_bf16_mask,32,3,0.4270004427632657,0.0031049903221294,-0.0078534532874548,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,f85ab03de202cd102a33bdb9fdf8183f964f55fe3be8327ab45e2f3894bc73a4
llama,llama3_2_3b,seqkd,80,80,14,self_attn.q_proj,16,0.1,943718,4862725,9437184,0.5152728822496202,349824,0.071939910235516,0.7193994072763777,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7225745487765763,0.0004915995381038,-0.0031751415001985,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,f85ab03de202cd102a33bdb9fdf8183f964f55fe3be8327ab45e2f3894bc73a4
llama,llama3_2_3b,seqkd,80,80,14,self_attn.q_proj,32,0.01,94372,4862725,9437184,0.5152728822496202,15312,0.0031488517240847,0.3148846385464437,rank32_norm_matched_lowrank_bf16_mask,32,3,0.3287633695487419,0.0024217113864547,-0.0138787310022981,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,f85ab03de202cd102a33bdb9fdf8183f964f55fe3be8327ab45e2f3894bc73a4
llama,llama3_2_3b,seqkd,80,80,14,self_attn.q_proj,32,0.1,943718,4862725,9437184,0.5152728822496202,320674,0.0659453290079122,0.659453569591981,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6657062403779864,0.0011962458396077,-0.0062526707860054,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,f85ab03de202cd102a33bdb9fdf8183f964f55fe3be8327ab45e2f3894bc73a4
llama,llama3_2_3b,seqkd,80,80,14,self_attn.q_proj,50,0.01,94372,4862725,9437184,0.5152728822496202,11215,0.0023063200160403,0.2306316105863614,rank32_norm_matched_lowrank_bf16_mask,32,3,0.2423034621083403,0.0019620708425533,-0.0116718515219788,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,f85ab03de202cd102a33bdb9fdf8183f964f55fe3be8327ab45e2f3894bc73a4
llama,llama3_2_3b,seqkd,80,80,14,self_attn.q_proj,50,0.1,943718,4862725,9437184,0.5152728822496202,297338,0.0611463736896493,0.6114639960687192,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6192873441797646,0.00041189888116,-0.0078233481110454,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,f85ab03de202cd102a33bdb9fdf8183f964f55fe3be8327ab45e2f3894bc73a4
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,16,0.01,94372,5768088,9437184,0.6112085978190104,29432,0.0051025573812327,0.5102548730264436,rank32_norm_matched_lowrank_bf16_mask,32,3,0.5119303450317351,0.0012091201594344,-0.0016754720052915,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,7a515a7212539e2213c426b810cac5ff00c4b45d72975f8d6609b6219df649f7
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,16,0.1,943718,5768088,9437184,0.6112085978190104,448297,0.0777202081521641,0.7772024109429646,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7761975736988461,0.0003088297064704,0.0010048372441184,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,7a515a7212539e2213c426b810cac5ff00c4b45d72975f8d6609b6219df649f7
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,32,0.01,94372,5768088,9437184,0.6112085978190104,23126,0.0040093008289748,0.4009294031533546,rank32_norm_matched_lowrank_bf16_mask,32,3,0.405144283717068,0.001315297078815,-0.0042148805637134,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,7a515a7212539e2213c426b810cac5ff00c4b45d72975f8d6609b6219df649f7
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,32,0.1,943718,5768088,9437184,0.6112085978190104,418552,0.0725633866889686,0.7256341744535425,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7278988369682448,0.0004993089421368,-0.0022646625147022,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,7a515a7212539e2213c426b810cac5ff00c4b45d72975f8d6609b6219df649f7
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,50,0.01,94372,5768088,9437184,0.6112085978190104,17852,0.0030949597162872,0.3094954469036446,rank32_norm_matched_lowrank_bf16_mask,32,3,0.317694634679345,0.0004709869101686,-0.0081991877757003,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,7a515a7212539e2213c426b810cac5ff00c4b45d72975f8d6609b6219df649f7
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,50,0.1,943718,5768088,9437184,0.6112085978190104,393987,0.0683046097771046,0.6830463872838449,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6885128087436941,0.0004111572707326,-0.0054664214598492,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,7a515a7212539e2213c426b810cac5ff00c4b45d72975f8d6609b6219df649f7
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,16,0.01,94372,6520774,9437184,0.6909660763210721,37982,0.0058247686547639,0.5824758779345595,rank32_norm_matched_lowrank_bf16_mask,32,3,0.584613670700931,0.0035577560387753,-0.0021377927663714,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,53719aeb92dd1f515423fff23230db6762a167f79bc2d762d9edf854ae1bbaa1
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,16,0.1,943718,6520774,9437184,0.6909660763210721,532244,0.0816228257565743,0.8162286035285232,rank32_norm_matched_lowrank_bf16_mask,32,3,0.8186533761142042,0.0014757310186127,-0.0024247725856809,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,53719aeb92dd1f515423fff23230db6762a167f79bc2d762d9edf854ae1bbaa1
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,32,0.01,94372,6520774,9437184,0.6909660763210721,31024,0.004757717412074,0.4757709345753718,rank32_norm_matched_lowrank_bf16_mask,32,3,0.4817946791929743,0.0033222840036577,-0.0060237446176025,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,53719aeb92dd1f515423fff23230db6762a167f79bc2d762d9edf854ae1bbaa1
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,32,0.1,943718,6520774,9437184,0.6909660763210721,503723,0.0772489584825359,0.772489912249266,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7782761899291927,0.0016450700357191,-0.0057862776799266,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,53719aeb92dd1f515423fff23230db6762a167f79bc2d762d9edf854ae1bbaa1
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,50,0.01,94372,6520774,9437184,0.6909660763210721,25058,0.003842795349141,0.3842788833996153,rank32_norm_matched_lowrank_bf16_mask,32,3,0.3974791341935155,0.0026261639912269,-0.0132002507939001,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,53719aeb92dd1f515423fff23230db6762a167f79bc2d762d9edf854ae1bbaa1
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,50,0.1,943718,6520774,9437184,0.6909660763210721,480562,0.0736970795184743,0.7369711075538178,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7450145352161245,0.0013377516868371,-0.0080434276623067,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,68a7c5a1e7f0af5e261ec481d3c4785841d00fd15e7cc2caf5ea0f41abaf11bc,53719aeb92dd1f515423fff23230db6762a167f79bc2d762d9edf854ae1bbaa1
llama,llama3_2_3b,opd,5,5,14,self_attn.k_proj,16,0.01,31457,469443,3145728,0.1492319107055664,1346,0.0028672277571504,0.2867253278458058,rank32_norm_matched_lowrank_bf16_mask,32,3,0.2838419263168011,0.0029543825648668,0.0028834015290046,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6d32303c4f349698a7af69cc3132b617dec633866b0774ab2f069bbb87bb5497
llama,llama3_2_3b,opd,5,5,14,self_attn.k_proj,16,0.1,314573,469443,3145728,0.1492319107055664,31481,0.0670603246826558,0.6706028204687674,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6603854305437625,0.0004053146402033,0.0102173899250048,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6d32303c4f349698a7af69cc3132b617dec633866b0774ab2f069bbb87bb5497
llama,llama3_2_3b,opd,5,5,14,self_attn.k_proj,32,0.01,31457,469443,3145728,0.1492319107055664,832,0.0017723131455789,0.177232892100825,rank32_norm_matched_lowrank_bf16_mask,32,3,0.170444444657691,0.0042255763238797,0.0067884474431339,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6d32303c4f349698a7af69cc3132b617dec633866b0774ab2f069bbb87bb5497
llama,llama3_2_3b,opd,5,5,14,self_attn.k_proj,32,0.1,314573,469443,3145728,0.1492319107055664,25828,0.0550183941394375,0.5501835915970689,rank32_norm_matched_lowrank_bf16_mask,32,3,0.5380441776450399,0.0031581453355042,0.0121394139520289,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6d32303c4f349698a7af69cc3132b617dec633866b0774ab2f069bbb87bb5497
llama,llama3_2_3b,opd,5,5,14,self_attn.k_proj,50,0.01,31457,469443,3145728,0.1492319107055664,390,0.0008307717869901,0.0830779181722617,rank32_norm_matched_lowrank_bf16_mask,32,3,0.0836496262045568,0.0042529669182742,-0.000571708032295,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6d32303c4f349698a7af69cc3132b617dec633866b0774ab2f069bbb87bb5497
llama,llama3_2_3b,opd,5,5,14,self_attn.k_proj,50,0.1,314573,469443,3145728,0.1492319107055664,21269,0.04530688496793,0.4530685616260669,rank32_norm_matched_lowrank_bf16_mask,32,3,0.4395456877078289,0.0019000303053816,0.0135228739182379,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6d32303c4f349698a7af69cc3132b617dec633866b0774ab2f069bbb87bb5497
llama,llama3_2_3b,opd,20,20,14,self_attn.k_proj,16,0.01,31457,1080762,3145728,0.3435649871826172,4040,0.0037381033011893,0.3738136574194538,rank32_norm_matched_lowrank_bf16_mask,32,3,0.3545177283078772,0.0028415451708437,0.0192959291115765,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9834f8d09d5b7106429019fdfe564416c769e5d77849d33cb7a27d704a9839d2
llama,llama3_2_3b,opd,20,20,14,self_attn.k_proj,16,0.1,314573,1080762,3145728,0.3435649871826172,78940,0.0730410580682888,0.730410116300643,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7237310856233213,0.0012612681960068,0.0066790306773216,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9834f8d09d5b7106429019fdfe564416c769e5d77849d33cb7a27d704a9839d2
llama,llama3_2_3b,opd,20,20,14,self_attn.k_proj,32,0.01,31457,1080762,3145728,0.3435649871826172,2631,0.0024343935112448,0.243441517987768,rank32_norm_matched_lowrank_bf16_mask,32,3,0.2344315168649669,0.0022317512290722,0.0090100011228011,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9834f8d09d5b7106429019fdfe564416c769e5d77849d33cb7a27d704a9839d2
llama,llama3_2_3b,opd,20,20,14,self_attn.k_proj,32,0.1,314573,1080762,3145728,0.3435649871826172,66052,0.0611161384282571,0.6111609957168744,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6150262952781608,0.00286691103094,-0.0038652995612863,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9834f8d09d5b7106429019fdfe564416c769e5d77849d33cb7a27d704a9839d2
llama,llama3_2_3b,opd,20,20,14,self_attn.k_proj,50,0.01,31457,1080762,3145728,0.3435649871826172,1487,0.001375881091304,0.1375893338076059,rank32_norm_matched_lowrank_bf16_mask,32,3,0.1356971152306785,0.0014423240208742,0.0018922185769273,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9834f8d09d5b7106429019fdfe564416c769e5d77849d33cb7a27d704a9839d2
llama,llama3_2_3b,opd,20,20,14,self_attn.k_proj,50,0.1,314573,1080762,3145728,0.3435649871826172,56294,0.0520873235735527,0.5208729045734533,rank32_norm_matched_lowrank_bf16_mask,32,3,0.5258893248782259,0.002975407847282,-0.0050164203047726,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9834f8d09d5b7106429019fdfe564416c769e5d77849d33cb7a27d704a9839d2
llama,llama3_2_3b,opd,40,40,14,self_attn.k_proj,16,0.01,31457,1313607,3145728,0.4175844192504883,5478,0.0041701970223971,0.4170234141485588,rank32_norm_matched_lowrank_bf16_mask,32,3,0.410613769844496,0.0034734216649735,0.0064096443040628,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,5721e880c761f37a08d974bb68c9d35911e9ef4661c6fe40b2a131f7248fbc29
llama,llama3_2_3b,opd,40,40,14,self_attn.k_proj,16,0.1,314573,1313607,3145728,0.4175844192504883,99756,0.0759405210234111,0.7594047274175882,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7592822961832532,0.0026112513099228,0.000122431234335,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,5721e880c761f37a08d974bb68c9d35911e9ef4661c6fe40b2a131f7248fbc29
llama,llama3_2_3b,opd,40,40,14,self_attn.k_proj,32,0.01,31457,1313607,3145728,0.4175844192504883,3638,0.0027694736705879,0.2769498321782506,rank32_norm_matched_lowrank_bf16_mask,32,3,0.2848025546665506,0.0031036713984774,-0.0078527224882999,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,5721e880c761f37a08d974bb68c9d35911e9ef4661c6fe40b2a131f7248fbc29
llama,llama3_2_3b,opd,40,40,14,self_attn.k_proj,32,0.1,314573,1313607,3145728,0.4175844192504883,85484,0.0650757798945955,0.6507573852055527,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6577247376002585,0.0028990097253745,-0.0069673523947058,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,5721e880c761f37a08d974bb68c9d35911e9ef4661c6fe40b2a131f7248fbc29
llama,llama3_2_3b,opd,40,40,14,self_attn.k_proj,50,0.01,31457,1313607,3145728,0.4175844192504883,2214,0.0016854355983182,0.1685450600447078,rank32_norm_matched_lowrank_bf16_mask,32,3,0.1818295462060193,0.002703250726792,-0.0132844861613115,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,5721e880c761f37a08d974bb68c9d35911e9ef4661c6fe40b2a131f7248fbc29
llama,llama3_2_3b,opd,40,40,14,self_attn.k_proj,50,0.1,314573,1313607,3145728,0.4175844192504883,74265,0.0565351737620155,0.5653513781794297,rank32_norm_matched_lowrank_bf16_mask,32,3,0.5761268087458392,0.0029834277500186,-0.0107754305664095,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,5721e880c761f37a08d974bb68c9d35911e9ef4661c6fe40b2a131f7248fbc29
llama,llama3_2_3b,opd,80,80,14,self_attn.k_proj,16,0.01,31457,1523243,3145728,0.4842259089152018,7033,0.0046171228096895,0.461716390688216,rank32_norm_matched_lowrank_bf16_mask,32,3,0.4630302739160045,0.0083119051781421,-0.0013138832277884,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,a8e85643f51f8d5a026fa43e98f740a123e807205bcb63b2d1077439ed2d78d4
llama,llama3_2_3b,opd,80,80,14,self_attn.k_proj,16,0.1,314573,1523243,3145728,0.4842259089152018,120198,0.078909274488706,0.7890922431957229,rank32_norm_matched_lowrank_bf16_mask,32,3,0.7897583979786952,0.0009155459234936,-0.0006661547829722,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,a8e85643f51f8d5a026fa43e98f740a123e807205bcb63b2d1077439ed2d78d4
llama,llama3_2_3b,opd,80,80,14,self_attn.k_proj,32,0.01,31457,1523243,3145728,0.4842259089152018,5122,0.0033625626377406,0.336259256804357,rank32_norm_matched_lowrank_bf16_mask,32,3,0.339632858426097,0.0057793576048535,-0.0033736016217399,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,a8e85643f51f8d5a026fa43e98f740a123e807205bcb63b2d1077439ed2d78d4
llama,llama3_2_3b,opd,80,80,14,self_attn.k_proj,32,0.1,314573,1523243,3145728,0.4842259089152018,106163,0.0696953801855646,0.6969533587446342,rank32_norm_matched_lowrank_bf16_mask,32,3,0.696553782717854,0.0001696885776515,0.0003995760267802,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,a8e85643f51f8d5a026fa43e98f740a123e807205bcb63b2d1077439ed2d78d4
llama,llama3_2_3b,opd,80,80,14,self_attn.k_proj,50,0.01,31457,1523243,3145728,0.4842259089152018,3447,0.0022629350668278,0.2262955209302262,rank32_norm_matched_lowrank_bf16_mask,32,3,0.2296293110310615,0.0024022718073049,-0.0033337901008353,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,a8e85643f51f8d5a026fa43e98f740a123e807205bcb63b2d1077439ed2d78d4
llama,llama3_2_3b,opd,80,80,14,self_attn.k_proj,50,0.1,314573,1523243,3145728,0.4842259089152018,94355,0.0619434981811831,0.6194345879859269,rank32_norm_matched_lowrank_bf16_mask,32,3,0.6230769602291811,0.0013553085736571,-0.0036423722432542,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,a8e85643f51f8d5a026fa43e98f740a123e807205bcb63b2d1077439ed2d78d4
llama,llama3_2_3b,opd,160,160,14,self_attn.k_proj,16,0.01,31457,1800877,3145728,0.5724833806355795,9400,0.0052196790785822,0.5219725539151998,rank32_norm_matched_lowrank_bf16_mask,32,3,0.5405021613221397,0.001983651229903,-0.0185296074069398,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9b6c14881918d6fcab625386213226b3250185f7c95ae857f886fa40744682bb
