model,family,arm,checkpoint,step,layer,module,source_rank_k,mask_density_alpha,real_overlap_lift,null_overlap_lift_mean,null_overlap_lift_std,null_update_count_mean,delta_singular_values_used,z_tpnt,spectrum_null_seeds
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,16,0.1,0.7772024109429646,0.7741920804131394,0.0021604955156584,5872959.3,3072,1.393351899139578,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,32,0.01,0.4009294031533546,0.404335385301018,0.0051748766073052,5872959.3,3072,-0.658176495040533,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,32,0.1,0.7256341744535425,0.7261908267304368,0.0025394632146347,5872959.3,3072,-0.2192007640379802,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,50,0.01,0.3094954469036446,0.3164140171739317,0.0049992216476645,5872959.3,3072,-1.3839294910077018,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,50,0.1,0.6830463872838449,0.6867076030892583,0.0023971563032597,5872959.3,3072,-1.5273162623708465,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.v_proj,16,0.01,0.7827054466434683,0.7890590353928587,0.0074348015782844,2338834.1,1024,-0.854574084121886,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.v_proj,16,0.1,0.9337348389327452,0.9345652805516091,0.0035196145491288,2338834.1,1024,-0.2359467513480095,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.v_proj,32,0.01,0.7138990155874521,0.7140505611102215,0.0075786993979024,2338834.1,1024,-0.0199962440536113,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.v_proj,32,0.1,0.9114310896328732,0.91415359094562,0.0029915605500759,2338834.1,1024,-0.9100605744642596,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.v_proj,50,0.01,0.6546083675498211,0.6589807372493066,0.0093272166569301,2338834.1,1024,-0.4687753978821548,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.v_proj,50,0.1,0.8851186934993757,0.8920271178032564,0.0025033078318429,2338834.1,1024,-2.7597182479929616,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.down_proj,16,0.01,0.854002630507728,0.8626698288003919,0.0059335937029761,16114769.7,3072,-1.4606996580026534,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.down_proj,16,0.1,0.9689034463300884,0.9716771544200682,0.0012755239683283,16114769.7,3072,-2.1745636764590275,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.down_proj,32,0.01,0.8084301964293731,0.8145597579511143,0.0058682757586844,16114769.7,3072,-1.0445251337533228,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.down_proj,32,0.1,0.9541632287423696,0.956309082527345,0.0013767188799697,16114769.7,3072,-1.5586724466382305,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.down_proj,50,0.01,0.7740864863969613,0.7809707146021136,0.005944468102045,16114769.7,3072,-1.1580898554715149,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.down_proj,50,0.1,0.937634383053267,0.940133608496406,0.0013475280842924,16114769.7,3072,-1.8546741045857664,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.gate_proj,16,0.01,0.8649493961677054,0.7994923213044414,0.0131100002409718,19498986.1,3072,4.9929117971100485,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.gate_proj,16,0.1,0.9604444890577016,0.9492695026579676,0.0023697844088325,19498986.1,3072,4.715613098846893,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.gate_proj,32,0.01,0.8183870615847867,0.7573017570800156,0.0122236158233542,19498986.1,3072,4.997318746558002,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.gate_proj,32,0.1,0.9459759785107118,0.9353697614953368,0.002032021351769,19498986.1,3072,5.219540142204512,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.gate_proj,50,0.01,0.7744863160840423,0.7205241008757695,0.0117505522954106,19498986.1,3072,4.592313097431899,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.gate_proj,50,0.1,0.9332328571893792,0.9240885147967752,0.0020966413514955,19498986.1,3072,4.3614242302725135,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.up_proj,16,0.01,0.9687469096495048,0.9559329467799158,0.0035367269334992,19002837.8,3072,3.623113435254966,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.up_proj,16,0.1,1.002368174434337,0.9945419721957182,0.0011379472117594,19002837.8,3072,6.877473891357489,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.up_proj,32,0.01,0.9369061495192866,0.9275075755610486,0.0038940803321577,19002837.8,3072,2.413554204473777,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.up_proj,32,0.1,0.9865612588573194,0.9811496557262868,0.001157811588636,19002837.8,3072,4.673992888089681,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.up_proj,50,0.01,0.9113794661981076,0.902580308246086,0.0037596467354356,19002837.8,3072,2.34042147340265,10
llama,llama3_2_3b,seqkd,320,320,14,mlp.up_proj,50,0.1,0.9727598960582688,0.9684328012554556,0.000984242038174,19002837.8,3072,4.396372675608146,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.k_proj,16,0.01,0.5700719195891857,0.5745032217193952,0.0085482789794654,2005420.6,1024,-0.518385296134379,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.k_proj,16,0.1,0.8442507434660929,0.8460706859277058,0.0023368091106183,2005420.6,1024,-0.778815202894958,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.k_proj,32,0.01,0.4559458464538673,0.4596927552466905,0.0076944163908064,2005420.6,1024,-0.4869646510552951,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.k_proj,32,0.1,0.7724606451885789,0.7747297238243478,0.0028169388293289,2005420.6,1024,-0.805512214942,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.k_proj,50,0.01,0.3516687315873443,0.3623996853441106,0.0065284925178031,2005420.6,1024,-1.6437108149397524,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.k_proj,50,0.1,0.711610909105255,0.7173449460797057,0.0028466240138102,2005420.6,1024,-2.014328884542631,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.o_proj,16,0.01,0.8585786516301437,0.862714542827969,0.0020813583084289,7375748.6,3072,-1.9871115804886228,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.o_proj,16,0.1,0.9566985180169686,0.9582844987332214,0.0012192515417589,7375748.6,3072,-1.3007822109987548,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.o_proj,32,0.01,0.7984882018579222,0.8023370943434356,0.0023944266360348,7375748.6,3072,-1.6074380511766793,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.o_proj,32,0.1,0.9362185296003326,0.9379650612651028,0.0009309609374047,7375748.6,3072,-1.8760525759963664,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.o_proj,50,0.01,0.7479779798309328,0.7521198417814864,0.0024509295055849,7375748.6,3072,-1.6899147613651884,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.o_proj,50,0.1,0.9167291795989132,0.919424444549391,0.0010920194118702,7375748.6,3072,-2.468147471721096,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,16,0.01,0.5824758779345595,0.5840568985408379,0.0091638473457714,6595307.8,3072,-0.1725280383471198,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,16,0.1,0.8162286035285232,0.8170406858819037,0.0024676005260258,6595307.8,3072,-0.3290979819526756,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,32,0.01,0.4757709345753718,0.4837880971344782,0.0071792729833082,6595307.8,3072,-1.1167095300243044,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,32,0.1,0.772489912249266,0.7766034204849134,0.0020535808366393,6595307.8,3072,-2.003090485777501,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,50,0.01,0.3842788833996153,0.3985288971551979,0.0052163206896395,6595307.8,3072,-2.731813207705081,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.q_proj,50,0.1,0.7369711075538178,0.7432560703285508,0.0018586279302431,6595307.8,3072,-3.381506686984296,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.v_proj,16,0.01,0.8101406227416365,0.8256318735124006,0.0089268626909105,2492173.8,1024,-1.7353521956305642,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.v_proj,16,0.1,0.9411569248855032,0.9471198223407028,0.0022069864595092,2492173.8,1024,-2.701827838366379,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.v_proj,32,0.01,0.7476115045508029,0.7633922644820526,0.0071707195524092,2492173.8,1024,-2.2007219520874197,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.v_proj,32,0.1,0.9228936038817014,0.9304788632921364,0.0024655641307928,2492173.8,1024,-3.076480273095086,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.v_proj,50,0.01,0.7007851269230249,0.7172948873138438,0.0065826264718483,2492173.8,1024,-2.508081001014637,10
llama,llama3_2_3b,seqkd,320,320,14,self_attn.v_proj,50,0.1,0.9037646272306736,0.9124048569549864,0.0026363399930831,2492173.8,1024,-3.2773579079260595,10
llama,llama3_2_3b,sft,20,20,14,mlp.down_proj,16,0.01,0.7809874260272832,0.7666337378796485,0.0078083655652367,9665896.3,3072,1.838244896158298,10
llama,llama3_2_3b,sft,20,20,14,mlp.down_proj,16,0.1,0.9545613971614988,0.947313180468296,0.0029648588881644,9665896.3,3072,2.4447088264932417,10
llama,llama3_2_3b,sft,20,20,14,mlp.down_proj,32,0.01,0.7024911816728457,0.6888659236038285,0.0066314245221866,9665896.3,3072,2.054650252510831,10
llama,llama3_2_3b,sft,20,20,14,mlp.down_proj,32,0.1,0.9277083118850205,0.9202009705831294,0.0028426292070651,9665896.3,3072,2.640985072281654,10
llama,llama3_2_3b,sft,20,20,14,mlp.down_proj,50,0.01,0.6475551973936687,0.6362112234626119,0.0056018094116608,9665896.3,3072,2.025055316491652,10
llama,llama3_2_3b,sft,20,20,14,mlp.down_proj,50,0.1,0.9005591708516679,0.8922586360095263,0.0026669905435748,9665896.3,3072,3.1123225622748545,10
llama,llama3_2_3b,sft,20,20,14,mlp.gate_proj,16,0.01,0.6307809570684815,0.6038987330920937,0.0109967915233266,13009219.3,3072,2.444551569370443,10
llama,llama3_2_3b,sft,20,20,14,mlp.gate_proj,16,0.1,0.8936229355106903,0.8945798641515882,0.0025904703432942,13009219.3,3072,-0.3694034341582169,10
llama,llama3_2_3b,sft,20,20,14,mlp.gate_proj,32,0.01,0.5559551927933698,0.5355698522602231,0.0085769152029859,13009219.3,3072,2.376768342777796,10
llama,llama3_2_3b,sft,20,20,14,mlp.gate_proj,32,0.1,0.8612665749110857,0.8633735731799865,0.0023413050404326,13009219.3,3072,-0.8999247140011724,10
llama,llama3_2_3b,sft,20,20,14,mlp.gate_proj,50,0.01,0.496878911934635,0.4816878727725965,0.0078684739813942,13009219.3,3072,1.930620752887937,10
llama,llama3_2_3b,sft,20,20,14,mlp.gate_proj,50,0.1,0.8336020477082807,0.837679717093741,0.0023329143224331,13009219.3,3072,-1.7478864724047696,10
llama,llama3_2_3b,sft,20,20,14,mlp.up_proj,16,0.01,0.9119616391335756,0.9131803163549675,0.0070738660966623,13267478.7,3072,-0.1722788083261876,10
llama,llama3_2_3b,sft,20,20,14,mlp.up_proj,16,0.1,0.9902273057795318,0.9909298018181598,0.0028274025352424,13267478.7,3072,-0.2484598601973786,10
llama,llama3_2_3b,sft,20,20,14,mlp.up_proj,32,0.01,0.8549169923277318,0.8555915373105976,0.0069158185485627,13267478.7,3072,-0.0975365357157867,10
llama,llama3_2_3b,sft,20,20,14,mlp.up_proj,32,0.1,0.9598900542796714,0.9623086481723128,0.0019746023465027,13267478.7,3072,-1.2248511184669435,10
llama,llama3_2_3b,sft,20,20,14,mlp.up_proj,50,0.01,0.8060446229153735,0.8083256710596476,0.0057196106465906,13267478.7,3072,-0.3988117872383104,10
llama,llama3_2_3b,sft,20,20,14,mlp.up_proj,50,0.1,0.9329630361247748,0.935731742805238,0.0019371684059224,13267478.7,3072,-1.4292545098290586,10
llama,llama3_2_3b,sft,20,20,14,self_attn.k_proj,16,0.01,0.3794858015908616,0.3541218354180399,0.0039637589318907,1062944.1,1024,6.398967901088529,10
llama,llama3_2_3b,sft,20,20,14,self_attn.k_proj,16,0.1,0.736643504054282,0.7225235557244389,0.0025689841315315,1062944.1,1024,5.496315900334225,10
llama,llama3_2_3b,sft,20,20,14,self_attn.k_proj,32,0.01,0.2557144828043914,0.234123468483596,0.0033553883782832,1062944.1,1024,6.434728826187885,10
llama,llama3_2_3b,sft,20,20,14,self_attn.k_proj,32,0.1,0.6309522530706123,0.6128979201445264,0.0024724386934497,1062944.1,1024,7.302236845717393,10
llama,llama3_2_3b,sft,20,20,14,self_attn.k_proj,50,0.01,0.1463586662801435,0.1336670009560447,0.0027701364577567,1062944.1,1024,4.581602934599299,10
llama,llama3_2_3b,sft,20,20,14,self_attn.k_proj,50,0.1,0.539795729765437,0.5219283912584751,0.0014240234020283,1062944.1,1024,12.54708207850478,10
llama,llama3_2_3b,sft,20,20,14,self_attn.o_proj,16,0.01,0.7373784229382881,0.7474131940245431,0.0049527748701584,5301176.4,3072,-2.02609069649353,10
llama,llama3_2_3b,sft,20,20,14,self_attn.o_proj,16,0.1,0.9139124637939152,0.9191152741744626,0.0016146869404126,5301176.4,3072,-3.222179018316662,10
llama,llama3_2_3b,sft,20,20,14,self_attn.o_proj,32,0.01,0.6344941973251921,0.6383773463041329,0.0060588331021808,5301176.4,3072,-0.6409070712878848,10
llama,llama3_2_3b,sft,20,20,14,self_attn.o_proj,32,0.1,0.875624137721419,0.8780368540670105,0.0023120204188302,5301176.4,3072,-1.0435532168924908,10
llama,llama3_2_3b,sft,20,20,14,self_attn.o_proj,50,0.01,0.5457936389082457,0.5531245520294663,0.0075079865171735,5301176.4,3072,-0.976415328457516,10
llama,llama3_2_3b,sft,20,20,14,self_attn.o_proj,50,0.1,0.8378392276243799,0.8409163494588403,0.0032482448062093,5301176.4,3072,-0.9473183266785205,10
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,16,0.01,0.394355233282567,0.3604296315090128,0.0045587417918139,3946965.7,3072,7.441878334604032,10
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,16,0.1,0.6949928438524279,0.6692823850187762,0.0021720223219715,3946965.7,3072,11.837106172239682,10
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,32,0.01,0.2921827637159313,0.270580897030061,0.0037991798758166,3946965.7,3072,5.685928908861404,10
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,32,0.1,0.6291778760285847,0.6073059085243303,0.0022973021895928,3946965.7,3072,9.520718520766756,10
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,50,0.01,0.2057428211795811,0.1896579809393863,0.0030059422123184,3946965.7,3072,5.351014458720681,10
llama,llama3_2_3b,sft,20,20,14,self_attn.q_proj,50,0.1,0.5749907698689269,0.5567514610176068,0.0024158431033258,3946965.7,3072,7.549873096564397,10
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,16,0.01,0.6782293750355108,0.6833821825246391,0.0118728302431143,1879458.0,1024,-0.4339999295548477,10
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,16,0.1,0.9008736906758154,0.8967710307124241,0.0061620150561453,1879458.0,1024,0.6657984321702796,10
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,32,0.01,0.5735301051975824,0.5787678367314091,0.0115832955778526,1879458.0,1024,-0.4521797357775489,10
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,32,0.1,0.8640623385838855,0.8649412062126135,0.0063051668477428,1879458.0,1024,-0.1393884809000166,10
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,50,0.01,0.5032458731304545,0.5012250512237041,0.0133552288694719,1879458.0,1024,0.1513131617961072,10
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,50,0.1,0.8268147436946701,0.8302600855455031,0.0057754101001239,1879458.0,1024,-0.5965536284183677,10
llama,llama3_2_3b,sft,160,160,14,mlp.down_proj,16,0.01,0.8948736357497977,0.8836735361420576,0.006009735559712,17687303.8,3072,1.86365930687919,10
llama,llama3_2_3b,sft,160,160,14,mlp.down_proj,16,0.1,0.9797357070873576,0.976158936901336,0.0015458513053151,17687303.8,3072,2.3137866971572265,10
llama,llama3_2_3b,sft,160,160,14,mlp.down_proj,32,0.01,0.8576355132995226,0.8447973574768282,0.005865126215153,17687303.8,3072,2.188896769096973,10
llama,llama3_2_3b,sft,160,160,14,mlp.down_proj,32,0.1,0.9678810481277051,0.96368474647,0.0016704585324106,17687303.8,3072,2.512065744996087,10
llama,llama3_2_3b,sft,160,160,14,mlp.down_proj,50,0.01,0.828131550248408,0.8185207843896327,0.0057326237028477,17687303.8,3072,1.6765038762270568,10
llama,llama3_2_3b,sft,160,160,14,mlp.down_proj,50,0.1,0.9546028483406,0.9509484155563642,0.0015731597594044,17687303.8,3072,2.3229889795931085,10
llama,llama3_2_3b,sft,160,160,14,mlp.gate_proj,16,0.01,0.8940409099227028,0.840486993892133,0.0089611600208874,20781643.5,3072,5.976225835242482,10
llama,llama3_2_3b,sft,160,160,14,mlp.gate_proj,16,0.1,0.9727388419439666,0.9617227281138826,0.0016143963858502,20781643.5,3072,6.82367349594994,10
llama,llama3_2_3b,sft,160,160,14,mlp.gate_proj,32,0.01,0.8602276499449928,0.8066807473066364,0.0089842858883678,20781643.5,3072,5.960062191218198,10
llama,llama3_2_3b,sft,160,160,14,mlp.gate_proj,32,0.1,0.9627413053959634,0.950769601748173,0.0017207819214811,20781643.5,3072,6.957130068803835,10
llama,llama3_2_3b,sft,160,160,14,mlp.gate_proj,50,0.01,0.8260471137621362,0.776081711233167,0.0095712900763676,20781643.5,3072,5.220341472288917,10
llama,llama3_2_3b,sft,160,160,14,mlp.gate_proj,50,0.1,0.953245076620477,0.9417099608808194,0.0016693118110139,20781643.5,3072,6.910102512634116,10
llama,llama3_2_3b,sft,160,160,14,mlp.up_proj,16,0.01,0.9753628793549572,0.963952005752874,0.0026675711539637,19814249.4,3072,4.277626703650642,10
llama,llama3_2_3b,sft,160,160,14,mlp.up_proj,16,0.1,1.0038684241134923,0.9959118926035488,0.0009815444701767,19814249.4,3072,8.106134517278223,10
llama,llama3_2_3b,sft,160,160,14,mlp.up_proj,32,0.01,0.9494498686622036,0.9394047239929554,0.002659794339268,19814249.4,3072,3.7766621730658025,10
llama,llama3_2_3b,sft,160,160,14,mlp.up_proj,32,0.1,0.9903214743719168,0.9844070079117808,0.0009324285870929,19814249.4,3072,6.343077145001868,10
llama,llama3_2_3b,sft,160,160,14,mlp.up_proj,50,0.01,0.925740276198418,0.9182342462842218,0.002517137308658,19814249.4,3072,2.981970784183465,10
llama,llama3_2_3b,sft,160,160,14,mlp.up_proj,50,0.1,0.9783311317550152,0.9733437850740694,0.000682108736777,19814249.4,3072,7.311659288386574,10
llama,llama3_2_3b,sft,160,160,14,self_attn.k_proj,16,0.01,0.6187506081541231,0.6133171078820278,0.0085533570627326,2111439.2,1024,0.6352476848849566,10
llama,llama3_2_3b,sft,160,160,14,self_attn.k_proj,16,0.1,0.8631599277081728,0.8602539574617711,0.003148757501087,2111439.2,1024,0.922894267150912,10
llama,llama3_2_3b,sft,160,160,14,self_attn.k_proj,32,0.01,0.4952986564106415,0.5026859279235489,0.0116035092019363,2111439.2,1024,-0.6366411560801495,10
llama,llama3_2_3b,sft,160,160,14,self_attn.k_proj,32,0.1,0.7971928738458405,0.7959330929166987,0.0038620644504742,2111439.2,1024,0.3261936576400463,10
llama,llama3_2_3b,sft,160,160,14,self_attn.k_proj,50,0.01,0.4028659913342988,0.4093783687503121,0.011343670400789,2111439.2,1024,-0.574097905344665,10
llama,llama3_2_3b,sft,160,160,14,self_attn.k_proj,50,0.1,0.7449270765595658,0.7441700497446236,0.0042310059319288,2111439.2,1024,0.1789236004679977,10
llama,llama3_2_3b,sft,160,160,14,self_attn.o_proj,16,0.01,0.8662677470056979,0.869384586373141,0.0062156180336293,7508729.9,3072,-0.5014528483860493,10
llama,llama3_2_3b,sft,160,160,14,self_attn.o_proj,16,0.1,0.959626903089916,0.9598517563790316,0.0023098799009153,7508729.9,3072,-0.0973441472115018,10
llama,llama3_2_3b,sft,160,160,14,self_attn.o_proj,32,0.01,0.8079079001710563,0.8120155534064256,0.0052813756273246,7508729.9,3072,-0.7777619933180359,10
llama,llama3_2_3b,sft,160,160,14,self_attn.o_proj,32,0.1,0.941094118838468,0.9407727609002664,0.0022653527993971,7508729.9,3072,0.1418577884589463,10
llama,llama3_2_3b,sft,160,160,14,self_attn.o_proj,50,0.01,0.7573737294912082,0.7648905879075069,0.0062607496699048,7508729.9,3072,-1.200632322424892,10
llama,llama3_2_3b,sft,160,160,14,self_attn.o_proj,50,0.1,0.9245363903736734,0.9233395460719952,0.0022606893923798,7508729.9,3072,0.5294156312284856,10
llama,llama3_2_3b,sft,160,160,14,self_attn.q_proj,16,0.01,0.6433751768654209,0.6211245614444849,0.0054856984353817,6860818.8,3072,4.056113489108972,10
llama,llama3_2_3b,sft,160,160,14,self_attn.q_proj,16,0.1,0.8454119827641651,0.8357237638015776,0.0014782020901631,6860818.8,3072,6.554055786457583,10
llama,llama3_2_3b,sft,160,160,14,self_attn.q_proj,32,0.01,0.536282996077002,0.5240609638689573,0.0077830991043777,6860818.8,3072,1.5703297676333343,10
llama,llama3_2_3b,sft,160,160,14,self_attn.q_proj,32,0.1,0.8063390352031093,0.7983983491633568,0.0019475290475073,6860818.8,3072,4.0773132754634185,10
llama,llama3_2_3b,sft,160,160,14,self_attn.q_proj,50,0.01,0.4536920969521706,0.4428723494741741,0.0087627797172974,6860818.8,3072,1.2347391840329782,10
llama,llama3_2_3b,sft,160,160,14,self_attn.q_proj,50,0.1,0.7750877236732118,0.7680491883094864,0.0024681416532067,6860818.8,3072,2.851755025721672,10
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,16,0.01,0.7603276482258444,0.840935971770509,0.0062495900330501,2525789.6,1024,-12.898177819405474,10
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,16,0.1,0.922320684804602,0.9514892544260558,0.0026968550196815,2525789.6,1024,-10.815772226754085,10
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,32,0.01,0.7126508610113486,0.7825276665720402,0.0069680852373586,2525789.6,1024,-10.028121525559737,10
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,32,0.1,0.9043418246843464,0.9357964877075848,0.0024391128514255,2525789.6,1024,-12.895944115441036,10
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,50,0.01,0.6688644361174361,0.7400966154667332,0.0073281777019435,2525789.6,1024,-9.720312777132197,10
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,50,0.1,0.8885066131542738,0.9191702501708378,0.0026088786354541,2525789.6,1024,-11.753569752096146,10
llama,llama3_2_3b,sft,320,320,14,mlp.down_proj,16,0.01,0.9335760088592304,0.9210406961563204,0.003489201918443,19981806.9,3072,3.59260168826905,10
llama,llama3_2_3b,sft,320,320,14,mlp.down_proj,16,0.1,0.9872091421826368,0.984405258675622,0.000696027842001,19981806.9,3072,4.028407109338932,10
llama,llama3_2_3b,sft,320,320,14,mlp.down_proj,32,0.01,0.9074074954471412,0.8951187528695383,0.0032627127930935,19981806.9,3072,3.766418730945421,10
llama,llama3_2_3b,sft,320,320,14,mlp.down_proj,32,0.1,0.979159497204352,0.9762833949362364,0.0005909726332543,19981806.9,3072,4.866726657506459,10
llama,llama3_2_3b,sft,320,320,14,mlp.down_proj,50,0.01,0.8883603482759808,0.8763793112409826,0.0030788133998823,19981806.9,3072,3.8914463070273033,10
llama,llama3_2_3b,sft,320,320,14,mlp.down_proj,50,0.1,0.9702337242728518,0.9675698289096945,0.0005801501697417,19981806.9,3072,4.591734178658063,10
llama,llama3_2_3b,sft,320,320,14,mlp.gate_proj,16,0.01,0.9197241564301634,0.88190633336074,0.006846040142468,21877644.2,3072,5.524043429840297,10
llama,llama3_2_3b,sft,320,320,14,mlp.gate_proj,16,0.1,0.9813858965843024,0.971087961643204,0.0018768020946632,21877644.2,3072,5.48695835878534,10
llama,llama3_2_3b,sft,320,320,14,mlp.gate_proj,32,0.01,0.8933588515611993,0.855118198758591,0.0072814688245323,21877644.2,3072,5.251777316380201,10
llama,llama3_2_3b,sft,320,320,14,mlp.gate_proj,32,0.1,0.974433317242418,0.9629915427530952,0.0016361671583766,21877644.2,3072,6.99303517415351,10
llama,llama3_2_3b,sft,320,320,14,mlp.gate_proj,50,0.01,0.8659231506920502,0.8315731899026556,0.0081586246106312,21877644.2,3072,4.21026366927511,10
llama,llama3_2_3b,sft,320,320,14,mlp.gate_proj,50,0.1,0.9671555373402796,0.956200524489534,0.0017122848746641,21877644.2,3072,6.397891503243101,10
llama,llama3_2_3b,sft,320,320,14,mlp.up_proj,16,0.01,0.9890349877178198,0.9728551825084584,0.0019825091878615,21009325.2,3072,8.161276279790478,10
llama,llama3_2_3b,sft,320,320,14,mlp.up_proj,16,0.1,1.0059032496983749,0.9969265823271184,0.000567220288111,21009325.2,3072,15.82571632116697,10
llama,llama3_2_3b,sft,320,320,14,mlp.up_proj,32,0.01,0.969245296997162,0.9545043320554866,0.0016088104655245,21009325.2,3072,9.162648588856062,10
llama,llama3_2_3b,sft,320,320,14,mlp.up_proj,32,0.1,0.9953713931807155,0.9885292329909486,0.000449283805757,21009325.2,3072,15.229038087047376,10
llama,llama3_2_3b,sft,320,320,14,mlp.up_proj,50,0.01,0.9505364352042156,0.9389707024886564,0.0019595127734353,21009325.2,3072,5.902351274435557,10
llama,llama3_2_3b,sft,320,320,14,mlp.up_proj,50,0.1,0.986058576816699,0.9803290402568058,0.0005074528821912,21009325.2,3072,11.290775480774514,10
llama,llama3_2_3b,sft,320,320,14,self_attn.k_proj,16,0.01,0.7029226081587882,0.6990637399956239,0.0068353941791544,2377878.3,1024,0.5645421554374269,10
llama,llama3_2_3b,sft,320,320,14,self_attn.k_proj,16,0.1,0.8987883635913859,0.8967062028852737,0.0021781345019215,2377878.3,1024,0.9559376173856036,10
llama,llama3_2_3b,sft,320,320,14,self_attn.k_proj,32,0.01,0.5933674314099208,0.6114356138302911,0.0074541078387365,2377878.3,1024,-2.423922863910825,10
llama,llama3_2_3b,sft,320,320,14,self_attn.k_proj,32,0.1,0.8468263477611842,0.8487333052166512,0.0021470652472721,2377878.3,1024,-0.8881693082638554,10
llama,llama3_2_3b,sft,320,320,14,self_attn.k_proj,50,0.01,0.5140372918321087,0.5371979247333489,0.0093453611184216,2377878.3,1024,-2.478302615357019,10
llama,llama3_2_3b,sft,320,320,14,self_attn.k_proj,50,0.1,0.806979630448786,0.8094111870963948,0.0030161282127204,2377878.3,1024,-0.8061847760164382,10
llama,llama3_2_3b,sft,320,320,14,self_attn.o_proj,16,0.01,0.9051678398280222,0.9048458495302126,0.0030315855166553,8028646.0,3072,0.1062118472464502,10
llama,llama3_2_3b,sft,320,320,14,self_attn.o_proj,16,0.1,0.971366810069806,0.9716728806380596,0.000914062324328,8028646.0,3072,-0.3348464979986222,10
llama,llama3_2_3b,sft,320,320,14,self_attn.o_proj,32,0.01,0.8598012544999011,0.8630817232898884,0.0032599490243925,8028646.0,3072,-1.006294505049392,10
llama,llama3_2_3b,sft,320,320,14,self_attn.o_proj,32,0.1,0.9578065497963404,0.958204889618137,0.0010608472814474,8028646.0,3072,-0.3754921455359905,10
