model,family,arm,checkpoint,step,layer,module,source_rank_k,mask_density_alpha,real_overlap_lift,null_overlap_lift_mean,null_overlap_lift_std,null_update_count_mean,delta_singular_values_used,z_tpnt,spectrum_null_seeds
llama,llama3_2_3b,opd,20,20,14,self_attn.q_proj,50,0.01,0.1914947868413504,0.1988657288219583,0.0077412648174871,3933887.4,3072,-0.952162489514285,10
llama,llama3_2_3b,opd,20,20,14,self_attn.q_proj,50,0.1,0.5644276062136154,0.5620560232760843,0.0049588839198091,3933887.4,3072,0.4782493351089407,10
llama,llama3_2_3b,opd,20,20,14,self_attn.v_proj,16,0.01,0.758656134759776,0.6702068141803463,0.010338260829916,1826573.3,1024,8.555531925010252,10
llama,llama3_2_3b,opd,20,20,14,self_attn.v_proj,16,0.1,0.9341420538306234,0.8920171445857111,0.004432306244956,1826573.3,1024,9.504061072686522,10
llama,llama3_2_3b,opd,20,20,14,self_attn.v_proj,32,0.01,0.6377109538560436,0.5665703579213008,0.0097293691106282,1826573.3,1024,7.311943367122309,10
llama,llama3_2_3b,opd,20,20,14,self_attn.v_proj,32,0.1,0.9006490115925296,0.8589778158689952,0.0046493078808235,1826573.3,1024,8.962881528110929,10
llama,llama3_2_3b,opd,20,20,14,self_attn.v_proj,50,0.01,0.5544471860981977,0.4904482543351041,0.0095424826045236,1826573.3,1024,6.706738111605716,10
llama,llama3_2_3b,opd,20,20,14,self_attn.v_proj,50,0.1,0.8596639592464095,0.8232248026078685,0.0048897208565291,1826573.3,1024,7.4521956789995984,10
llama,llama3_2_3b,opd,160,160,14,mlp.down_proj,16,0.01,0.8459738718110074,0.8287186475364061,0.0091714306220387,13726811.2,3072,1.8814103257933767,10
llama,llama3_2_3b,opd,160,160,14,mlp.down_proj,16,0.1,0.9761903363285724,0.9641182606886962,0.0028315430214381,13726811.2,3072,4.263426530508708,10
llama,llama3_2_3b,opd,160,160,14,mlp.down_proj,32,0.01,0.787368266040858,0.7702447651810924,0.0079419174678415,13726811.2,3072,2.1560915143102584,10
llama,llama3_2_3b,opd,160,160,14,mlp.down_proj,32,0.1,0.9543446710675442,0.944045154763128,0.002706401156082,13726811.2,3072,3.805613325751903,10
llama,llama3_2_3b,opd,160,160,14,mlp.down_proj,50,0.01,0.7443978308516224,0.7297875063531892,0.0064663022155532,13726811.2,3072,2.259455870047532,10
llama,llama3_2_3b,opd,160,160,14,mlp.down_proj,50,0.1,0.9326762343043364,0.9236811125220644,0.0021347423458205,13726811.2,3072,4.213680306610635,10
llama,llama3_2_3b,opd,160,160,14,mlp.gate_proj,16,0.01,0.7642658372719238,0.7555053358200315,0.0115981938202625,18066203.1,3072,0.7553332516815908,10
llama,llama3_2_3b,opd,160,160,14,mlp.gate_proj,16,0.1,0.9326563788898696,0.9376332198785734,0.003609028883212,18066203.1,3072,-1.378997273159596,10
llama,llama3_2_3b,opd,160,160,14,mlp.gate_proj,32,0.01,0.7068512273528089,0.7065484508270663,0.0110097530012811,18066203.1,3072,0.0275007555307905,10
llama,llama3_2_3b,opd,160,160,14,mlp.gate_proj,32,0.1,0.9137921595313856,0.920327162744228,0.0034435555583928,18066203.1,3072,-1.8977487373232056,10
llama,llama3_2_3b,opd,160,160,14,mlp.gate_proj,50,0.01,0.6571009555812325,0.66363415172849,0.0115109822753743,18066203.1,3072,-0.5675620021789223,10
llama,llama3_2_3b,opd,160,160,14,mlp.gate_proj,50,0.1,0.8971944088253462,0.905271523183168,0.0032628015364797,18066203.1,3072,-2.475515065049364,10
llama,llama3_2_3b,opd,160,160,14,mlp.up_proj,16,0.01,0.9612321698934624,0.9453590664125268,0.0040027613320614,17408320.3,3072,3.965538328202253,10
llama,llama3_2_3b,opd,160,160,14,mlp.up_proj,16,0.1,1.0022842281357682,0.9934569102438164,0.0013514066741578,17408320.3,3072,6.531947829436835,10
llama,llama3_2_3b,opd,160,160,14,mlp.up_proj,32,0.01,0.9209771827166852,0.9085999975449816,0.0039975367479147,17408320.3,3072,3.096202975034513,10
llama,llama3_2_3b,opd,160,160,14,mlp.up_proj,32,0.1,0.9828076420238108,0.9758479661901978,0.0013057814696217,17408320.3,3072,5.3298932444102185,10
llama,llama3_2_3b,opd,160,160,14,mlp.up_proj,50,0.01,0.8892549463714965,0.8767651414169201,0.0032843321390094,17408320.3,3072,3.802844665504345,10
llama,llama3_2_3b,opd,160,160,14,mlp.up_proj,50,0.1,0.9648672997825752,0.9593752419481714,0.000813619918056,17408320.3,3072,6.75015165253759,10
llama,llama3_2_3b,opd,160,160,14,self_attn.k_proj,16,0.01,0.5219725539151998,0.5347693927364838,0.0056568772376521,1846465.3,1024,-2.2621736841146585,10
llama,llama3_2_3b,opd,160,160,14,self_attn.k_proj,16,0.1,0.8197945008807073,0.825305918790334,0.0022605663959177,1846465.3,1024,-2.4380694677137678,10
llama,llama3_2_3b,opd,160,160,14,self_attn.k_proj,32,0.01,0.4096929258283345,0.4151611378679517,0.0056177483809775,1846465.3,1024,-0.9733814455153184,10
llama,llama3_2_3b,opd,160,160,14,self_attn.k_proj,32,0.1,0.7470522110338738,0.7458841847319785,0.0028537538269313,1846465.3,1024,0.4092946948935882,10
llama,llama3_2_3b,opd,160,160,14,self_attn.k_proj,50,0.01,0.3078527488197732,0.3107879992858317,0.0047000090747828,1846465.3,1024,-0.6245201699305435,10
llama,llama3_2_3b,opd,160,160,14,self_attn.k_proj,50,0.1,0.6825670040116388,0.6809115900927106,0.0024868949993371,1846465.3,1024,0.6656549308955239,10
llama,llama3_2_3b,opd,160,160,14,self_attn.o_proj,16,0.01,0.8211365951898523,0.8241825700072892,0.0076000228792589,6733712.7,3072,-0.400784953654504,10
llama,llama3_2_3b,opd,160,160,14,self_attn.o_proj,16,0.1,0.9442319631367962,0.943764061091161,0.0024266476882221,6733712.7,3072,0.1928182850383598,10
llama,llama3_2_3b,opd,160,160,14,self_attn.o_proj,32,0.01,0.7393119575424985,0.7455443081018247,0.0081618770219785,6733712.7,3072,-0.7635928037807485,10
llama,llama3_2_3b,opd,160,160,14,self_attn.o_proj,32,0.1,0.9165756562079836,0.9173218004347972,0.0023213036573564,6733712.7,3072,-0.3214332706748736,10
llama,llama3_2_3b,opd,160,160,14,self_attn.o_proj,50,0.01,0.6760566007667989,0.6808518649005416,0.0079149472470575,6733712.7,3072,-0.6058491590737328,10
llama,llama3_2_3b,opd,160,160,14,self_attn.o_proj,50,0.1,0.890893088316001,0.8922250706431567,0.0022865661303963,6733712.7,3072,-0.5825251714564792,10
llama,llama3_2_3b,opd,160,160,14,self_attn.q_proj,16,0.01,0.4653301955480704,0.521421931101228,0.0109387498023996,5935169.9,3072,-5.127801308779619,10
llama,llama3_2_3b,opd,160,160,14,self_attn.q_proj,16,0.1,0.75296407239503,0.7811007885658571,0.0039713972392583,5935169.9,3072,-7.084840542438816,10
llama,llama3_2_3b,opd,160,160,14,self_attn.q_proj,32,0.01,0.3858949537017727,0.4195759648116572,0.0105738198053626,5935169.9,3072,-3.1853210788406696,10
llama,llama3_2_3b,opd,160,160,14,self_attn.q_proj,32,0.1,0.7103871762625428,0.7350915817100268,0.0038382352744107,5935169.9,3072,-6.436396854613428,10
llama,llama3_2_3b,opd,160,160,14,self_attn.q_proj,50,0.01,0.3118671130511887,0.3343322176847508,0.0101800898942797,5935169.9,3072,-2.206768787590524,10
llama,llama3_2_3b,opd,160,160,14,self_attn.q_proj,50,0.1,0.6741195040974259,0.6964626432596461,0.0036766929224571,5935169.9,3072,-6.076966348140929,10
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,16,0.01,0.8038600340381401,0.7762157524431348,0.0081472848713812,2299475.6,1024,3.3930667739519587,10
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,16,0.1,0.9444486692907482,0.9300825136764572,0.0041157450792031,2299475.6,1024,3.490535817410869,10
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,32,0.01,0.7309533286317887,0.7001635652133136,0.0083578258264655,2299475.6,1024,3.683944133051625,10
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,32,0.1,0.9241604444544972,0.9088150594611492,0.0036617586904975,2299475.6,1024,4.190714432704134,10
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,50,0.01,0.6731368197716376,0.643628828165481,0.0097593639778693,2299475.6,1024,3.0235568294276254,10
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,50,0.1,0.8992574709636002,0.8859885359404286,0.0036798235228173,2299475.6,1024,3.605861786820894,10
llama,llama3_2_3b,opd,320,320,14,mlp.down_proj,16,0.01,0.8774754165570068,0.8528297825645434,0.0071499258936479,15676785.2,3072,3.446977543411828,10
llama,llama3_2_3b,opd,320,320,14,mlp.down_proj,16,0.1,0.97876141324856,0.9688710340852184,0.0023468686020542,15676785.2,3072,4.214287563728382,10
llama,llama3_2_3b,opd,320,320,14,mlp.down_proj,32,0.01,0.8251162037305553,0.8039204734395113,0.0069303106918669,15676785.2,3072,3.0584098222202667,10
llama,llama3_2_3b,opd,320,320,14,mlp.down_proj,32,0.1,0.9611642243241724,0.9538002342478362,0.0023395675736447,15676785.2,3072,3.147585972421343,10
llama,llama3_2_3b,opd,320,320,14,mlp.down_proj,50,0.01,0.7897252543200836,0.7712066106181614,0.0073324781499276,15676785.2,3072,2.5255641166970144,10
llama,llama3_2_3b,opd,320,320,14,mlp.down_proj,50,0.1,0.942982646251588,0.937450471185642,0.0021745036054484,15676785.2,3072,2.5441094013753336,10
llama,llama3_2_3b,opd,320,320,14,mlp.gate_proj,16,0.01,0.8369599194599887,0.8212453482624165,0.0052932770160029,20074657.2,3072,2.9687792930660977,10
llama,llama3_2_3b,opd,320,320,14,mlp.gate_proj,16,0.1,0.9557152631325416,0.9561157673448472,0.0024186813479891,20074657.2,3072,-0.1655878367932242,10
llama,llama3_2_3b,opd,320,320,14,mlp.gate_proj,32,0.01,0.7916485524236982,0.7822151067942147,0.0063788335554863,20074657.2,3072,1.4788668723563023,10
llama,llama3_2_3b,opd,320,320,14,mlp.gate_proj,32,0.1,0.942566912826908,0.9436746534027078,0.0019973008685958,20074657.2,3072,-0.5546187823863807,10
llama,llama3_2_3b,opd,320,320,14,mlp.gate_proj,50,0.01,0.7492957807656393,0.747538247879278,0.006019258134802,20074657.2,3072,0.2919849667518974,10
llama,llama3_2_3b,opd,320,320,14,mlp.gate_proj,50,0.1,0.9301312457478688,0.932960531443622,0.0016956684311667,20074657.2,3072,-1.6685371053387243,10
llama,llama3_2_3b,opd,320,320,14,mlp.up_proj,16,0.01,0.974093177914542,0.9593683180217978,0.0022445564480914,19154861.8,3072,6.560253766513355,10
llama,llama3_2_3b,opd,320,320,14,mlp.up_proj,16,0.1,1.003862431846379,0.9958898145803728,0.0007385874176583,19154861.8,3072,10.794412516913008,10
llama,llama3_2_3b,opd,320,320,14,mlp.up_proj,32,0.01,0.944457593692244,0.9315466557663988,0.0024589348561554,19154861.8,3072,5.250622192582982,10
llama,llama3_2_3b,opd,320,320,14,mlp.up_proj,32,0.1,0.9887809899395572,0.9822516414852454,0.0008030775583841,19154861.8,3072,8.130408310062986,10
llama,llama3_2_3b,opd,320,320,14,mlp.up_proj,50,0.01,0.9202903548148792,0.906781284509701,0.0032278938508545,19154861.8,3072,4.185103640134202,10
llama,llama3_2_3b,opd,320,320,14,mlp.up_proj,50,0.1,0.9754850641969488,0.9699215347920384,0.0008749289649712,19154861.8,3072,6.358835548544469,10
llama,llama3_2_3b,opd,320,320,14,self_attn.k_proj,16,0.01,0.60973932672674,0.6189333081406877,0.0093011863240241,2125123.6,1024,-0.9884740605830538,10
llama,llama3_2_3b,opd,320,320,14,self_attn.k_proj,16,0.1,0.8602276925417904,0.8638398885929011,0.002852438456629,2125123.6,1024,-1.2663537201708832,10
llama,llama3_2_3b,opd,320,320,14,self_attn.k_proj,32,0.01,0.501242227580219,0.5103796409839008,0.0101788918086716,2125123.6,1024,-0.8976825351358415,10
llama,llama3_2_3b,opd,320,320,14,self_attn.k_proj,32,0.1,0.7991968600028396,0.7998709774873008,0.003429329718923,2125123.6,1024,-0.1965741237249478,10
llama,llama3_2_3b,opd,320,320,14,self_attn.k_proj,50,0.01,0.4131033037702416,0.4207564536375946,0.0104239754151314,2125123.6,1024,-0.7341872522304381,10
llama,llama3_2_3b,opd,320,320,14,self_attn.k_proj,50,0.1,0.7455954930684655,0.7484324920077783,0.0036288785969078,2125123.6,1024,-0.7817839212725859,10
llama,llama3_2_3b,opd,320,320,14,self_attn.o_proj,16,0.01,0.8551737698291468,0.8543567473289579,0.0086287430149002,7271533.2,3072,0.0946861551883103,10
llama,llama3_2_3b,opd,320,320,14,self_attn.o_proj,16,0.1,0.955770654297736,0.9552824043197212,0.0022249990379616,7271533.2,3072,0.2194382872462607,10
llama,llama3_2_3b,opd,320,320,14,self_attn.o_proj,32,0.01,0.7875669488529965,0.7913705215819443,0.006297864955441,7271533.2,3072,-0.6039463779962017,10
llama,llama3_2_3b,opd,320,320,14,self_attn.o_proj,32,0.1,0.9338550525165455,0.9342079741090644,0.002283118349056,7271533.2,3072,-0.1545787552646111,10
llama,llama3_2_3b,opd,320,320,14,self_attn.o_proj,50,0.01,0.7332824858942232,0.7389352714596269,0.006588206286837,7271533.2,3072,-0.8580158724989749,10
llama,llama3_2_3b,opd,320,320,14,self_attn.o_proj,50,0.1,0.9134112703782464,0.9146576359471636,0.0024198570640453,7271533.2,3072,-0.5150575161798056,10
llama,llama3_2_3b,opd,320,320,14,self_attn.q_proj,16,0.01,0.5350067647464162,0.6042630227620506,0.0083770570666022,6734197.0,3072,-8.267373310818872,10
llama,llama3_2_3b,opd,320,320,14,self_attn.q_proj,16,0.1,0.799421264568391,0.827563578581457,0.0025058906477962,6734197.0,3072,-11.230463722674772,10
llama,llama3_2_3b,opd,320,320,14,self_attn.q_proj,32,0.01,0.455435039372584,0.5077368433913481,0.0073044132940573,6734197.0,3072,-7.160301849474398,10
llama,llama3_2_3b,opd,320,320,14,self_attn.q_proj,32,0.1,0.7636093583599683,0.789249701083534,0.0025671231315804,6734197.0,3072,-9.98796762342279,10
llama,llama3_2_3b,opd,320,320,14,self_attn.q_proj,50,0.01,0.3894642804113718,0.4271033300728827,0.0080277514975623,6734197.0,3072,-4.68861669085548,10
llama,llama3_2_3b,opd,320,320,14,self_attn.q_proj,50,0.1,0.7337069024257654,0.7580887926851088,0.0027728200935816,6734197.0,3072,-8.793174254536263,10
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,16,0.01,0.8323239252656105,0.8231625146959326,0.0107674857335709,2454230.9,1024,0.8508402793712944,10
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,16,0.1,0.9529099445792264,0.946074157333874,0.0039212645438212,2454230.9,1024,1.7432609223275706,10
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,32,0.01,0.7736467457350621,0.7586402634031153,0.0103838421645918,2454230.9,1024,1.445176274261745,10
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,32,0.1,0.9356752219017858,0.9284566980850456,0.0036188830302529,2454230.9,1024,1.9946828224054207,10
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,50,0.01,0.7297002388900069,0.7122669303224882,0.0101957256559365,2454230.9,1024,1.7098644231730624,10
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,50,0.1,0.9165214382234622,0.9096737465496074,0.003803948810734,2454230.9,1024,1.8001534759174105,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.down_proj,16,0.01,0.7507039026491084,0.7331941892363348,0.0062148679417319,6953741.5,3072,2.817391065576534,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.down_proj,16,0.1,0.9419204929176266,0.9385007032270156,0.0025156832069829,6953741.5,3072,1.3593880505774232,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.down_proj,32,0.01,0.6618680987824506,0.6438043122564927,0.0048947003985545,6953741.5,3072,3.6904784879769568,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.down_proj,32,0.1,0.912898017518982,0.9064868443311516,0.0016684136507066,6953741.5,3072,3.842676056453432,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.down_proj,50,0.01,0.603014887245083,0.5839775538820368,0.0043231373567765,6953741.5,3072,4.403592065656926,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.down_proj,50,0.1,0.8800433060920894,0.8740846494352933,0.0018864905675698,6953741.5,3072,3.158593400481208,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.gate_proj,16,0.01,0.5707298243165839,0.5417585927325888,0.0064518327450768,10133430.9,3072,4.490387883365692,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.gate_proj,16,0.1,0.8836540672757333,0.8745031974053161,0.0026329857734589,10133430.9,3072,3.475472584265261,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.gate_proj,32,0.01,0.4912680514652439,0.4660167764396541,0.0060883333666805,10133430.9,3072,4.147485609737084,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.gate_proj,32,0.1,0.8435017415387764,0.8354806906843659,0.002285161282329,10133430.9,3072,3.510058968894896,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.gate_proj,50,0.01,0.4337765869696662,0.4102567825438422,0.0053964616551778,10133430.9,3072,4.358375159259556,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.gate_proj,50,0.1,0.8113812758883155,0.8042521829422908,0.0019745158383538,10133430.9,3072,3.610552423812588,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,16,0.01,0.894643326676646,0.8943415171142879,0.0061666643038868,10471158.1,3072,0.0489421099455529,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,16,0.1,0.9845308008603828,0.9878687956928732,0.0021393866000992,10471158.1,3072,-1.5602578946392192,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,32,0.01,0.8156585867852524,0.8196708537582651,0.0050832802158791,10471158.1,3072,-0.78930666865053,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,32,0.1,0.9462871100382388,0.9512025426957658,0.001346331862283,10471158.1,3072,-3.650981452070604,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,50,0.01,0.7584962957660234,0.7615622526823959,0.0050265336246135,10471158.1,3072,-0.6099545224087045,10
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,50,0.1,0.9138502092746692,0.917811601596724,0.0006141185782664,10471158.1,3072,-6.450533271989996,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.k_proj,16,0.01,0.3299106454457932,0.3189730313403309,0.0052503193581305,792142.7,1024,2.0832283446766877,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.k_proj,16,0.1,0.6973983745233089,0.6937881731286357,0.0025453796074875,792142.7,1024,1.4183351607175891,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.k_proj,32,0.01,0.2172863747374707,0.2023152534291335,0.0054322364560459,792142.7,1024,2.755977474374239,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.k_proj,32,0.1,0.5841405184757507,0.5786800763435676,0.0028346645520292,792142.7,1024,1.92630980913564,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.k_proj,50,0.01,0.1145859639481191,0.1090840794578528,0.0028137593368317,792142.7,1024,1.955350060770068,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.k_proj,50,0.1,0.4918495013928805,0.4842513973345171,0.0018429239602998,792142.7,1024,4.122852717768656,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.o_proj,16,0.01,0.6863308380533811,0.703472730861984,0.0069768192587474,4380944.1,3072,-2.4569781977812646,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.o_proj,16,0.1,0.8939849962698199,0.9004379140912734,0.0048149868518053,4380944.1,3072,-1.3401735082690944,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.o_proj,32,0.01,0.5626499376032581,0.5775815672497281,0.008513388249469,4380944.1,3072,-1.7538997645739014,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.o_proj,32,0.1,0.8458659796337196,0.8512682511568922,0.0044366364263902,4380944.1,3072,-1.2176502656468555,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.o_proj,50,0.01,0.4696640729511208,0.4822894960968465,0.0059065612406343,4380944.1,3072,-2.137525140494412,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.o_proj,50,0.1,0.8016502527218686,0.8056030595028775,0.0043383253288036,4380944.1,3072,-0.9111365518774742,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,16,0.01,0.3222585762646631,0.3110422718452735,0.0027188160532806,3058519.7,3072,4.125437028318097,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,16,0.1,0.6397660907540613,0.6243159873903495,0.0012827372039594,3058519.7,3072,12.044636513248207,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,32,0.01,0.2389104182418876,0.2318508768220841,0.0031030420569026,3058519.7,3072,2.275038910316963,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,32,0.1,0.573285571896643,0.560618033026971,0.0012062348640197,3058519.7,3072,10.501718402880616,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,50,0.01,0.16282770342789,0.1590870656520203,0.0027530415973561,3058519.7,3072,1.3587291159937191,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.q_proj,50,0.1,0.5185744669373399,0.5077113187103309,0.0010517666534878,3058519.7,3072,10.328477510657564,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,16,0.01,0.6674975278927846,0.6334035001432958,0.0148856540307388,1589465.4,1024,2.290395012478774,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,16,0.1,0.9045580810015568,0.8790122384273452,0.0080654287482113,1589465.4,1024,3.167326049452348,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,32,0.01,0.533612742355848,0.5096099762188631,0.0136721101783352,1589465.4,1024,1.7556006954229808,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,32,0.1,0.8594807557658348,0.8383869824105039,0.00690557344777,1589465.4,1024,3.054601260108619,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,50,0.01,0.4442277920117637,0.4212802788802192,0.0114683671550043,1589465.4,1024,2.0009398741242035,10
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,50,0.1,0.8111414246583539,0.7946233656169799,0.0060784539260683,1589465.4,1024,2.71747704963823,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.down_proj,16,0.01,0.8249701657050299,0.8307548146757368,0.0060445751813718,14257844.5,3072,-0.956998432004614,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.down_proj,16,0.1,0.962341026485984,0.9642370602335508,0.0014389935239864,14257844.5,3072,-1.317611035742887,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.down_proj,32,0.01,0.7696908459393242,0.7730368651489427,0.0046623830218514,14257844.5,3072,-0.7176628762451422,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.down_proj,32,0.1,0.9446114028297944,0.9453737873021038,0.0013030254381797,14257844.5,3072,-0.5850879422386702,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.down_proj,50,0.01,0.729104754990407,0.7345191070851871,0.003583090633037,14257844.5,3072,-1.5110843261564202,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.down_proj,50,0.1,0.9248244412355572,0.9261941850872052,0.0012017793216948,14257844.5,3072,-1.139763205208136,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.gate_proj,16,0.01,0.8083116224976731,0.7511491250781657,0.0082463901555722,17882433.3,3072,6.931820631950241,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.gate_proj,16,0.1,0.9448821380235364,0.937068231218134,0.0023291546453721,17882433.3,3072,3.3548252456864547,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.gate_proj,32,0.01,0.7499745445321477,0.6992388890610355,0.0080615266077748,17882433.3,3072,6.293554303000225,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.gate_proj,32,0.1,0.9263642068348412,0.9183420080222784,0.0024982513992961,17882433.3,3072,3.2111255155596647,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.gate_proj,50,0.01,0.699597669557648,0.65535489925228,0.0091620509549073,17882433.3,3072,4.828915547743262,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.gate_proj,50,0.1,0.90919203577931,0.9029033418286792,0.0024453264985408,17882433.3,3072,2.5717195451745662,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.up_proj,16,0.01,0.953362155891108,0.9468741561465098,0.0033114589017907,17522530.7,3072,1.9592572147248,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.up_proj,16,0.1,0.998487671619352,0.9936393301145116,0.001182064844566,17522530.7,3072,4.1015867506154295,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.up_proj,32,0.01,0.9152553920662486,0.910001204476569,0.002680371840618,17522530.7,3072,1.9602457801034572,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.up_proj,32,0.1,0.9792697031659702,0.9763875743334708,0.000926047110303,17522530.7,3072,3.112291805064028,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.up_proj,50,0.01,0.881936519604046,0.8789366931107508,0.002613116040152,17522530.7,3072,1.14798824361455,10
llama,llama3_2_3b,seqkd,160,160,14,mlp.up_proj,50,0.1,0.962069693593914,0.9603302469319102,0.0008665920714389,17522530.7,3072,2.007226605611093,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.k_proj,16,0.01,0.5012281702698769,0.5016671156424566,0.0066323662199426,1759088.9,1024,-0.0661823183496506,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.k_proj,16,0.1,0.8068975899054108,0.8118053837637103,0.0028208607625786,1759088.9,1024,-1.739821377717695,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.k_proj,32,0.01,0.3703997134890915,0.382866421228901,0.0049551316471029,1759088.9,1024,-2.515918572435544,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.k_proj,32,0.1,0.7195728979111673,0.7292135262827659,0.0017046511859478,1759088.9,1024,-5.655484506783679,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.k_proj,50,0.01,0.2665971262787482,0.2805224609597991,0.0043811673922262,1759088.9,1024,-3.178453009067722,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.k_proj,50,0.1,0.6487425470736402,0.6614983272287158,0.0017876791263322,1759088.9,1024,-7.135385745229727,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.o_proj,16,0.01,0.8271509650655278,0.8321840006128147,0.0045820362156547,6878495.7,3072,-1.098427709953794,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.o_proj,16,0.1,0.945315513021651,0.947612115674319,0.0016436344865807,6878495.7,3072,-1.397270908719893,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.o_proj,32,0.01,0.7536546895201985,0.7582534196977457,0.0040622927036533,6878495.7,3072,-1.132052885655288,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.o_proj,32,0.1,0.9184510986204624,0.9221733987003814,0.0017641117076693,6878495.7,3072,-2.1100138181366384,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.o_proj,50,0.01,0.6901254968784117,0.696562695170157,0.0047535289881556,6878495.7,3072,-1.3541935492104475,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.o_proj,50,0.1,0.8949494857390832,0.898865972344365,0.0017114632971316,6878495.7,3072,-2.2883848060579326,10
llama,llama3_2_3b,seqkd,160,160,14,self_attn.q_proj,16,0.01,0.5102548730264436,0.507112474503519,0.0054683484853084,5872959.3,3072,0.5746522064874005,10
