arm,centered_anisotropy,layer,linear_cka_vs_step0,n_samples,native_object,normalized_entropy_effective_rank,participation_ratio,probe,raw_anisotropy,step,top1_explained_share,top32_explained_share,top8_explained_share
frozen_self,-0.011925491504371166,14,0.9999926686286926,30,raw residual-stream sample means and centered covariance,1.1178643245616626,1.0195763400589908,E_math_hard_v2,0.7961129546165466,20,0.9903528159681889,0.9941756706686342,0.9922391054981259
frozen_self,-0.019167879596352577,21,0.9997723698616028,30,raw residual-stream sample means and centered covariance,1.4798381671944116,1.0832309902307846,E_math_hard_v2,0.8203380107879639,20,0.9608055203405366,0.9777180031311522,0.9694849657013148
frozen_self,0.0014221846358850598,7,0.9999911189079285,128,raw residual-stream sample means and centered covariance,1.0872229034635779,1.0135611237038553,E_ood,0.8420773148536682,20,0.9932874481213504,0.9955241578816905,0.9945122696436349
frozen_self,-0.002790158148854971,14,0.9999517798423767,128,raw residual-stream sample means and centered covariance,1.2051917404935653,1.033453989489476,E_ood,0.7932283878326416,20,0.9836801295703755,0.9894755031604944,0.9868358746105496
frozen_self,-0.004696529358625412,21,0.9990228414535522,128,raw residual-stream sample means and centered covariance,1.9537368168370968,1.14831989736147,E_ood,0.7804620862007141,20,0.9331679316013699,0.9566418788190266,0.9457080025083039
frozen_self,0.014393930323421955,7,0.9999855756759644,541,raw residual-stream sample means and centered covariance,1.0245106027740907,1.003533838272276,E_if,0.9853999614715576,20,0.9982377390938268,0.9988284213559961,0.9985417785120421
frozen_self,0.01235431432723999,14,0.9999827742576599,541,raw residual-stream sample means and centered covariance,1.0579390157877564,1.0089066911058637,E_if,0.9653794169425964,20,0.9955761142175991,0.9971032154582623,0.9963406918009575
frozen_self,0.006359041668474674,21,0.9997926950454712,541,raw residual-stream sample means and centered covariance,1.2352947325639902,1.038749254029677,E_if,0.9307925701141357,20,0.981169355253665,0.9881171265226092,0.9848083336775447
frozen_self,0.002419064287096262,7,0.9999952912330627,128,raw residual-stream sample means and centered covariance,1.0909452443267977,1.0137523069713574,E_general,0.8785699605941772,20,0.9931938793992939,0.9949347013907333,0.99397925071998
frozen_self,-0.0024724039249122143,14,0.9999913573265076,128,raw residual-stream sample means and centered covariance,1.2175625089524835,1.0344680668073574,E_general,0.799083411693573,20,0.9831984305337316,0.9880578457117698,0.9853565043714487
frozen_self,-0.006776089780032635,21,0.9999032020568848,128,raw residual-stream sample means and centered covariance,2.1112425751548916,1.1666216427992537,E_general,0.744896411895752,20,0.9258194701467484,0.9498500816779435,0.9379075137444187
frozen_self,-0.010551921091973782,7,0.9960319995880127,32,raw residual-stream sample means and centered covariance,183.22606450120563,41.23733005567446,S_math,0.49253758788108826,40,0.12221911696084117,0.5372882666244779,0.3257153214715915
frozen_self,-0.011875815689563751,14,0.9920994639396667,32,raw residual-stream sample means and centered covariance,164.83568041741296,29.226519225419192,S_math,0.5328570008277893,40,0.16150410389980258,0.5443402337608472,0.34149729143690544
frozen_self,-0.01309758797287941,21,0.9895263314247131,32,raw residual-stream sample means and centered covariance,163.19748556225537,39.29994054457953,S_math,0.6978169083595276,40,0.12225169487271029,0.5489959446565735,0.32961851882515003
frozen_self,0.08510809391736984,7,0.9999952912330627,32,raw residual-stream sample means and centered covariance,1.0218134051092342,1.0032864356280264,E_math,0.9595683813095093,40,0.9983608098480895,0.9990143115625203,0.9986573525724768
frozen_self,0.06695711612701416,14,0.9999943971633911,32,raw residual-stream sample means and centered covariance,1.045501479721659,1.00729411433636,E_math,0.9237595200538635,40,0.9963727105592468,0.9979103137437171,0.9970822504282753
frozen_self,0.032956674695014954,21,0.9999564290046692,32,raw residual-stream sample means and centered covariance,1.1749108506983472,1.0309390435999428,E_math,0.8795881867408752,40,0.9848789225976994,0.9920093541880773,0.9884601880862063
frozen_self,-0.01206190139055252,7,0.9999986886978149,30,raw residual-stream sample means and centered covariance,1.0557980800209095,1.0087796811714769,E_math_hard_v2,0.8161129951477051,40,0.9956387848514947,0.997260859220488,0.9963765590667144
frozen_self,-0.012141049839556217,14,0.9999809861183167,30,raw residual-stream sample means and centered covariance,1.1184537932030008,1.0196898686448872,E_math_hard_v2,0.8006709814071655,40,0.9902976796365291,0.994148275767361,0.9921875491952501
frozen_self,-0.019734453409910202,21,0.9994881749153137,30,raw residual-stream sample means and centered covariance,1.4787355438997838,1.0834245408783694,E_math_hard_v2,0.8304483890533447,40,0.9607192929671772,0.9779562232652984,0.9696048382767527
frozen_self,0.0014290021499618888,7,0.9999877214431763,128,raw residual-stream sample means and centered covariance,1.0871879004682263,1.013556418499794,E_ood,0.8420769572257996,40,0.9932897540722552,0.9955253121089668,0.9945121828613801
frozen_self,-0.0028603686951100826,14,0.9999145865440369,128,raw residual-stream sample means and centered covariance,1.2065458567753788,1.033714571208969,E_ood,0.7957507967948914,40,0.9835561044498269,0.9894222385436594,0.986758788722536
frozen_self,-0.004725443199276924,21,0.9983092546463013,128,raw residual-stream sample means and centered covariance,1.9534667775051653,1.1485708960026138,E_ood,0.7867948412895203,40,0.9330655964192616,0.9567511724575717,0.9457413528501251
frozen_self,0.014318674802780151,7,0.9999898672103882,541,raw residual-stream sample means and centered covariance,1.0244905148134986,1.003531291289059,E_if,0.9853988885879517,40,0.9982390058862215,0.9988301023167749,0.9985429242723147
frozen_self,0.012277263216674328,14,0.9999831914901733,541,raw residual-stream sample means and centered covariance,1.058121687934475,1.008943013427968,E_if,0.9651951789855957,40,0.9955581928153656,0.9970967247067094,0.9963278676191936
frozen_self,0.006301378831267357,21,0.9996286034584045,541,raw residual-stream sample means and centered covariance,1.235004992552608,1.0387796493280854,E_if,0.9317027926445007,40,0.98115496893063,0.9881678994888614,0.9848318358444375
frozen_self,0.002415942493826151,7,0.9999937415122986,128,raw residual-stream sample means and centered covariance,1.091038418704656,1.0137678145494702,E_general,0.878355860710144,40,0.9931862828401183,0.9949292467947851,0.9939721296074866
frozen_self,-0.002463571261614561,14,0.999985933303833,128,raw residual-stream sample means and centered covariance,1.217360047749577,1.0344552455033795,E_general,0.8011362552642822,40,0.9832045190372604,0.9880771445080335,0.9853707658597921
frozen_self,-0.0067723821848630905,21,0.9998405575752258,128,raw residual-stream sample means and centered covariance,2.106311075146496,1.1661380612040033,E_general,0.750335156917572,40,0.9260113263464763,0.9500832943114498,0.9381356763333518
frozen_self,-0.010996939614415169,7,0.9729754328727722,32,raw residual-stream sample means and centered covariance,172.47785252812412,34.046147948409676,S_math,0.5147883296012878,160,0.14413092849927864,0.5432839483244418,0.33372925898494876
frozen_self,-0.009277322329580784,14,0.981317937374115,32,raw residual-stream sample means and centered covariance,158.4246534581735,26.724983044741748,S_math,0.5176112651824951,160,0.1717318955776248,0.5487483891902698,0.3473449316075081
frozen_self,-0.010214041918516159,21,0.9801928400993347,32,raw residual-stream sample means and centered covariance,158.6520692554707,36.05867164110317,S_math,0.6796365976333618,160,0.1330147425619076,0.5535758451437416,0.3353241138893277
frozen_self,0.08124127238988876,7,0.9999732375144958,32,raw residual-stream sample means and centered covariance,1.0221952399820573,1.0033514401483463,E_math,0.9588487148284912,160,0.9983284680691218,0.9989994878256904,0.9986340108746284
frozen_self,0.06454472243785858,14,0.9999714493751526,32,raw residual-stream sample means and centered covariance,1.0462537528336793,1.0074268777567783,E_math,0.9233603477478027,160,0.996307052212223,0.9978766425969283,0.9970318560301634
frozen_self,0.03168300539255142,21,0.9998863339424133,32,raw residual-stream sample means and centered covariance,1.1773010028630138,1.031384213580203,E_math,0.879355251789093,160,0.9846663031456184,0.9918997402315638,0.9882940124594856
frozen_self,-0.011732242070138454,7,0.99998539686203,30,raw residual-stream sample means and centered covariance,1.056779444532527,1.0089502542835853,E_math_hard_v2,0.8158780336380005,160,0.9955546165365059,0.9972144064492932,0.9963100192294434
frozen_self,-0.011835501529276371,14,0.9999768733978271,30,raw residual-stream sample means and centered covariance,1.1213386565544141,1.0202105656946399,E_math_hard_v2,0.8015979528427124,160,0.9900449051891815,0.994006697764025,0.991987163352104
frozen_self,-0.019549932330846786,21,0.9993304014205933,30,raw residual-stream sample means and centered covariance,1.4894868315385734,1.0853765918048268,E_math_hard_v2,0.8309751152992249,160,0.959854432880794,0.9775294388132217,0.9689379839462192
frozen_self,0.0014831352746114135,7,0.9999609589576721,128,raw residual-stream sample means and centered covariance,1.0885390849388974,1.0138006782439828,E_ood,0.8418126106262207,160,0.9931700758653798,0.9954696615090864,0.994429534489597
frozen_self,-0.0028166226111352444,14,0.999876856803894,128,raw residual-stream sample means and centered covariance,1.2109364256927926,1.0344944966392016,E_ood,0.7956371307373047,160,0.9831851939881262,0.9892267143422311,0.9864868734574874
frozen_self,-0.004557034932076931,21,0.9985527992248535,128,raw residual-stream sample means and centered covariance,1.9672746570364177,1.1505505788904644,E_ood,0.7872459888458252,160,0.9322619728181044,0.9562586977844736,0.9450825491988787
frozen_self,0.014228526502847672,7,0.9999411106109619,541,raw residual-stream sample means and centered covariance,1.0249574119275502,1.003607706197493,E_if,0.9850989580154419,160,0.9982010014273487,0.9988086308915644,0.9985146062960584
frozen_self,0.012239212170243263,14,0.999931275844574,541,raw residual-stream sample means and centered covariance,1.0589036164951313,1.0090781651220242,E_if,0.9651392698287964,160,0.9954915178071884,0.9970580736039023,0.9962741851135588
frozen_self,0.006317012943327427,21,0.9993786811828613,541,raw residual-stream sample means and centered covariance,1.2375878597652796,1.0392404413569174,E_if,0.9320412278175354,160,0.980937385236284,0.9880481337688987,0.9846614764674453
frozen_self,0.0023237832356244326,7,0.9999536871910095,128,raw residual-stream sample means and centered covariance,1.092276175165715,1.0139712191131407,E_general,0.8776381015777588,160,0.993086657245202,0.9948596780002616,0.9938863651954174
frozen_self,-0.002495894208550453,14,0.9999434947967529,128,raw residual-stream sample means and centered covariance,1.21989314330322,1.0348757446650532,E_general,0.8016173839569092,160,0.9830047299795678,0.9879438976536071,0.9851965983323092
frozen_self,-0.00678011029958725,21,0.9997389316558838,128,raw residual-stream sample means and centered covariance,2.11897747897843,1.1678393412837516,E_general,0.7502675652503967,160,0.9253362319585486,0.9496348451236652,0.9375641325111679
