model,layer,arm,checkpoint,source_rank_k,mask_density_alpha,mean_overlap_lift,mean_pabs_joint_cos,mean_nss_l1_top32,headline_mean_overlap_lift,headline_mean_pabs_joint_cos,headline_mean_nss_l1_top32,overlap_lift_minus_headline,pabs_cos_minus_headline,nss_l1_minus_headline,overlap_rank_desc
llama,14,seqkd,320,16,0.1,0.9271501285313164,0.9997690319328513,8.076190328442827e-05,0.9271501285313164,0.9997690319328513,8.076190328442827e-05,0.0,0.0,0.0,3.0
llama,14,sft,320,16,0.1,0.9513273050825336,0.9997150704209223,0.000130459421300499,0.9513273050825336,0.9997150704209223,0.000130459421300499,0.0,0.0,0.0,1.0
llama,14,offkd,320,32,0.01,0.7205039293200552,0.9997810136773003,7.430013142775096e-05,0.7205039293200552,0.9997810136773003,7.430013142775096e-05,0.0,0.0,0.0,3.0
llama,14,opd,320,32,0.01,0.7255876159124799,0.9997637035480401,8.593153689592885e-05,0.7255876159124799,0.9997637035480401,8.593153689592885e-05,0.0,0.0,0.0,2.0
llama,14,seqkd,320,32,0.01,0.7202199849959159,0.9997690319328513,8.076190328442827e-05,0.7202199849959159,0.9997690319328513,8.076190328442827e-05,0.0,0.0,0.0,4.0
llama,14,sft,320,32,0.01,0.8011119789541302,0.9997150704209223,0.000130459421300499,0.8011119789541302,0.9997150704209223,0.000130459421300499,0.0,0.0,0.0,1.0
llama,14,offkd,320,32,0.1,0.8985910800667174,0.9997810136773003,7.430013142775096e-05,0.8985910800667174,0.9997810136773003,7.430013142775096e-05,0.0,0.0,0.0,4.0
llama,14,opd,320,32,0.1,0.9035498028388252,0.9997637035480401,8.593153689592885e-05,0.9035498028388252,0.9997637035480401,8.593153689592885e-05,0.0,0.0,0.0,2.0
llama,14,seqkd,320,32,0.1,0.8986804510043257,0.9997690319328513,8.076190328442827e-05,0.8986804510043257,0.9997690319328513,8.076190328442827e-05,0.0,0.0,0.0,3.0
llama,14,sft,320,32,0.1,0.93209653290983,0.9997150704209223,0.000130459421300499,0.93209653290983,0.9997150704209223,0.000130459421300499,0.0,0.0,0.0,1.0
llama,14,offkd,320,50,0.01,0.664838705559552,0.9997810136773003,7.430013142775096e-05,0.664838705559552,0.9997810136773003,7.430013142775096e-05,0.0,0.0,0.0,3.0
llama,14,opd,320,50,0.01,0.6749802426952065,0.9997637035480401,8.593153689592885e-05,0.6749802426952065,0.9997637035480401,8.593153689592885e-05,0.0,0.0,0.0,2.0
llama,14,seqkd,320,50,0.01,0.6635232843457184,0.9997690319328513,8.076190328442827e-05,0.6635232843457184,0.9997690319328513,8.076190328442827e-05,0.0,0.0,0.0,4.0
llama,14,sft,320,50,0.01,0.7596746139861822,0.9997150704209223,0.000130459421300499,0.7596746139861822,0.9997150704209223,0.000130459421300499,0.0,0.0,0.0,1.0
llama,14,offkd,320,50,0.1,0.8737152849081505,0.9997810136773003,7.430013142775096e-05,0.8737152849081505,0.9997810136773003,7.430013142775096e-05,0.0,0.0,0.0,3.0
llama,14,opd,320,50,0.1,0.8796905800417635,0.9997637035480401,8.593153689592885e-05,0.8796905800417635,0.9997637035480401,8.593153689592885e-05,0.0,0.0,0.0,2.0
llama,14,seqkd,320,50,0.1,0.8732432799699392,0.9997690319328513,8.076190328442827e-05,0.8732432799699392,0.9997690319328513,8.076190328442827e-05,0.0,0.0,0.0,4.0
llama,14,sft,320,50,0.1,0.9157742161375284,0.9997150704209223,0.000130459421300499,0.9157742161375284,0.9997150704209223,0.000130459421300499,0.0,0.0,0.0,1.0
llama,21,offkd,20,16,0.01,0.669622483933395,0.9997179446727997,4.721041565935704e-05,0.6086286214461856,0.9997834400799507,5.310718836602987e-05,0.060993862487209394,-6.549540715095059e-05,-5.8967727066728295e-06,4.0
llama,21,opd,20,16,0.01,0.6822438379596891,0.9997400865892345,4.8484632268779425e-05,0.641318198810095,0.9997853952993921,5.2190276432220444e-05,0.04092563914959413,-4.530871015762106e-05,-3.7056441634410187e-06,2.0
llama,21,seqkd,20,16,0.01,0.6729789840453754,0.9997389231052136,4.265220185181321e-05,0.6031535201855657,0.999784115311627,5.170724003709431e-05,0.0698254638598097,-4.5192206413413594e-05,-9.055038185281103e-06,3.0
llama,21,sft,20,16,0.01,0.7064852102574578,0.9997139978409753,4.715607103301785e-05,0.6447398364395097,0.9997844294957355,4.7287975121688775e-05,0.06174537381794809,-7.043165476028346e-05,-1.3190408867092798e-07,1.0
llama,21,offkd,20,16,0.1,0.8889790424102431,0.9997179446727997,4.721041565935704e-05,0.8521397775459326,0.9997834400799507,5.310718836602987e-05,0.03683926486431044,-6.549540715095059e-05,-5.8967727066728295e-06,4.0
llama,21,opd,20,16,0.1,0.8928180753570232,0.9997400865892345,4.8484632268779425e-05,0.8686043542464635,0.9997853952993921,5.2190276432220444e-05,0.02421372111055964,-4.530871015762106e-05,-3.7056441634410187e-06,2.0
llama,21,seqkd,20,16,0.1,0.8894177854137633,0.9997389231052136,4.265220185181321e-05,0.8494018433717843,0.999784115311627,5.170724003709431e-05,0.040015942041979,-4.5192206413413594e-05,-9.055038185281103e-06,3.0
llama,21,sft,20,16,0.1,0.9032289710143695,0.9997139978409753,4.715607103301785e-05,0.8692620201183088,0.9997844294957355,4.7287975121688775e-05,0.03396695089606072,-7.043165476028346e-05,-1.3190408867092798e-07,1.0
llama,21,offkd,20,32,0.01,0.5836366546077295,0.9997179446727997,4.721041565935704e-05,0.5085435820073477,0.9997834400799507,5.310718836602987e-05,0.07509307260038178,-6.549540715095059e-05,-5.8967727066728295e-06,4.0
llama,21,opd,20,32,0.01,0.5967175104251757,0.9997400865892345,4.8484632268779425e-05,0.5432527866191216,0.9997853952993921,5.2190276432220444e-05,0.05346472380605416,-4.530871015762106e-05,-3.7056441634410187e-06,2.0
llama,21,seqkd,20,32,0.01,0.5862113323074614,0.9997389231052136,4.265220185181321e-05,0.5030363157102016,0.999784115311627,5.170724003709431e-05,0.08317501659725979,-4.5192206413413594e-05,-9.055038185281103e-06,3.0
llama,21,sft,20,32,0.01,0.6264609653251637,0.9997139978409753,4.715607103301785e-05,0.5527549879767207,0.9997844294957355,4.7287975121688775e-05,0.07370597734844297,-7.043165476028346e-05,-1.3190408867092798e-07,1.0
llama,21,offkd,20,32,0.1,0.8378108309549196,0.9997179446727997,4.721041565935704e-05,0.7981223691549012,0.9997834400799507,5.310718836602987e-05,0.03968846180001839,-6.549540715095059e-05,-5.8967727066728295e-06,4.0
llama,21,opd,20,32,0.1,0.8415843058639728,0.9997400865892345,4.8484632268779425e-05,0.8166085962496863,0.9997853952993921,5.2190276432220444e-05,0.024975709614286523,-4.530871015762106e-05,-3.7056441634410187e-06,2.0
llama,21,seqkd,20,32,0.1,0.8383836070906682,0.9997389231052136,4.265220185181321e-05,0.7950656706954208,0.999784115311627,5.170724003709431e-05,0.04331793639524739,-4.5192206413413594e-05,-9.055038185281103e-06,3.0
llama,21,sft,20,32,0.1,0.8582910032477876,0.9997139978409753,4.715607103301785e-05,0.8212402209257542,0.9997844294957355,4.7287975121688775e-05,0.037050782322033404,-7.043165476028346e-05,-1.3190408867092798e-07,1.0
llama,21,offkd,20,50,0.01,0.5161736112322547,0.9997179446727997,4.721041565935704e-05,0.43236229780331764,0.9997834400799507,5.310718836602987e-05,0.08381131342893705,-6.549540715095059e-05,-5.8967727066728295e-06,4.0
llama,21,opd,20,50,0.01,0.5285666982124009,0.9997400865892345,4.8484632268779425e-05,0.4672953734466244,0.9997853952993921,5.2190276432220444e-05,0.06127132476577646,-4.530871015762106e-05,-3.7056441634410187e-06,2.0
llama,21,seqkd,20,50,0.01,0.516904369089436,0.9997389231052136,4.265220185181321e-05,0.42665618604566663,0.999784115311627,5.170724003709431e-05,0.09024818304376941,-4.5192206413413594e-05,-9.055038185281103e-06,3.0
llama,21,sft,20,50,0.01,0.562912050131408,0.9997139978409753,4.715607103301785e-05,0.4788028188203003,0.9997844294957355,4.7287975121688775e-05,0.0841092313111077,-7.043165476028346e-05,-1.3190408867092798e-07,1.0
llama,21,offkd,20,50,0.1,0.7923258398045403,0.9997179446727997,4.721041565935704e-05,0.7502997976230701,0.9997834400799507,5.310718836602987e-05,0.04202604218147021,-6.549540715095059e-05,-5.8967727066728295e-06,4.0
llama,21,opd,20,50,0.1,0.7970749490017859,0.9997400865892345,4.8484632268779425e-05,0.7715442284091844,0.9997853952993921,5.2190276432220444e-05,0.02553072059260153,-4.530871015762106e-05,-3.7056441634410187e-06,2.0
llama,21,seqkd,20,50,0.1,0.7930827047920829,0.9997389231052136,4.265220185181321e-05,0.7469272052807882,0.999784115311627,5.170724003709431e-05,0.04615549951129472,-4.5192206413413594e-05,-9.055038185281103e-06,3.0
llama,21,sft,20,50,0.1,0.8184188423985143,0.9997139978409753,4.715607103301785e-05,0.7780806750911625,0.9997844294957355,4.7287975121688775e-05,0.040338167307351736,-7.043165476028346e-05,-1.3190408867092798e-07,1.0
llama,21,offkd,160,16,0.01,0.8038095620558982,0.9995917556690354,6.693649503663775e-05,0.7459680694629628,0.9997849858274117,6.42333994136533e-05,0.05784149259293536,-0.00019323015837635626,2.7030956229844564e-06,3.0
llama,21,opd,160,16,0.01,0.8108150333336959,0.9991577297379931,6.611616921855121e-05,0.7405387510953795,0.9997736966015373,6.620528949362424e-05,0.07027628223831639,-0.0006159668635441484,-8.912027507302831e-08,2.0
llama,21,seqkd,160,16,0.01,0.7966640009717902,0.9996445335195397,5.0068429424582044e-05,0.7439976284427325,0.9997870976611573,6.103130726453334e-05,0.0526663725290577,-0.0001425641416175072,-1.0962877839951298e-05,4.0
llama,21,sft,160,16,0.01,0.8409765325416805,0.9994274152073085,0.00011912078909615631,0.8075712293255063,0.9997539250646216,9.390297575982995e-05,0.03340530321617419,-0.00032650985731308424,2.521781333632636e-05,1.0
llama,21,offkd,160,16,0.1,0.9395496308990812,0.9995917556690354,6.693649503663775e-05,0.9099853335339221,0.9997849858274117,6.42333994136533e-05,0.029564297365159087,-0.00019323015837635626,2.7030956229844564e-06,3.0
llama,21,opd,160,16,0.1,0.9400244225723112,0.9991577297379931,6.611616921855121e-05,0.9103671641510703,0.9997736966015373,6.620528949362424e-05,0.029657258421240895,-0.0006159668635441484,-8.912027507302831e-08,2.0
llama,21,seqkd,160,16,0.1,0.9363724749827576,0.9996445335195397,5.0068429424582044e-05,0.9098373127045206,0.9997870976611573,6.103130726453334e-05,0.026535162278236935,-0.0001425641416175072,-1.0962877839951298e-05,4.0
llama,21,sft,160,16,0.1,0.9507341542129538,0.9994274152073085,0.00011912078909615631,0.9352660673588103,0.9997539250646216,9.390297575982995e-05,0.01546808685414347,-0.00032650985731308424,2.521781333632636e-05,1.0
llama,21,offkd,160,32,0.01,0.741474444689292,0.9995917556690354,6.693649503663775e-05,0.6684495223222459,0.9997849858274117,6.42333994136533e-05,0.07302492236704616,-0.00019323015837635626,2.7030956229844564e-06,3.0
llama,21,opd,160,32,0.01,0.7455565145911637,0.9991577297379931,6.611616921855121e-05,0.6687214059735352,0.9997736966015373,6.620528949362424e-05,0.07683510861762843,-0.0006159668635441484,-8.912027507302831e-08,2.0
llama,21,seqkd,160,32,0.01,0.7312482754259181,0.9996445335195397,5.0068429424582044e-05,0.6676862291839739,0.9997870976611573,6.103130726453334e-05,0.06356204624194417,-0.0001425641416175072,-1.0962877839951298e-05,4.0
llama,21,sft,160,32,0.01,0.7921613210542954,0.9994274152073085,0.00011912078909615631,0.7456362065109667,0.9997539250646216,9.390297575982995e-05,0.04652511454332864,-0.00032650985731308424,2.521781333632636e-05,1.0
llama,21,offkd,160,32,0.1,0.9076235732512397,0.9995917556690354,6.693649503663775e-05,0.875733792782904,0.9997849858274117,6.42333994136533e-05,0.03188978046833568,-0.00019323015837635626,2.7030956229844564e-06,3.0
llama,21,opd,160,32,0.1,0.9089402622988759,0.9991577297379931,6.611616921855121e-05,0.8784457086545198,0.9997736966015373,6.620528949362424e-05,0.03049455364435616,-0.0006159668635441484,-8.912027507302831e-08,2.0
llama,21,seqkd,160,32,0.1,0.9029051701465575,0.9996445335195397,5.0068429424582044e-05,0.8750477962069502,0.9997870976611573,6.103130726453334e-05,0.0278573739396073,-0.0001425641416175072,-1.0962877839951298e-05,4.0
llama,21,sft,160,32,0.1,0.92801973342087,0.9994274152073085,0.00011912078909615631,0.909987382923907,0.9997539250646216,9.390297575982995e-05,0.018032350496962946,-0.00032650985731308424,2.521781333632636e-05,1.0
llama,21,offkd,160,50,0.01,0.6887382921696268,0.9995917556690354,6.693649503663775e-05,0.6059438001080772,0.9997849858274117,6.42333994136533e-05,0.08279449206154954,-0.00019323015837635626,2.7030956229844564e-06,3.0
llama,21,opd,160,50,0.01,0.6946438655383186,0.9991577297379931,6.611616921855121e-05,0.60852385931625,0.9997736966015373,6.620528949362424e-05,0.08612000622206861,-0.0006159668635441484,-8.912027507302831e-08,2.0
llama,21,seqkd,160,50,0.01,0.6763578460173763,0.9996445335195397,5.0068429424582044e-05,0.6044950545375324,0.9997870976611573,6.103130726453334e-05,0.07186279147984387,-0.0001425641416175072,-1.0962877839951298e-05,4.0
llama,21,sft,160,50,0.01,0.7516934810503277,0.9994274152073085,0.00011912078909615631,0.6946735991577251,0.9997539250646216,9.390297575982995e-05,0.05701988189260265,-0.00032650985731308424,2.521781333632636e-05,1.0
llama,21,offkd,160,50,0.1,0.8805107331703674,0.9995917556690354,6.693649503663775e-05,0.8456602195138524,0.9997849858274117,6.42333994136533e-05,0.034850513656515036,-0.00019323015837635626,2.7030956229844564e-06,3.0
llama,21,opd,160,50,0.1,0.881556018351714,0.9991577297379931,6.611616921855121e-05,0.8487964300429891,0.9997736966015373,6.620528949362424e-05,0.03275958830872494,-0.0006159668635441484,-8.912027507302831e-08,2.0
llama,21,seqkd,160,50,0.1,0.8741713353205498,0.9996445335195397,5.0068429424582044e-05,0.8439918977435321,0.9997870976611573,6.103130726453334e-05,0.030179437577017687,-0.0001425641416175072,-1.0962877839951298e-05,4.0
llama,21,sft,160,50,0.1,0.9082420941482693,0.9994274152073085,0.00011912078909615631,0.8884624086395453,0.9997539250646216,9.390297575982995e-05,0.019779685508724,-0.00032650985731308424,2.521781333632636e-05,1.0
llama,21,offkd,320,16,0.01,0.8443222446627561,0.9980477495196579,8.514113483390744e-05,0.785135437099447,0.9997810136773003,7.430013142775096e-05,0.059186807563309074,-0.0017332641576424113,1.0841003406156488e-05,2.0
llama,21,opd,320,16,0.01,0.8384377117661329,0.9995486694972386,9.62929183274707e-05,0.7886817572142073,0.9997637035480401,8.593153689592885e-05,0.04975595455192561,-0.00021503405080147697,1.0361381431541847e-05,3.0
llama,21,seqkd,320,16,0.01,0.8361946859084258,0.9969755361285196,7.492852448759242e-05,0.7869951440314947,0.9997690319328513,8.076190328442827e-05,0.0491995418769311,-0.002793495804331636,-5.833378796835854e-06,4.0
llama,21,sft,320,16,0.01,0.8744538955004809,0.9982335626196656,0.0002512201303326289,0.8523097496895312,0.9997150704209223,0.000130459421300499,0.0221441458109497,-0.0014815078012567762,0.00012076070903212989,1.0
llama,21,offkd,320,16,0.1,0.9550984709973757,0.9980477495196579,8.514113483390744e-05,0.9261473311559463,0.9997810136773003,7.430013142775096e-05,0.028951139841429385,-0.0017332641576424113,1.0841003406156488e-05,2.0
llama,21,opd,320,16,0.1,0.9509595914364889,0.9995486694972386,9.62929183274707e-05,0.9295240948878034,0.9997637035480401,8.593153689592885e-05,0.021435496548685484,-0.00021503405080147697,1.0361381431541847e-05,4.0
llama,21,seqkd,320,16,0.1,0.951860270566999,0.9969755361285196,7.492852448759242e-05,0.9271501285313164,0.9997690319328513,8.076190328442827e-05,0.02471014203568256,-0.002793495804331636,-5.833378796835854e-06,3.0
llama,21,sft,320,16,0.1,0.9623589362829038,0.9982335626196656,0.0002512201303326289,0.9513273050825336,0.9997150704209223,0.000130459421300499,0.011031631200370207,-0.0014815078012567762,0.00012076070903212989,1.0
llama,21,offkd,320,32,0.01,0.7945635292509693,0.9980477495196579,8.514113483390744e-05,0.7205039293200552,0.9997810136773003,7.430013142775096e-05,0.07405959993091404,-0.0017332641576424113,1.0841003406156488e-05,2.0
llama,21,opd,320,32,0.01,0.7832387087328626,0.9995486694972386,9.62929183274707e-05,0.7255876159124799,0.9997637035480401,8.593153689592885e-05,0.05765109282038272,-0.00021503405080147697,1.0361381431541847e-05,3.0
llama,21,seqkd,320,32,0.01,0.7826478368208143,0.9969755361285196,7.492852448759242e-05,0.7202199849959159,0.9997690319328513,8.076190328442827e-05,0.062427851824898406,-0.002793495804331636,-5.833378796835854e-06,4.0
llama,21,sft,320,32,0.01,0.835164577383031,0.9982335626196656,0.0002512201303326289,0.8011119789541302,0.9997150704209223,0.000130459421300499,0.03405259842890074,-0.0014815078012567762,0.00012076070903212989,1.0
llama,21,offkd,320,32,0.1,0.9308561482030075,0.9980477495196579,8.514113483390744e-05,0.8985910800667174,0.9997810136773003,7.430013142775096e-05,0.032265068136290154,-0.0017332641576424113,1.0841003406156488e-05,2.0
llama,21,opd,320,32,0.1,0.9254234022294622,0.9995486694972386,9.62929183274707e-05,0.9035498028388252,0.9997637035480401,8.593153689592885e-05,0.021873599390636933,-0.00021503405080147697,1.0361381431541847e-05,4.0
llama,21,seqkd,320,32,0.1,0.9254976507066572,0.9969755361285196,7.492852448759242e-05,0.8986804510043257,0.9997690319328513,8.076190328442827e-05,0.02681719970233154,-0.002793495804331636,-5.833378796835854e-06,3.0
llama,21,sft,320,32,0.1,0.9450314333152793,0.9982335626196656,0.0002512201303326289,0.93209653290983,0.9997150704209223,0.000130459421300499,0.012934900405449312,-0.0014815078012567762,0.00012076070903212989,1.0
llama,21,offkd,320,50,0.01,0.7505537082844286,0.9980477495196579,8.514113483390744e-05,0.664838705559552,0.9997810136773003,7.430013142775096e-05,0.08571500272487653,-0.0017332641576424113,1.0841003406156488e-05,2.0
llama,21,opd,320,50,0.01,0.7393809478615173,0.9995486694972386,9.62929183274707e-05,0.6749802426952065,0.9997637035480401,8.593153689592885e-05,0.0644007051663108,-0.00021503405080147697,1.0361381431541847e-05,3.0
llama,21,seqkd,320,50,0.01,0.7358611002943467,0.9969755361285196,7.492852448759242e-05,0.6635232843457184,0.9997690319328513,8.076190328442827e-05,0.07233781594862831,-0.002793495804331636,-5.833378796835854e-06,4.0
llama,21,sft,320,50,0.01,0.803910384472718,0.9982335626196656,0.0002512201303326289,0.7596746139861822,0.9997150704209223,0.000130459421300499,0.04423577048653582,-0.0014815078012567762,0.00012076070903212989,1.0
llama,21,offkd,320,50,0.1,0.9091452764417943,0.9980477495196579,8.514113483390744e-05,0.8737152849081505,0.9997810136773003,7.430013142775096e-05,0.03542999153364379,-0.0017332641576424113,1.0841003406156488e-05,2.0
llama,21,opd,320,50,0.1,0.9031206006472624,0.9995486694972386,9.62929183274707e-05,0.8796905800417635,0.9997637035480401,8.593153689592885e-05,0.023430020605498925,-0.00021503405080147697,1.0361381431541847e-05,3.0
llama,21,seqkd,320,50,0.1,0.9027922381113588,0.9969755361285196,7.492852448759242e-05,0.8732432799699392,0.9997690319328513,8.076190328442827e-05,0.029548958141419557,-0.002793495804331636,-5.833378796835854e-06,4.0
llama,21,sft,320,50,0.1,0.9298998650609264,0.9982335626196656,0.0002512201303326289,0.9157742161375284,0.9997150704209223,0.000130459421300499,0.01412564892339796,-0.0014815078012567762,0.00012076070903212989,1.0
qwen,9,offkd,20,16,0.01,0.5885513786276021,0.9997367929949921,4.4713684989552476e-05,0.6088742174059865,0.9997567957922862,4.2611433462491536e-05,-0.020322838778384367,-2.0002797294083052e-05,2.10225152706094e-06,3.0
qwen,9,opd,20,16,0.01,0.6048213438466694,0.999738207229515,4.6320708531705024e-05,0.5930300280410813,0.9997653111551644,4.0302124996069045e-05,0.01179131580558812,-2.710392564941877e-05,6.018583535635979e-06,1.0
qwen,9,seqkd,20,16,0.01,0.590539573814404,0.9997330552765389,4.72223200245679e-05,0.6084348044044281,0.999756309466597,4.002763605234127e-05,-0.01789523059002407,-2.325419005810847e-05,7.194683972226627e-06,2.0
qwen,9,sft,20,16,0.01,0.5178161029457465,0.9997354027962696,3.915423122567559e-05,0.4811632949996977,0.999761373141837,3.8857395968405665e-05,0.03665280794604886,-2.5970345567394304e-05,2.968352572699229e-07,4.0
qwen,9,offkd,20,16,0.1,0.8634965712445922,0.9997367929949921,4.4713684989552476e-05,0.8721284560459284,0.9997567957922862,4.2611433462491536e-05,-0.008631884801336143,-2.0002797294083052e-05,2.10225152706094e-06,3.0
qwen,9,opd,20,16,0.1,0.8683932282821577,0.999738207229515,4.6320708531705024e-05,0.8618525389634344,0.9997653111551644,4.0302124996069045e-05,0.006540689318723314,-2.710392564941877e-05,6.018583535635979e-06,1.0
qwen,9,seqkd,20,16,0.1,0.8638996174454576,0.9997330552765389,4.72223200245679e-05,0.8707239597059953,0.999756309466597,4.002763605234127e-05,-0.00682434226053763,-2.325419005810847e-05,7.194683972226627e-06,2.0
qwen,9,sft,20,16,0.1,0.8218010889261967,0.9997354027962696,3.915423122567559e-05,0.7991861850773967,0.999761373141837,3.8857395968405665e-05,0.02261490384880005,-2.5970345567394304e-05,2.968352572699229e-07,4.0
qwen,9,offkd,20,32,0.01,0.49256449835773697,0.9997367929949921,4.4713684989552476e-05,0.5060815731997093,0.9997567957922862,4.2611433462491536e-05,-0.013517074841972287,-2.0002797294083052e-05,2.10225152706094e-06,3.0
qwen,9,opd,20,32,0.01,0.5076566964144191,0.999738207229515,4.6320708531705024e-05,0.4936842981405368,0.9997653111551644,4.0302124996069045e-05,0.013972398273882303,-2.710392564941877e-05,6.018583535635979e-06,1.0
qwen,9,seqkd,20,32,0.01,0.4943152694165945,0.9997330552765389,4.72223200245679e-05,0.504684431410788,0.999756309466597,4.002763605234127e-05,-0.010369161994193521,-2.325419005810847e-05,7.194683972226627e-06,2.0
qwen,9,sft,20,32,0.01,0.41129343904217286,0.9997354027962696,3.915423122567559e-05,0.3766805472074021,0.999761373141837,3.8857395968405665e-05,0.03461289183477073,-2.5970345567394304e-05,2.968352572699229e-07,4.0
qwen,9,offkd,20,32,0.1,0.804880985694907,0.9997367929949921,4.4713684989552476e-05,0.8103647412545424,0.9997567957922862,4.2611433462491536e-05,-0.005483755559635428,-2.0002797294083052e-05,2.10225152706094e-06,3.0
qwen,9,opd,20,32,0.1,0.8104975182114836,0.999738207229515,4.6320708531705024e-05,0.8008785653912552,0.9997653111551644,4.0302124996069045e-05,0.0096189528202284,-2.710392564941877e-05,6.018583535635979e-06,1.0
qwen,9,seqkd,20,32,0.1,0.8065846442123225,0.9997330552765389,4.72223200245679e-05,0.8092043358158867,0.999756309466597,4.002763605234127e-05,-0.0026196916035642337,-2.325419005810847e-05,7.194683972226627e-06,2.0
qwen,9,sft,20,32,0.1,0.7487383084724103,0.9997354027962696,3.915423122567559e-05,0.7174357387361552,0.999761373141837,3.8857395968405665e-05,0.031302569736255115,-2.5970345567394304e-05,2.968352572699229e-07,4.0
qwen,9,offkd,20,50,0.01,0.4240688643294142,0.9997367929949921,4.4713684989552476e-05,0.43913349830093223,0.9997567957922862,4.2611433462491536e-05,-0.015064633971518027,-2.0002797294083052e-05,2.10225152706094e-06,3.0
qwen,9,opd,20,50,0.01,0.43701112877189335,0.999738207229515,4.6320708531705024e-05,0.4316530614485635,0.9997653111551644,4.0302124996069045e-05,0.005358067323329829,-2.710392564941877e-05,6.018583535635979e-06,1.0
qwen,9,seqkd,20,50,0.01,0.42594596359019754,0.9997330552765389,4.72223200245679e-05,0.4383527113095367,0.999756309466597,4.002763605234127e-05,-0.01240674771933914,-2.325419005810847e-05,7.194683972226627e-06,2.0
qwen,9,sft,20,50,0.01,0.3410032056626711,0.9997354027962696,3.915423122567559e-05,0.3107528808617375,0.999761373141837,3.8857395968405665e-05,0.030250324800933592,-2.5970345567394304e-05,2.968352572699229e-07,4.0
qwen,9,offkd,20,50,0.1,0.7532118566177676,0.9997367929949921,4.4713684989552476e-05,0.7567156262393572,0.9997567957922862,4.2611433462491536e-05,-0.003503769621589603,-2.0002797294083052e-05,2.10225152706094e-06,3.0
qwen,9,opd,20,50,0.1,0.7587811610135297,0.999738207229515,4.6320708531705024e-05,0.7488411283633901,0.9997653111551644,4.0302124996069045e-05,0.00994003265013954,-2.710392564941877e-05,6.018583535635979e-06,1.0
qwen,9,seqkd,20,50,0.1,0.7551331987436816,0.9997330552765389,4.72223200245679e-05,0.7556820358125308,0.999756309466597,4.002763605234127e-05,-0.0005488370688492283,-2.325419005810847e-05,7.194683972226627e-06,2.0
qwen,9,sft,20,50,0.1,0.6852355095772594,0.9997354027962696,3.915423122567559e-05,0.649424040028695,0.999761373141837,3.8857395968405665e-05,0.0358114695485644,-2.5970345567394304e-05,2.968352572699229e-07,4.0
qwen,9,offkd,160,16,0.01,0.7136101144025141,0.9997227107938098,5.911966092738508e-05,0.7307988831581724,0.9997518566951198,5.355365752374362e-05,-0.017188768755658335,-2.9145901309979294e-05,5.5660034036414575e-06,1.0
qwen,9,opd,160,16,0.01,0.6951163455229373,0.9997270002434266,5.833571016124443e-05,0.7169763599855178,0.9997569312859061,5.2369065702344884e-05,-0.021860014462580457,-2.9931042479502956e-05,5.9666444588995455e-06,3.0
qwen,9,seqkd,160,16,0.01,0.6978883918113697,0.9997197782305586,4.995118430472769e-05,0.7300997451541565,0.9997524674734338,5.28176793509546e-05,-0.0322113533427868,-3.26892428752501e-05,-2.866495046226908e-06,2.0
qwen,9,sft,160,16,0.01,0.665307571516471,0.9997287648138556,4.904415751743171e-05,0.6951092996017117,0.9997580731910285,4.86540674696575e-05,-0.02980172808524073,-2.9308377172854172e-05,3.9009004777421086e-07,4.0
qwen,9,offkd,160,16,0.1,0.9114649606679965,0.9997227107938098,5.911966092738508e-05,0.9195480062961335,0.9997518566951198,5.355365752374362e-05,-0.008083045628136998,-2.9145901309979294e-05,5.5660034036414575e-06,1.0
qwen,9,opd,160,16,0.1,0.904301944071656,0.9997270002434266,5.833571016124443e-05,0.9144701127008589,0.9997569312859061,5.2369065702344884e-05,-0.01016816862920289,-2.9931042479502956e-05,5.9666444588995455e-06,3.0
qwen,9,seqkd,160,16,0.1,0.905722148380924,0.9997197782305586,4.995118430472769e-05,0.9185937806072164,0.9997524674734338,5.28176793509546e-05,-0.012871632226292395,-3.26892428752501e-05,-2.866495046226908e-06,2.0
qwen,9,sft,160,16,0.1,0.8932171966939458,0.9997287648138556,4.904415751743171e-05,0.90544971098357,0.9997580731910285,4.86540674696575e-05,-0.01223251428962413,-2.9308377172854172e-05,3.9009004777421086e-07,4.0
qwen,9,offkd,160,32,0.01,0.6419083099611013,0.9997227107938098,5.911966092738508e-05,0.6626781942104731,0.9997518566951198,5.355365752374362e-05,-0.020769884249371873,-2.9145901309979294e-05,5.5660034036414575e-06,1.0
qwen,9,opd,160,32,0.01,0.6206384004807403,0.9997270002434266,5.833571016124443e-05,0.6429966308985879,0.9997569312859061,5.2369065702344884e-05,-0.02235823041784768,-2.9931042479502956e-05,5.9666444588995455e-06,3.0
qwen,9,seqkd,160,32,0.01,0.627621506825128,0.9997197782305586,4.995118430472769e-05,0.6623310082775894,0.9997524674734338,5.28176793509546e-05,-0.03470950145246143,-3.26892428752501e-05,-2.866495046226908e-06,2.0
qwen,9,sft,160,32,0.01,0.5844463102485744,0.9997287648138556,4.904415751743171e-05,0.6208920069461107,0.9997580731910285,4.86540674696575e-05,-0.03644569669753628,-2.9308377172854172e-05,3.9009004777421086e-07,4.0
qwen,9,offkd,160,32,0.1,0.874598768247952,0.9997227107938098,5.911966092738508e-05,0.8842164485927871,0.9997518566951198,5.355365752374362e-05,-0.009617680344835122,-2.9145901309979294e-05,5.5660034036414575e-06,1.0
