model,family,arm,checkpoint,step,layer,headline_layer,module,source_rank_k,mask_density_alpha,total_entries,update_count,principal_top_count,overlap_count,update_density,coverage,overlap_lift,pabs_joint_mean_cos_k32,theta_u_mean_deg_k32,theta_v_mean_deg_k32,nss_l1_top32,nss_l2_top32,delta_construction,native_source,checkpoint_materialization,base_tensor_sha256,checkpoint_tensor_sha256
llama,llama3_2_3b,opd,160,160,14,14,self_attn.v_proj,32,0.1,3145728,2279646,314573,210676,0.7246799468994141,0.0924161032019883,0.9241604444544972,0.9998706566819114,0.0,1.278211462573721,8.443663410789837e-05,1.7749183056686934e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,160,160,14,14,self_attn.v_proj,50,0.01,3145728,2279646,31457,15345,0.7246799468994141,0.0067313082820753,0.6731368197716376,0.9998706566819114,0.0,1.278211462573721,8.443663410789837e-05,1.7749183056686934e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,160,160,14,14,self_attn.v_proj,50,0.1,3145728,2279646,314573,204999,0.7246799468994141,0.0899258042696102,0.8992574709636002,0.9998706566819114,0.0,1.278211462573721,8.443663410789837e-05,1.7749183056686934e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,320,320,14,14,self_attn.v_proj,16,0.01,3145728,2443902,31457,20341,0.7768955230712891,0.008323165167834,0.8323239252656105,0.9998483814150572,0.0453681268449265,1.3448441142642402,9.662058871580392e-05,2.0350762304552815e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,14,self_attn.v_proj,16,0.1,3145728,2443902,314573,232882,0.7768955230712891,0.0952910550423053,0.9529099445792264,0.9998483814150572,0.0453681268449265,1.3448441142642402,9.662058871580392e-05,2.0350762304552815e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,14,self_attn.v_proj,32,0.01,3145728,2443902,31457,18907,0.7768955230712891,0.007736398595361,0.7736467457350621,0.9998483814150572,0.0453681268449265,1.3448441142642402,9.662058871580392e-05,2.0350762304552815e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,14,self_attn.v_proj,32,0.1,3145728,2443902,314573,228670,0.7768955230712891,0.093567581678807,0.9356752219017858,0.9998483814150572,0.0453681268449265,1.3448441142642402,9.662058871580392e-05,2.0350762304552815e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,14,self_attn.v_proj,50,0.01,3145728,2443902,31457,17833,0.7768955230712891,0.0072969374385715,0.7297002388900069,0.9998483814150572,0.0453681268449265,1.3448441142642402,9.662058871580392e-05,2.0350762304552815e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,14,self_attn.v_proj,50,0.1,3145728,2443902,314573,223989,0.7768955230712891,0.0916522020932099,0.9165214382234622,0.9998483814150572,0.0453681268449265,1.3448441142642402,9.662058871580392e-05,2.0350762304552815e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,sft,20,20,14,14,self_attn.v_proj,16,0.01,3145728,1856763,31457,12593,0.5902490615844727,0.0067822333814277,0.6782293750355108,0.9998883522980252,0.0,1.2027107174654763,5.033493270730632e-05,1.215127815613998e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,14,self_attn.v_proj,16,0.1,3145728,1856763,314573,167271,0.5902490615844727,0.0900874263435882,0.9008736906758154,0.9998883522980252,0.0,1.2027107174654763,5.033493270730632e-05,1.215127815613998e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,14,self_attn.v_proj,32,0.01,3145728,1856763,31457,10649,0.5902490615844727,0.0057352500022889,0.5735301051975824,0.9998883522980252,0.0,1.2027107174654763,5.033493270730632e-05,1.215127815613998e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,14,self_attn.v_proj,32,0.1,3145728,1856763,314573,160436,0.5902490615844727,0.0864062887939925,0.8640623385838855,0.9998883522980252,0.0,1.2027107174654763,5.033493270730632e-05,1.215127815613998e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,14,self_attn.v_proj,50,0.01,3145728,1856763,31457,9344,0.5902490615844727,0.0050324139375892,0.5032458731304545,0.9998883522980252,0.0,1.2027107174654763,5.033493270730632e-05,1.215127815613998e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,14,self_attn.v_proj,50,0.1,3145728,1856763,314573,153520,0.5902490615844727,0.0826815269369327,0.8268147436946701,0.9998883522980252,0.0,1.2027107174654763,5.033493270730632e-05,1.215127815613998e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,160,160,14,14,self_attn.v_proj,16,0.01,3145728,2519068,31457,19153,0.8007901509602865,0.0076032088057964,0.7603276482258444,0.9998456706454772,0.0613704932648223,1.3306590795482969,0.0001022997889422,2.46236052394782e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,14,self_attn.v_proj,16,0.1,3145728,2519068,314573,232339,0.8007901509602865,0.0922321271200301,0.922320684804602,0.9998456706454772,0.0613704932648223,1.3306590795482969,0.0001022997889422,2.46236052394782e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,14,self_attn.v_proj,32,0.01,3145728,2519068,31457,17952,0.8007901509602865,0.0071264451773433,0.7126508610113486,0.9998456706454772,0.0613704932648223,1.3306590795482969,0.0001022997889422,2.46236052394782e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,14,self_attn.v_proj,32,0.1,3145728,2519068,314573,227810,0.8007901509602865,0.0904342399649394,0.9043418246843464,0.9998456706454772,0.0613704932648223,1.3306590795482969,0.0001022997889422,2.46236052394782e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,14,self_attn.v_proj,50,0.01,3145728,2519068,31457,16849,0.8007901509602865,0.0066885848258165,0.6688644361174361,0.9998456706454772,0.0613704932648223,1.3306590795482969,0.0001022997889422,2.46236052394782e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,14,self_attn.v_proj,50,0.1,3145728,2519068,314573,223821,0.8007901509602865,0.0888507178051565,0.8885066131542738,0.9998456706454772,0.0613704932648223,1.3306590795482969,0.0001022997889422,2.46236052394782e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,320,320,14,14,self_attn.v_proj,16,0.01,3145728,2670461,31457,21650,0.8489166895548502,0.0081072144472433,0.8107286609879525,0.9998080670645488,0.1119569251805474,1.440028708674402,0.000128416955319,2.8087947863310265e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,14,self_attn.v_proj,16,0.1,3145728,2670461,314573,250299,0.8489166895548502,0.0937287606896337,0.9372870109853044,0.9998080670645488,0.1119569251805474,1.440028708674402,0.000128416955319,2.8087947863310265e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,14,self_attn.v_proj,32,0.01,3145728,2670461,31457,20560,0.8489166895548502,0.0076990452210311,0.769911375053686,0.9998080670645488,0.1119569251805474,1.440028708674402,0.000128416955319,2.8087947863310265e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,14,self_attn.v_proj,32,0.1,3145728,2670461,314573,246821,0.8489166895548502,0.0924263638375546,0.9242630507449244,0.9998080670645488,0.1119569251805474,1.440028708674402,0.000128416955319,2.8087947863310265e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,14,self_attn.v_proj,50,0.01,3145728,2670461,31457,19666,0.8489166895548502,0.007364271562101,0.7364337111773244,0.9998080670645488,0.1119569251805474,1.440028708674402,0.000128416955319,2.8087947863310265e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,14,self_attn.v_proj,50,0.1,3145728,2670461,314573,243906,0.8489166895548502,0.0913347920078218,0.913347339387619,0.9998080670645488,0.1119569251805474,1.440028708674402,0.000128416955319,2.8087947863310265e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,offkd,20,20,14,14,self_attn.v_proj,16,0.01,3145728,1583113,31457,10876,0.5032580693562826,0.0068700086475191,0.6870069797737595,0.9998946112594856,0.0,1.1690752979588848,4.720755475265404e-05,1.1117057347818443e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,14,self_attn.v_proj,16,0.1,3145728,1583113,314573,143915,0.5032580693562826,0.0909063345446598,0.9090627674800558,0.9998946112594856,0.0,1.1690752979588848,4.720755475265404e-05,1.1117057347818443e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,14,self_attn.v_proj,32,0.01,3145728,1583113,31457,8869,0.5032580693562826,0.005602253281983,0.5602303147860862,0.9998946112594856,0.0,1.1690752979588848,4.720755475265404e-05,1.1117057347818443e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,14,self_attn.v_proj,32,0.1,3145728,1583113,314573,137404,0.5032580693562826,0.0867935516921407,0.8679349651032178,0.9998946112594856,0.0,1.1690752979588848,4.720755475265404e-05,1.1117057347818443e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,14,self_attn.v_proj,50,0.01,3145728,1583113,31457,7418,0.5032580693562826,0.0046857046843781,0.4685746392020732,0.9998946112594856,0.0,1.1690752979588848,4.720755475265404e-05,1.1117057347818443e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,14,self_attn.v_proj,50,0.1,3145728,1583113,314573,129746,0.5032580693562826,0.0819562469640512,0.8195619485770581,0.9998946112594856,0.0,1.1690752979588848,4.720755475265404e-05,1.1117057347818443e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,160,160,14,14,self_attn.v_proj,16,0.01,3145728,2337366,31457,18066,0.7430286407470703,0.007729213139919,0.772928193795061,0.9998774478976558,0.0,1.2532857668912232,7.725883539431988e-05,1.818598485015169e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,14,self_attn.v_proj,16,0.1,3145728,2337366,314573,216375,0.7430286407470703,0.0925721517297676,0.9257209287401602,0.9998774478976558,0.0,1.2532857668912232,7.725883539431988e-05,1.818598485015169e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,14,self_attn.v_proj,32,0.01,3145728,2337366,31457,16349,0.7430286407470703,0.0069946255742575,0.6994687833696143,0.9998774478976558,0.0,1.2532857668912232,7.725883539431988e-05,1.818598485015169e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,14,self_attn.v_proj,32,0.1,3145728,2337366,314573,211521,0.7430286407470703,0.0904954551405299,0.9049539760510568,0.9998774478976558,0.0,1.2532857668912232,7.725883539431988e-05,1.818598485015169e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,14,self_attn.v_proj,50,0.01,3145728,2337366,31457,15019,0.7430286407470703,0.0064256089974783,0.6425666192077948,0.9998774478976558,0.0,1.2532857668912232,7.725883539431988e-05,1.818598485015169e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,14,self_attn.v_proj,50,0.1,3145728,2337366,314573,205972,0.7430286407470703,0.0881214153025242,0.8812135927647291,0.9998774478976558,0.0,1.2532857668912232,7.725883539431988e-05,1.818598485015169e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,320,320,14,14,self_attn.v_proj,16,0.01,3145728,2490134,31457,20062,0.7915922800699869,0.0080565945447112,0.8056666256777641,0.9998666903265392,0.0,1.3007830991999914,0.0001044282632635,2.2305590623570773e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,14,self_attn.v_proj,16,0.1,3145728,2490134,314573,233805,0.7915922800699869,0.0938925375100295,0.9389247781479984,0.9998666903265392,0.0,1.3007830991999914,0.0001044282632635,2.2305590623570773e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,14,self_attn.v_proj,32,0.01,3145728,2490134,31457,18585,0.7915922800699869,0.0074634537739736,0.7463520206470565,0.9998666903265392,0.0,1.3007830991999914,0.0001044282632635,2.2305590623570773e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,14,self_attn.v_proj,32,0.1,3145728,2490134,314573,230034,0.7915922800699869,0.092378161175262,0.9237810244284624,0.9998666903265392,0.0,1.3007830991999914,0.0001044282632635,2.2305590623570773e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,14,self_attn.v_proj,50,0.01,3145728,2490134,31457,17462,0.7915922800699869,0.0070124740275021,0.7012536445810547,0.9998666903265392,0.0,1.3007830991999914,0.0001044282632635,2.2305590623570773e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,14,self_attn.v_proj,50,0.1,3145728,2490134,314573,225250,0.7915922800699869,0.0904569794235972,0.9045692191263516,0.9998666903265392,0.0,1.3007830991999914,0.0001044282632635,2.2305590623570773e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,seqkd,20,20,14,14,self_attn.v_proj,16,0.01,3145728,1557323,31457,10395,0.4950596491495768,0.0066749158652379,0.6674975278927846,0.999893571291118,0.0,1.175579724656128,4.3900091523454976e-05,1.2102722248235108e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,20,20,14,14,self_attn.v_proj,16,0.1,3145728,1557323,314573,140869,0.4950596491495768,0.0904558656104096,0.9045580810015568,0.999893571291118,0.0,1.175579724656128,4.3900091523454976e-05,1.2102722248235108e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,20,20,14,14,self_attn.v_proj,32,0.01,3145728,1557323,31457,8310,0.4950596491495768,0.0053360799269001,0.533612742355848,0.999893571291118,0.0,1.175579724656128,4.3900091523454976e-05,1.2102722248235108e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,20,20,14,14,self_attn.v_proj,32,0.1,3145728,1557323,314573,133849,0.4950596491495768,0.0859481302208983,0.8594807557658348,0.999893571291118,0.0,1.175579724656128,4.3900091523454976e-05,1.2102722248235108e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,20,20,14,14,self_attn.v_proj,50,0.01,3145728,1557323,31457,6918,0.4950596491495768,0.0044422383795782,0.4442277920117637,0.999893571291118,0.0,1.175579724656128,4.3900091523454976e-05,1.2102722248235108e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,20,20,14,14,self_attn.v_proj,50,0.1,3145728,1557323,314573,126321,0.4950596491495768,0.0811141940368183,0.8111414246583539,0.999893571291118,0.0,1.175579724656128,4.3900091523454976e-05,1.2102722248235108e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,160,160,14,14,self_attn.v_proj,16,0.01,3145728,2322478,31457,18178,0.7382958730061849,0.0078269847981337,0.7827054466434683,0.999871125317916,0.0,1.2810041488606156,7.533949859835423e-05,2.0283149545423817e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ebb5a1aec7905f9915a1ff633cd431f81341170b0a3df41d496ca289a2b2f536
llama,llama3_2_3b,seqkd,160,160,14,14,self_attn.v_proj,16,0.1,3145728,2322478,314573,216858,0.7382958730061849,0.0933735432585367,0.9337348389327452,0.999871125317916,0.0,1.2810041488606156,7.533949859835423e-05,2.0283149545423817e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ebb5a1aec7905f9915a1ff633cd431f81341170b0a3df41d496ca289a2b2f536
