model,family,arm,checkpoint,step,layer,headline_layer,module,source_rank_k,mask_density_alpha,total_entries,update_count,principal_top_count,overlap_count,update_density,coverage,overlap_lift,pabs_joint_mean_cos_k32,theta_u_mean_deg_k32,theta_v_mean_deg_k32,nss_l1_top32,nss_l2_top32,delta_construction,native_source,checkpoint_materialization,base_tensor_sha256,checkpoint_tensor_sha256
qwen,qwen3_4b,offkd,160,160,9,18,mlp.gate_proj,50,0.01,24903680,15440375,249037,85405,0.6200037504497328,0.005531277575836,0.5531273133702921,0.999633759804196,2.183492918809944,0.0,7.279452265382749e-05,1.7808848956133436e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,9ee469b46a76517e4879c6504006e5b57d13561bd49c1e576733fbfaa7df9cb5
qwen,qwen3_4b,offkd,160,160,9,18,mlp.gate_proj,50,0.1,24903680,15440375,2490368,1272593,0.6200037504497328,0.0824198246480412,0.8241982464804125,0.999633759804196,2.183492918809944,0.0,7.279452265382749e-05,1.7808848956133436e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,9ee469b46a76517e4879c6504006e5b57d13561bd49c1e576733fbfaa7df9cb5
qwen,qwen3_4b,offkd,320,320,9,18,mlp.gate_proj,16,0.01,24903680,17582503,249037,133182,0.7060202749151933,0.0075746894512118,0.7574683368027824,0.9996434803229124,2.1497988589767214,0.0,5.816847035194917e-05,1.3317328774593357e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,0cfc73e63799645966948bb77e3548d0c87111c037d72b2d8c5f7e1f78acfe1f
qwen,qwen3_4b,offkd,320,320,9,18,mlp.gate_proj,16,0.1,24903680,17582503,2490368,1600469,0.7060202749151933,0.0910262321581859,0.9102623215818588,0.9996434803229124,2.1497988589767214,0.0,5.816847035194917e-05,1.3317328774593357e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,0cfc73e63799645966948bb77e3548d0c87111c037d72b2d8c5f7e1f78acfe1f
qwen,qwen3_4b,offkd,320,320,9,18,mlp.gate_proj,32,0.01,24903680,17582503,249037,122695,0.7060202749151933,0.0069782442238172,0.6978238619634589,0.9996434803229124,2.1497988589767214,0.0,5.816847035194917e-05,1.3317328774593357e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,0cfc73e63799645966948bb77e3548d0c87111c037d72b2d8c5f7e1f78acfe1f
qwen,qwen3_4b,offkd,320,320,9,18,mlp.gate_proj,32,0.1,24903680,17582503,2490368,1557183,0.7060202749151933,0.0885643528683032,0.8856435286830322,0.9996434803229124,2.1497988589767214,0.0,5.816847035194917e-05,1.3317328774593357e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,0cfc73e63799645966948bb77e3548d0c87111c037d72b2d8c5f7e1f78acfe1f
qwen,qwen3_4b,offkd,320,320,9,18,mlp.gate_proj,50,0.01,24903680,17582503,249037,114422,0.7060202749151933,0.0065077196346845,0.6507714408377105,0.9996434803229124,2.1497988589767214,0.0,5.816847035194917e-05,1.3317328774593357e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,0cfc73e63799645966948bb77e3548d0c87111c037d72b2d8c5f7e1f78acfe1f
qwen,qwen3_4b,offkd,320,320,9,18,mlp.gate_proj,50,0.1,24903680,17582503,2490368,1522254,0.7060202749151933,0.0865777756443437,0.8657777564434369,0.9996434803229124,2.1497988589767214,0.0,5.816847035194917e-05,1.3317328774593357e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,0cfc73e63799645966948bb77e3548d0c87111c037d72b2d8c5f7e1f78acfe1f
qwen,qwen3_4b,seqkd,20,20,9,18,mlp.gate_proj,16,0.01,24903680,8864412,249037,43472,0.3559478759765625,0.0049041041864931,0.4904100248038862,0.999645987968756,2.143863925911602,0.0,5.567330754339961e-05,1.3833162133542736e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,2af6f7cecefe0d66d4d3d5a2c8544bceeac1d9f062772cd118f9fbb77b7e6f8e
qwen,qwen3_4b,seqkd,20,20,9,18,mlp.gate_proj,16,0.1,24903680,8864412,2490368,722172,0.3559478759765625,0.0814686862478864,0.814686862478865,0.999645987968756,2.143863925911602,0.0,5.567330754339961e-05,1.3833162133542736e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,2af6f7cecefe0d66d4d3d5a2c8544bceeac1d9f062772cd118f9fbb77b7e6f8e
qwen,qwen3_4b,seqkd,20,20,9,18,mlp.gate_proj,32,0.01,24903680,8864412,249037,35579,0.3559478759765625,0.0040136897969092,0.4013686573541007,0.999645987968756,2.143863925911602,0.0,5.567330754339961e-05,1.3833162133542736e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,2af6f7cecefe0d66d4d3d5a2c8544bceeac1d9f062772cd118f9fbb77b7e6f8e
qwen,qwen3_4b,seqkd,20,20,9,18,mlp.gate_proj,32,0.1,24903680,8864412,2490368,679757,0.3559478759765625,0.0766838229089532,0.7668382290895325,0.999645987968756,2.143863925911602,0.0,5.567330754339961e-05,1.3833162133542736e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,2af6f7cecefe0d66d4d3d5a2c8544bceeac1d9f062772cd118f9fbb77b7e6f8e
qwen,qwen3_4b,seqkd,20,20,9,18,mlp.gate_proj,50,0.01,24903680,8864412,249037,30192,0.3559478759765625,0.0034059788737256,0.3405976138406084,0.999645987968756,2.143863925911602,0.0,5.567330754339961e-05,1.3833162133542736e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,2af6f7cecefe0d66d4d3d5a2c8544bceeac1d9f062772cd118f9fbb77b7e6f8e
qwen,qwen3_4b,seqkd,20,20,9,18,mlp.gate_proj,50,0.1,24903680,8864412,2490368,642214,0.3559478759765625,0.0724485730130774,0.7244857301307747,0.999645987968756,2.143863925911602,0.0,5.567330754339961e-05,1.3833162133542736e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,2af6f7cecefe0d66d4d3d5a2c8544bceeac1d9f062772cd118f9fbb77b7e6f8e
qwen,qwen3_4b,seqkd,160,160,9,18,mlp.gate_proj,16,0.01,24903680,15544704,249037,106943,0.6241930509868421,0.0068797064260599,0.6879700901012339,0.9996375247114287,2.1678937975760557,0.0,5.880607163495297e-05,1.3066654514376657e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b819426cfcfc15017401e73098154480a355c4d3ceb0b1d0be1ced9bf9712b77
qwen,qwen3_4b,seqkd,160,160,9,18,mlp.gate_proj,16,0.1,24903680,15544704,2490368,1377876,0.6241930509868421,0.0886395778266347,0.8863957782663472,0.9996375247114287,2.1678937975760557,0.0,5.880607163495297e-05,1.3066654514376657e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b819426cfcfc15017401e73098154480a355c4d3ceb0b1d0be1ced9bf9712b77
qwen,qwen3_4b,seqkd,160,160,9,18,mlp.gate_proj,32,0.01,24903680,15544704,249037,96176,0.6241930509868421,0.006187058949466,0.6187053980679078,0.9996375247114287,2.1678937975760557,0.0,5.880607163495297e-05,1.3066654514376657e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b819426cfcfc15017401e73098154480a355c4d3ceb0b1d0be1ced9bf9712b77
qwen,qwen3_4b,seqkd,160,160,9,18,mlp.gate_proj,32,0.1,24903680,15544704,2490368,1330117,0.6241930509868421,0.0855672131164414,0.8556721311644147,0.9996375247114287,2.1678937975760557,0.0,5.880607163495297e-05,1.3066654514376657e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b819426cfcfc15017401e73098154480a355c4d3ceb0b1d0be1ced9bf9712b77
qwen,qwen3_4b,seqkd,160,160,9,18,mlp.gate_proj,50,0.01,24903680,15544704,249037,87882,0.6241930509868421,0.0056535010251723,0.5653496484882287,0.9996375247114287,2.1678937975760557,0.0,5.880607163495297e-05,1.3066654514376657e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b819426cfcfc15017401e73098154480a355c4d3ceb0b1d0be1ced9bf9712b77
qwen,qwen3_4b,seqkd,160,160,9,18,mlp.gate_proj,50,0.1,24903680,15544704,2490368,1289601,0.6241930509868421,0.082960794879079,0.8296079487907908,0.9996375247114287,2.1678937975760557,0.0,5.880607163495297e-05,1.3066654514376657e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b819426cfcfc15017401e73098154480a355c4d3ceb0b1d0be1ced9bf9712b77
qwen,qwen3_4b,seqkd,320,320,9,18,mlp.gate_proj,16,0.01,24903680,17955545,249037,141270,0.7209996675190172,0.0078677645262229,0.7867758207672281,0.999643208070462,2.151747281680464,0.0,6.310623620026795e-05,1.4601674093326068e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b76831a82be071fae3aac130be1d0611d26e4dbffdd1a4f4feffd9c64caaa34e
qwen,qwen3_4b,seqkd,320,320,9,18,mlp.gate_proj,16,0.1,24903680,17955545,2490368,1648961,0.7209996675190172,0.0918357532450282,0.918357532450282,0.999643208070462,2.151747281680464,0.0,6.310623620026795e-05,1.4601674093326068e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b76831a82be071fae3aac130be1d0611d26e4dbffdd1a4f4feffd9c64caaa34e
qwen,qwen3_4b,seqkd,320,320,9,18,mlp.gate_proj,32,0.01,24903680,17955545,249037,130921,0.7209996675190172,0.0072913966131353,0.7291390757462042,0.999643208070462,2.151747281680464,0.0,6.310623620026795e-05,1.4601674093326068e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b76831a82be071fae3aac130be1d0611d26e4dbffdd1a4f4feffd9c64caaa34e
qwen,qwen3_4b,seqkd,320,320,9,18,mlp.gate_proj,32,0.1,24903680,17955545,2490368,1606570,0.7209996675190172,0.0894748669561408,0.8947486695614084,0.999643208070462,2.151747281680464,0.0,6.310623620026795e-05,1.4601674093326068e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b76831a82be071fae3aac130be1d0611d26e4dbffdd1a4f4feffd9c64caaa34e
qwen,qwen3_4b,seqkd,320,320,9,18,mlp.gate_proj,50,0.01,24903680,17955545,249037,122715,0.7209996675190172,0.0068343790177351,0.6834373529089713,0.999643208070462,2.151747281680464,0.0,6.310623620026795e-05,1.4601674093326068e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b76831a82be071fae3aac130be1d0611d26e4dbffdd1a4f4feffd9c64caaa34e
qwen,qwen3_4b,seqkd,320,320,9,18,mlp.gate_proj,50,0.1,24903680,17955545,2490368,1570905,0.7209996675190172,0.0874885724716236,0.8748857247162367,0.999643208070462,2.151747281680464,0.0,6.310623620026795e-05,1.4601674093326068e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,792725ec51d53a113231f15aca45fce9de0610d5e6a0b40761e400e7dc2423d1,b76831a82be071fae3aac130be1d0611d26e4dbffdd1a4f4feffd9c64caaa34e
qwen,qwen3_4b,opd,20,20,9,18,mlp.up_proj,16,0.01,24903680,10753782,249037,98570,0.4318149767423931,0.0091660775715929,0.9166070210375484,0.999671277330396,2.039432758850439,0.0,5.23592027405137e-05,1.4497194059923016e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,f930449a2bf787270c0039cc282df8aa889393f450dfc65b5a654d71732e7de7
qwen,qwen3_4b,opd,20,20,9,18,mlp.up_proj,16,0.1,24903680,10753782,2490368,1091751,0.4318149767423931,0.1015225155205861,1.0152251552058615,0.999671277330396,2.039432758850439,0.0,5.23592027405137e-05,1.4497194059923016e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,f930449a2bf787270c0039cc282df8aa889393f450dfc65b5a654d71732e7de7
qwen,qwen3_4b,opd,20,20,9,18,mlp.up_proj,32,0.01,24903680,10753782,249037,91931,0.4318149767423931,0.0085487133735833,0.8548706508167077,0.999671277330396,2.039432758850439,0.0,5.23592027405137e-05,1.4497194059923016e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,f930449a2bf787270c0039cc282df8aa889393f450dfc65b5a654d71732e7de7
qwen,qwen3_4b,opd,20,20,9,18,mlp.up_proj,32,0.1,24903680,10753782,2490368,1051562,0.4318149767423931,0.0977853186906708,0.9778531869067087,0.999671277330396,2.039432758850439,0.0,5.23592027405137e-05,1.4497194059923016e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,f930449a2bf787270c0039cc282df8aa889393f450dfc65b5a654d71732e7de7
qwen,qwen3_4b,opd,20,20,9,18,mlp.up_proj,50,0.01,24903680,10753782,249037,87436,0.4318149767423931,0.0081307208942863,0.8130714364557076,0.999671277330396,2.039432758850439,0.0,5.23592027405137e-05,1.4497194059923016e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,f930449a2bf787270c0039cc282df8aa889393f450dfc65b5a654d71732e7de7
qwen,qwen3_4b,opd,20,20,9,18,mlp.up_proj,50,0.1,24903680,10753782,2490368,1018564,0.4318149767423931,0.0947168168370904,0.9471681683709045,0.999671277330396,2.039432758850439,0.0,5.23592027405137e-05,1.4497194059923016e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,f930449a2bf787270c0039cc282df8aa889393f450dfc65b5a654d71732e7de7
qwen,qwen3_4b,opd,160,160,9,18,mlp.up_proj,16,0.01,24903680,14976751,249037,141108,0.6013870640804894,0.0094218031667883,0.9421795600199276,0.9996472698369154,2.1043279821310845,0.0,6.079290345503349e-05,1.5288243817677213e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,d7090702c5ad33dc38f94ba4224870d2142a3c9c7a178156ce87ede4e35a61a8
qwen,qwen3_4b,opd,160,160,9,18,mlp.up_proj,16,0.1,24903680,14976751,2490368,1521829,0.6013870640804894,0.1016127596699711,1.0161275966997114,0.9996472698369154,2.1043279821310845,0.0,6.079290345503349e-05,1.5288243817677213e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,d7090702c5ad33dc38f94ba4224870d2142a3c9c7a178156ce87ede4e35a61a8
qwen,qwen3_4b,opd,160,160,9,18,mlp.up_proj,32,0.01,24903680,14976751,249037,135330,0.6013870640804894,0.0090360052056684,0.9035997948911244,0.9996472698369154,2.1043279821310845,0.0,6.079290345503349e-05,1.5288243817677213e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,d7090702c5ad33dc38f94ba4224870d2142a3c9c7a178156ce87ede4e35a61a8
qwen,qwen3_4b,opd,160,160,9,18,mlp.up_proj,32,0.1,24903680,14976751,2490368,1482026,0.6013870640804894,0.0989551071524124,0.9895510715241242,0.9996472698369154,2.1043279821310845,0.0,6.079290345503349e-05,1.5288243817677213e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,d7090702c5ad33dc38f94ba4224870d2142a3c9c7a178156ce87ede4e35a61a8
qwen,qwen3_4b,opd,160,160,9,18,mlp.up_proj,50,0.01,24903680,14976751,249037,130817,0.6013870640804894,0.0087346714918342,0.8734664477076202,0.9996472698369154,2.1043279821310845,0.0,6.079290345503349e-05,1.5288243817677213e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,d7090702c5ad33dc38f94ba4224870d2142a3c9c7a178156ce87ede4e35a61a8
qwen,qwen3_4b,opd,160,160,9,18,mlp.up_proj,50,0.1,24903680,14976751,2490368,1447395,0.6013870640804894,0.0966427898814636,0.966427898814636,0.9996472698369154,2.1043279821310845,0.0,6.079290345503349e-05,1.5288243817677213e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,d7090702c5ad33dc38f94ba4224870d2142a3c9c7a178156ce87ede4e35a61a8
qwen,qwen3_4b,opd,320,320,9,18,mlp.up_proj,16,0.01,24903680,16799212,249037,160301,0.6745674534847862,0.0095421737638646,0.9542166100606758,0.999610921903982,2.1871484397107883,0.0422792170900428,6.769054164759009e-05,1.6348333987917136e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,68d25fc3a28b89651927cf4f3cd4e7d7cb1364b45cf2749f36f6d6a8b303c0bf
qwen,qwen3_4b,opd,320,320,9,18,mlp.up_proj,16,0.1,24903680,16799212,2490368,1705043,0.6745674534847862,0.1014954153801976,1.014954153801976,0.999610921903982,2.1871484397107883,0.0422792170900428,6.769054164759009e-05,1.6348333987917136e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,68d25fc3a28b89651927cf4f3cd4e7d7cb1364b45cf2749f36f6d6a8b303c0bf
qwen,qwen3_4b,opd,320,320,9,18,mlp.up_proj,32,0.01,24903680,16799212,249037,155058,0.6745674534847862,0.0092300757916502,0.9230068379036204,0.999610921903982,2.1871484397107883,0.0422792170900428,6.769054164759009e-05,1.6348333987917136e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,68d25fc3a28b89651927cf4f3cd4e7d7cb1364b45cf2749f36f6d6a8b303c0bf
qwen,qwen3_4b,opd,320,320,9,18,mlp.up_proj,32,0.1,24903680,16799212,2490368,1670060,0.6745674534847862,0.0994129962762539,0.9941299627625392,0.999610921903982,2.1871484397107883,0.0422792170900428,6.769054164759009e-05,1.6348333987917136e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,68d25fc3a28b89651927cf4f3cd4e7d7cb1364b45cf2749f36f6d6a8b303c0bf
qwen,qwen3_4b,opd,320,320,9,18,mlp.up_proj,50,0.01,24903680,16799212,249037,150832,0.6745674534847862,0.0089785163732679,0.89785091626797,0.999610921903982,2.1871484397107883,0.0422792170900428,6.769054164759009e-05,1.6348333987917136e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,68d25fc3a28b89651927cf4f3cd4e7d7cb1364b45cf2749f36f6d6a8b303c0bf
qwen,qwen3_4b,opd,320,320,9,18,mlp.up_proj,50,0.1,24903680,16799212,2490368,1637596,0.6745674534847862,0.0974805246817529,0.9748052468175292,0.999610921903982,2.1871484397107883,0.0422792170900428,6.769054164759009e-05,1.6348333987917136e-05,bf16_merged_minus_base,saved_merged_bf16,saved_merged_bf16,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,68d25fc3a28b89651927cf4f3cd4e7d7cb1364b45cf2749f36f6d6a8b303c0bf
qwen,qwen3_4b,sft,20,20,9,18,mlp.up_proj,16,0.01,24903680,3589032,249037,31176,0.1441165321751644,0.0086864647626435,0.8686457786599991,0.9996904055892836,1.97852926017466,0.0,3.835629848308528e-05,9.916086732293678e-06,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,6c8edebd3daa69729e5a0d350387c05516ad85c7b30263760cfd3881742d7bbd
qwen,qwen3_4b,sft,20,20,9,18,mlp.up_proj,16,0.1,24903680,3589032,2490368,363761,0.1441165321751644,0.1013535125905815,1.0135351259058152,0.9996904055892836,1.97852926017466,0.0,3.835629848308528e-05,9.916086732293678e-06,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,6c8edebd3daa69729e5a0d350387c05516ad85c7b30263760cfd3881742d7bbd
qwen,qwen3_4b,sft,20,20,9,18,mlp.up_proj,32,0.01,24903680,3589032,249037,28283,0.1441165321751644,0.0078803978342906,0.7880391505594289,0.9996904055892836,1.97852926017466,0.0,3.835629848308528e-05,9.916086732293678e-06,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,6c8edebd3daa69729e5a0d350387c05516ad85c7b30263760cfd3881742d7bbd
qwen,qwen3_4b,sft,20,20,9,18,mlp.up_proj,32,0.1,24903680,3589032,2490368,345640,0.1441165321751644,0.096304518878628,0.96304518878628,0.9996904055892836,1.97852926017466,0.0,3.835629848308528e-05,9.916086732293678e-06,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,6c8edebd3daa69729e5a0d350387c05516ad85c7b30263760cfd3881742d7bbd
qwen,qwen3_4b,sft,20,20,9,18,mlp.up_proj,50,0.01,24903680,3589032,249037,26394,0.1441165321751644,0.0073540720729154,0.7354066166907883,0.9996904055892836,1.97852926017466,0.0,3.835629848308528e-05,9.916086732293678e-06,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,6c8edebd3daa69729e5a0d350387c05516ad85c7b30263760cfd3881742d7bbd
qwen,qwen3_4b,sft,20,20,9,18,mlp.up_proj,50,0.1,24903680,3589032,2490368,329119,0.1441165321751644,0.0917013278232125,0.917013278232125,0.9996904055892836,1.97852926017466,0.0,3.835629848308528e-05,9.916086732293678e-06,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,6c8edebd3daa69729e5a0d350387c05516ad85c7b30263760cfd3881742d7bbd
qwen,qwen3_4b,sft,160,160,9,18,mlp.up_proj,16,0.01,24903680,13739557,249037,125551,0.5517079001978824,0.0091379219868588,0.913791464825292,0.9996571284715994,2.0793415455524684,0.0,7.360478872645015e-05,1.636327978739918e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,81b38382ca4d9c1d9f0ad99d0aa72b91c5df8d06eccffef09a662a33d4d9ef34
qwen,qwen3_4b,sft,160,160,9,18,mlp.up_proj,16,0.1,24903680,13739557,2490368,1390305,0.5517079001978824,0.1011899437514615,1.0118994375146158,0.9996571284715994,2.0793415455524684,0.0,7.360478872645015e-05,1.636327978739918e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,81b38382ca4d9c1d9f0ad99d0aa72b91c5df8d06eccffef09a662a33d4d9ef34
qwen,qwen3_4b,sft,160,160,9,18,mlp.up_proj,32,0.01,24903680,13739557,249037,119672,0.5517079001978824,0.0087100333729828,0.8710026378011513,0.9996571284715994,2.0793415455524684,0.0,7.360478872645015e-05,1.636327978739918e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,81b38382ca4d9c1d9f0ad99d0aa72b91c5df8d06eccffef09a662a33d4d9ef34
qwen,qwen3_4b,sft,160,160,9,18,mlp.up_proj,32,0.1,24903680,13739557,2490368,1352064,0.5517079001978824,0.0984066662411313,0.9840666624113136,0.9996571284715994,2.0793415455524684,0.0,7.360478872645015e-05,1.636327978739918e-05,bf16_merged_minus_base,adapter_merge_quantized_to_bf16,adapter_merge_quantized_to_bf16_in_memory,36f7739187e10246e72be7b762ce91ec458071bc9703a740a413ad36c394bc6a,81b38382ca4d9c1d9f0ad99d0aa72b91c5df8d06eccffef09a662a33d4d9ef34
