family,model,arm,step,checkpoint,layer,module,rank_fraction,k,rank_spec_kind,p_k,delta_construction,native_source,checkpoint_materialization,source_svd_dtype,projection_dtype,base_tensor_sha256,checkpoint_tensor_sha256,checkpoint_root
llama3_2_3b,llama,opd,320,320,14,self_attn.k_proj,0.0078125,8,fixed_k,0.0002349322021473199,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,3af4560a34b67a4c923a9e4297ad17c88c764b24baf649980ab0f61bc77cb155,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_320
llama3_2_3b,llama,opd,320,320,14,self_attn.k_proj,0.015625,16,fixed_k,0.00047991384053602815,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,3af4560a34b67a4c923a9e4297ad17c88c764b24baf649980ab0f61bc77cb155,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_320
llama3_2_3b,llama,opd,320,320,14,self_attn.k_proj,0.03125,32,fixed_k,0.001162399654276669,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,3af4560a34b67a4c923a9e4297ad17c88c764b24baf649980ab0f61bc77cb155,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_320
llama3_2_3b,llama,sft,5,5,14,self_attn.k_proj,0.00390625,4,fixed_k,2.8556349207065068e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9bf1e5cb412e53130195410e0c920a2c31f44e091541699fd51b0baa7161cd80,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_005
llama3_2_3b,llama,sft,5,5,14,self_attn.k_proj,0.0078125,8,fixed_k,6.452039087889716e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9bf1e5cb412e53130195410e0c920a2c31f44e091541699fd51b0baa7161cd80,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_005
llama3_2_3b,llama,sft,5,5,14,self_attn.k_proj,0.015625,16,fixed_k,0.00013120929361321032,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9bf1e5cb412e53130195410e0c920a2c31f44e091541699fd51b0baa7161cd80,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_005
llama3_2_3b,llama,sft,5,5,14,self_attn.k_proj,0.03125,32,fixed_k,0.000411412853281945,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9bf1e5cb412e53130195410e0c920a2c31f44e091541699fd51b0baa7161cd80,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_005
llama3_2_3b,llama,sft,20,20,14,self_attn.k_proj,0.00390625,4,fixed_k,3.736773578566499e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,e1109ea83531ed3dfea89a9c0cf0c8a53a58af406beee558ff55fe1767f8ebe9,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_020
llama3_2_3b,llama,sft,20,20,14,self_attn.k_proj,0.0078125,8,fixed_k,8.020341920200735e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,e1109ea83531ed3dfea89a9c0cf0c8a53a58af406beee558ff55fe1767f8ebe9,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_020
llama3_2_3b,llama,sft,20,20,14,self_attn.k_proj,0.015625,16,fixed_k,0.00017770299746189266,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,e1109ea83531ed3dfea89a9c0cf0c8a53a58af406beee558ff55fe1767f8ebe9,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_020
llama3_2_3b,llama,sft,20,20,14,self_attn.k_proj,0.03125,32,fixed_k,0.000486548786284402,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,e1109ea83531ed3dfea89a9c0cf0c8a53a58af406beee558ff55fe1767f8ebe9,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_020
llama3_2_3b,llama,sft,40,40,14,self_attn.k_proj,0.00390625,4,fixed_k,3.323419878142886e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,c80f79b13081eae36b29d2bbde8e6983524256e7e7ce6ec0a5c0681b4e920735,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_040
llama3_2_3b,llama,sft,40,40,14,self_attn.k_proj,0.0078125,8,fixed_k,8.010198507690802e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,c80f79b13081eae36b29d2bbde8e6983524256e7e7ce6ec0a5c0681b4e920735,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_040
llama3_2_3b,llama,sft,40,40,14,self_attn.k_proj,0.015625,16,fixed_k,0.00020505058637354523,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,c80f79b13081eae36b29d2bbde8e6983524256e7e7ce6ec0a5c0681b4e920735,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_040
llama3_2_3b,llama,sft,40,40,14,self_attn.k_proj,0.03125,32,fixed_k,0.0005381210357882082,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,c80f79b13081eae36b29d2bbde8e6983524256e7e7ce6ec0a5c0681b4e920735,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_040
llama3_2_3b,llama,sft,80,80,14,self_attn.k_proj,0.00390625,4,fixed_k,5.782406515209004e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6cccce28a36839d4cd2fede68aff6ac658be9e8416afc1b81e7a81d7ebcb7fc0,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_080
llama3_2_3b,llama,sft,80,80,14,self_attn.k_proj,0.0078125,8,fixed_k,0.00011195185652468354,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6cccce28a36839d4cd2fede68aff6ac658be9e8416afc1b81e7a81d7ebcb7fc0,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_080
llama3_2_3b,llama,sft,80,80,14,self_attn.k_proj,0.015625,16,fixed_k,0.00022860118770040572,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6cccce28a36839d4cd2fede68aff6ac658be9e8416afc1b81e7a81d7ebcb7fc0,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_080
llama3_2_3b,llama,sft,80,80,14,self_attn.k_proj,0.03125,32,fixed_k,0.0005585068138316274,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,6cccce28a36839d4cd2fede68aff6ac658be9e8416afc1b81e7a81d7ebcb7fc0,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_080
llama3_2_3b,llama,sft,160,160,14,self_attn.k_proj,0.00390625,4,fixed_k,7.632865163031965e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,23de5d388dac0614bee45c664162c53e85f03c0ba0e868d200e2b1bebb3771ca,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_160
llama3_2_3b,llama,sft,160,160,14,self_attn.k_proj,0.0078125,8,fixed_k,0.00012624429655261338,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,23de5d388dac0614bee45c664162c53e85f03c0ba0e868d200e2b1bebb3771ca,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_160
llama3_2_3b,llama,sft,160,160,14,self_attn.k_proj,0.015625,16,fixed_k,0.00026912923203781247,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,23de5d388dac0614bee45c664162c53e85f03c0ba0e868d200e2b1bebb3771ca,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_160
llama3_2_3b,llama,sft,160,160,14,self_attn.k_proj,0.03125,32,fixed_k,0.0006391314673237503,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,23de5d388dac0614bee45c664162c53e85f03c0ba0e868d200e2b1bebb3771ca,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_160
llama3_2_3b,llama,sft,320,320,14,self_attn.k_proj,0.00390625,4,fixed_k,9.166716336039826e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,751aaa74b578bc6cbd427b5c0e2230c3d194994dfc8d3594f52043a16ec73a13,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320
llama3_2_3b,llama,sft,320,320,14,self_attn.k_proj,0.0078125,8,fixed_k,0.0001515994663350284,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,751aaa74b578bc6cbd427b5c0e2230c3d194994dfc8d3594f52043a16ec73a13,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320
llama3_2_3b,llama,sft,320,320,14,self_attn.k_proj,0.015625,16,fixed_k,0.0003627076221164316,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,751aaa74b578bc6cbd427b5c0e2230c3d194994dfc8d3594f52043a16ec73a13,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320
llama3_2_3b,llama,sft,320,320,14,self_attn.k_proj,0.03125,32,fixed_k,0.000806304276920855,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,751aaa74b578bc6cbd427b5c0e2230c3d194994dfc8d3594f52043a16ec73a13,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320
llama3_2_3b,llama,offkd,5,5,14,self_attn.k_proj,0.00390625,4,fixed_k,1.6259438780252822e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,8be871a177e6237d30ddff9ecc0a077e9a60ff852135d63e43b1abed3d1979f8,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005
llama3_2_3b,llama,offkd,5,5,14,self_attn.k_proj,0.0078125,8,fixed_k,6.003522139508277e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,8be871a177e6237d30ddff9ecc0a077e9a60ff852135d63e43b1abed3d1979f8,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005
llama3_2_3b,llama,offkd,5,5,14,self_attn.k_proj,0.015625,16,fixed_k,0.00014113345241639763,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,8be871a177e6237d30ddff9ecc0a077e9a60ff852135d63e43b1abed3d1979f8,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005
llama3_2_3b,llama,offkd,5,5,14,self_attn.k_proj,0.03125,32,fixed_k,0.00037936613080091774,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,8be871a177e6237d30ddff9ecc0a077e9a60ff852135d63e43b1abed3d1979f8,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005
llama3_2_3b,llama,offkd,20,20,14,self_attn.k_proj,0.00390625,4,fixed_k,3.871364606311545e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,548288cc66078a9355fe9a14846ca50f0edf786f3e4633572c26d7bc204921ee,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020
llama3_2_3b,llama,offkd,20,20,14,self_attn.k_proj,0.0078125,8,fixed_k,8.566871838411316e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,548288cc66078a9355fe9a14846ca50f0edf786f3e4633572c26d7bc204921ee,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020
llama3_2_3b,llama,offkd,20,20,14,self_attn.k_proj,0.015625,16,fixed_k,0.0001714625395834446,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,548288cc66078a9355fe9a14846ca50f0edf786f3e4633572c26d7bc204921ee,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020
llama3_2_3b,llama,offkd,20,20,14,self_attn.k_proj,0.03125,32,fixed_k,0.00047265179455280304,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,548288cc66078a9355fe9a14846ca50f0edf786f3e4633572c26d7bc204921ee,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020
llama3_2_3b,llama,offkd,40,40,14,self_attn.k_proj,0.00390625,4,fixed_k,4.46567646577023e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,fa38a210234cc454f516c4a5340889e1657c2428e4dd462dc17acc4a4a619390,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040
llama3_2_3b,llama,offkd,40,40,14,self_attn.k_proj,0.0078125,8,fixed_k,0.00010421506885904819,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,fa38a210234cc454f516c4a5340889e1657c2428e4dd462dc17acc4a4a619390,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040
llama3_2_3b,llama,offkd,40,40,14,self_attn.k_proj,0.015625,16,fixed_k,0.0001955729821929708,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,fa38a210234cc454f516c4a5340889e1657c2428e4dd462dc17acc4a4a619390,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040
llama3_2_3b,llama,offkd,40,40,14,self_attn.k_proj,0.03125,32,fixed_k,0.0005240374593995512,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,fa38a210234cc454f516c4a5340889e1657c2428e4dd462dc17acc4a4a619390,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040
llama3_2_3b,llama,offkd,80,80,14,self_attn.k_proj,0.00390625,4,fixed_k,2.67836767307017e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,52393f1d5c91d7963ec76f2328d1a057c126c4de88399edacbd82ea72fa5199d,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080
llama3_2_3b,llama,offkd,80,80,14,self_attn.k_proj,0.0078125,8,fixed_k,7.813615957275033e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,52393f1d5c91d7963ec76f2328d1a057c126c4de88399edacbd82ea72fa5199d,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080
llama3_2_3b,llama,offkd,80,80,14,self_attn.k_proj,0.015625,16,fixed_k,0.00018476656987331808,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,52393f1d5c91d7963ec76f2328d1a057c126c4de88399edacbd82ea72fa5199d,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080
llama3_2_3b,llama,offkd,80,80,14,self_attn.k_proj,0.03125,32,fixed_k,0.0005097323446534574,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,52393f1d5c91d7963ec76f2328d1a057c126c4de88399edacbd82ea72fa5199d,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080
llama3_2_3b,llama,offkd,160,160,14,self_attn.k_proj,0.00390625,4,fixed_k,5.809361027786508e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,85fdbffa648a9e4b7072a9de617250aee1ab47a58e07eae4c2cbfc10f9d87123,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160
llama3_2_3b,llama,offkd,160,160,14,self_attn.k_proj,0.0078125,8,fixed_k,0.00012189468543510884,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,85fdbffa648a9e4b7072a9de617250aee1ab47a58e07eae4c2cbfc10f9d87123,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160
llama3_2_3b,llama,offkd,160,160,14,self_attn.k_proj,0.015625,16,fixed_k,0.0002216213324572891,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,85fdbffa648a9e4b7072a9de617250aee1ab47a58e07eae4c2cbfc10f9d87123,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160
llama3_2_3b,llama,offkd,160,160,14,self_attn.k_proj,0.03125,32,fixed_k,0.0005947566241957247,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,85fdbffa648a9e4b7072a9de617250aee1ab47a58e07eae4c2cbfc10f9d87123,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160
llama3_2_3b,llama,offkd,320,320,14,self_attn.k_proj,0.00390625,4,fixed_k,3.489670416456647e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,36fe4f790834ecac982b3e35232d6d122ca1668945d0499effb3df1c6eceb861,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320
llama3_2_3b,llama,offkd,320,320,14,self_attn.k_proj,0.0078125,8,fixed_k,9.739927190821618e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,36fe4f790834ecac982b3e35232d6d122ca1668945d0499effb3df1c6eceb861,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320
llama3_2_3b,llama,offkd,320,320,14,self_attn.k_proj,0.015625,16,fixed_k,0.0001979047665372491,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,36fe4f790834ecac982b3e35232d6d122ca1668945d0499effb3df1c6eceb861,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320
llama3_2_3b,llama,offkd,320,320,14,self_attn.k_proj,0.03125,32,fixed_k,0.0005652782274410129,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,36fe4f790834ecac982b3e35232d6d122ca1668945d0499effb3df1c6eceb861,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320
llama3_2_3b,llama,seqkd,5,5,14,self_attn.k_proj,0.00390625,4,fixed_k,1.2329473065619823e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,3ffdb273692382c947f74db9f224f2d8bf5fb7ecaeaba6c1b1d5c9a7035295e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005
llama3_2_3b,llama,seqkd,5,5,14,self_attn.k_proj,0.0078125,8,fixed_k,3.336833469802514e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,3ffdb273692382c947f74db9f224f2d8bf5fb7ecaeaba6c1b1d5c9a7035295e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005
llama3_2_3b,llama,seqkd,5,5,14,self_attn.k_proj,0.015625,16,fixed_k,0.0001095314510166645,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,3ffdb273692382c947f74db9f224f2d8bf5fb7ecaeaba6c1b1d5c9a7035295e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005
llama3_2_3b,llama,seqkd,5,5,14,self_attn.k_proj,0.03125,32,fixed_k,0.0003563579230103642,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,3ffdb273692382c947f74db9f224f2d8bf5fb7ecaeaba6c1b1d5c9a7035295e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005
llama3_2_3b,llama,seqkd,20,20,14,self_attn.k_proj,0.00390625,4,fixed_k,2.1662595827365294e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,b44971559fb6f0660f38bc1d3c019d4b96404952bcb7212a0101452244913121,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020
llama3_2_3b,llama,seqkd,20,20,14,self_attn.k_proj,0.0078125,8,fixed_k,5.424575283541344e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,b44971559fb6f0660f38bc1d3c019d4b96404952bcb7212a0101452244913121,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020
llama3_2_3b,llama,seqkd,20,20,14,self_attn.k_proj,0.015625,16,fixed_k,0.00012659429921768606,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,b44971559fb6f0660f38bc1d3c019d4b96404952bcb7212a0101452244913121,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020
llama3_2_3b,llama,seqkd,20,20,14,self_attn.k_proj,0.03125,32,fixed_k,0.0004021720087621361,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,b44971559fb6f0660f38bc1d3c019d4b96404952bcb7212a0101452244913121,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020
llama3_2_3b,llama,seqkd,40,40,14,self_attn.k_proj,0.00390625,4,fixed_k,3.786852539633401e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ef0368fa194c1d0c5a853067d6905a2e592f0dd31f223b0df307d148a1009259,9ee69d9af3cd58ddd3f8c4c62142825c0d90d26047b99e097ef55e1dd1288988,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_040
