model,family,arm,checkpoint,step,layer,module,angle_k,theta_u_mean_deg,theta_u_max_deg,theta_v_mean_deg,theta_v_max_deg,pabs_mean_cos_u,pabs_mean_cos_v,pabs_joint_mean_cos,theta_u_all_deg_json,theta_v_all_deg_json,nss_l1_top32,nss_l2_top32,source_normalized_spectrum_top32_json,checkpoint_normalized_spectrum_top32_json,nss_formula,delta_construction,native_source,checkpoint_materialization,base_tensor_sha256,checkpoint_tensor_sha256
llama,llama3_2_3b,offkd,320,320,14,mlp.up_proj,8,1.5649382824524518,1.6851851587526827,0.0,0.0,0.9996259944067294,1.0,0.9998129972033648,"[1.438231636072299, 1.4911097460065545, 1.5117066307149143, 1.5366647875857808, 1.5684529618771634, 1.6171105761744309, 1.6710447624357905, 1.6851851587526827]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789970383778,0.059164216123044,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.03858002583759686, 0.03605573759890612, 0.035611154700962426, 0.034697122691213604, 0.03422813156290348, 0.0333839626454006, 0.03331923812796865, 0.03260895152556134, 0.03235471572781271, 0.03200224247038495, 0.03153904254336921, 0.03139793324872241, 0.03128087724723341, 0.03088881818641467, 0.030664245979637687, 0.030594875219648883, 0.030397417925693827, 0.030246294821928688, 0.030150175535913967, 0.030038947374398942, 0.02982576063730785, 0.029610984697489077, 0.029558453990611706, 0.029430834599810357, 0.02933456417924228, 0.02919516087311439, 0.029158593180955508, 0.029019711976011924, 0.028842662426594404, 0.028710795238876863, 0.028653563331423236, 0.028619026796064713]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d186d13624c8c67ebb57d26a17a479665cdce699eead66c71e23e125f3483031
llama,llama3_2_3b,offkd,320,320,14,mlp.up_proj,16,1.6607233825011771,1.9104924094677385,0.0,0.0,0.999577137716914,1.0,0.9997885688584572,"[1.434833883967806, 1.4868129013310718, 1.5078920514710104, 1.523138083268672, 1.5577703323203882, 1.5779663814089502, 1.603330129677822, 1.6418590774885684, 1.6686153843297318, 1.7282052528060556, 1.7398535172169425, 1.7587151585671097, 1.7870285332108249, 1.800811939283718, 1.844249084202425, 1.9104924094677382]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789970383778,0.059164216123044,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.03858002583759686, 0.03605573759890612, 0.035611154700962426, 0.034697122691213604, 0.03422813156290348, 0.0333839626454006, 0.03331923812796865, 0.03260895152556134, 0.03235471572781271, 0.03200224247038495, 0.03153904254336921, 0.03139793324872241, 0.03128087724723341, 0.03088881818641467, 0.030664245979637687, 0.030594875219648883, 0.030397417925693827, 0.030246294821928688, 0.030150175535913967, 0.030038947374398942, 0.02982576063730785, 0.029610984697489077, 0.029558453990611706, 0.029430834599810357, 0.02933456417924228, 0.02919516087311439, 0.029158593180955508, 0.029019711976011924, 0.028842662426594404, 0.028710795238876863, 0.028653563331423236, 0.028619026796064713]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d186d13624c8c67ebb57d26a17a479665cdce699eead66c71e23e125f3483031
llama,llama3_2_3b,offkd,320,320,14,mlp.up_proj,32,1.7088797147007488,2.164694731067058,0.0,0.0,0.9995517412694483,1.0,0.9997758706347242,"[1.429383263368564, 1.4782352167565915, 1.5001838504909646, 1.5159073681275637, 1.5488733345520098, 1.563527354211394, 1.5676845288701058, 1.5805079195354548, 1.6222732874162133, 1.628569543634144, 1.6475258297011433, 1.6613419053241112, 1.6656743578105406, 1.6770014907835997, 1.6911396173051205, 1.7028076292346719, 1.7166484669326976, 1.7223892779611552, 1.7317302721654662, 1.742685184337784, 1.747509038805372, 1.7620118066366732, 1.7884903022846024, 1.7955069999970619, 1.8043497026956274, 1.8135339074860788, 1.8233594291096265, 1.8343259708101878, 1.8532274903800066, 1.9078089117596442, 1.9952428808727285, 2.164694731067058]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789970383778,0.059164216123044,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.03858002583759686, 0.03605573759890612, 0.035611154700962426, 0.034697122691213604, 0.03422813156290348, 0.0333839626454006, 0.03331923812796865, 0.03260895152556134, 0.03235471572781271, 0.03200224247038495, 0.03153904254336921, 0.03139793324872241, 0.03128087724723341, 0.03088881818641467, 0.030664245979637687, 0.030594875219648883, 0.030397417925693827, 0.030246294821928688, 0.030150175535913967, 0.030038947374398942, 0.02982576063730785, 0.029610984697489077, 0.029558453990611706, 0.029430834599810357, 0.02933456417924228, 0.02919516087311439, 0.029158593180955508, 0.029019711976011924, 0.028842662426594404, 0.028710795238876863, 0.028653563331423236, 0.028619026796064713]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d186d13624c8c67ebb57d26a17a479665cdce699eead66c71e23e125f3483031
llama,llama3_2_3b,seqkd,5,5,14,mlp.up_proj,4,1.6192643845636758,1.709262192226742,0.0,0.0,0.9995998486510138,1.0,0.9997999243255068,"[1.5254974767984362, 1.5727017408082975, 1.669596128421228, 1.7092621922267421]","[0.0, 0.0, 0.0, 0.0]",0.3336789123110371,0.0591638995881321,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038576791095102675, 0.03605456831189798, 0.03560765829860758, 0.03469890104511034, 0.03422604152156131, 0.0333804428845875, 0.0333190452258287, 0.032609376956746955, 0.03235605093116699, 0.03200252434784017, 0.03153793605894117, 0.03140004092932991, 0.03128015611547794, 0.03089229200070669, 0.03066607419101463, 0.030596606811628284, 0.030399519227845163, 0.030245548775076864, 0.03014858618128216, 0.030038254964041472, 0.029828272772751612, 0.029613868722627525, 0.02955982632568931, 0.029432771734514727, 0.029334242827181646, 0.029193146372531426, 0.029160269817749985, 0.029019425255627864, 0.02884117465308262, 0.02871077447114843, 0.028650860688373365, 0.02861888865676102]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43
llama,llama3_2_3b,seqkd,5,5,14,mlp.up_proj,8,1.6049250241183284,1.758104749410403,0.0,0.0,0.9996063109039012,1.0,0.9998031554519506,"[1.4548820785176169, 1.5196097771222752, 1.5441347122567168, 1.5678844991273795, 1.6159540668130792, 1.6686686143493614, 1.7101616953497962, 1.758104749410403]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789123110371,0.0591638995881321,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038576791095102675, 0.03605456831189798, 0.03560765829860758, 0.03469890104511034, 0.03422604152156131, 0.0333804428845875, 0.0333190452258287, 0.032609376956746955, 0.03235605093116699, 0.03200252434784017, 0.03153793605894117, 0.03140004092932991, 0.03128015611547794, 0.03089229200070669, 0.03066607419101463, 0.030596606811628284, 0.030399519227845163, 0.030245548775076864, 0.03014858618128216, 0.030038254964041472, 0.029828272772751612, 0.029613868722627525, 0.02955982632568931, 0.029432771734514727, 0.029334242827181646, 0.029193146372531426, 0.029160269817749985, 0.029019425255627864, 0.02884117465308262, 0.02871077447114843, 0.028650860688373365, 0.02861888865676102]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43
llama,llama3_2_3b,seqkd,5,5,14,mlp.up_proj,16,1.641506896873988,1.7745225587102007,0.0,0.0,0.9995884421192728,1.0,0.9997942210596364,"[1.4515486120443826, 1.516328142928299, 1.5382674338920532, 1.5592254994879744, 1.5943502191212804, 1.597296809981207, 1.6456936670446995, 1.6575059930813956, 1.6640840992774282, 1.6753916940109148, 1.694685712608244, 1.7015485917564932, 1.7089803972573494, 1.7373760771841806, 1.7473048415977042, 1.7745225587102007]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789123110371,0.0591638995881321,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038576791095102675, 0.03605456831189798, 0.03560765829860758, 0.03469890104511034, 0.03422604152156131, 0.0333804428845875, 0.0333190452258287, 0.032609376956746955, 0.03235605093116699, 0.03200252434784017, 0.03153793605894117, 0.03140004092932991, 0.03128015611547794, 0.03089229200070669, 0.03066607419101463, 0.030596606811628284, 0.030399519227845163, 0.030245548775076864, 0.03014858618128216, 0.030038254964041472, 0.029828272772751612, 0.029613868722627525, 0.02955982632568931, 0.029432771734514727, 0.029334242827181646, 0.029193146372531426, 0.029160269817749985, 0.029019425255627864, 0.02884117465308262, 0.02871077447114843, 0.028650860688373365, 0.02861888865676102]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43
llama,llama3_2_3b,seqkd,5,5,14,mlp.up_proj,32,1.6612121686921333,1.862943752438179,0.0,0.0,0.9995782142278002,1.0,0.9997891071139,"[1.444139020187042, 1.505858168864332, 1.517046358846294, 1.5431281397618068, 1.5476358457143238, 1.5655768091774966, 1.568522329059534, 1.5792885997275903, 1.5882711347468434, 1.602590448364554, 1.6079340037192997, 1.6309655750488314, 1.6380298396341182, 1.64392796338098, 1.653331874262203, 1.654588767234373, 1.6660644165711092, 1.6737822818363073, 1.6833955065409767, 1.6902997027819016, 1.6991754569614512, 1.699775816779398, 1.703186073415874, 1.7261949880601835, 1.739488630368711, 1.748817634304965, 1.7623649921084206, 1.7735719323575272, 1.7839775301743181, 1.8133513347436188, 1.8415644709757055, 1.862943752438179]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789123110371,0.0591638995881321,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038576791095102675, 0.03605456831189798, 0.03560765829860758, 0.03469890104511034, 0.03422604152156131, 0.0333804428845875, 0.0333190452258287, 0.032609376956746955, 0.03235605093116699, 0.03200252434784017, 0.03153793605894117, 0.03140004092932991, 0.03128015611547794, 0.03089229200070669, 0.03066607419101463, 0.030596606811628284, 0.030399519227845163, 0.030245548775076864, 0.03014858618128216, 0.030038254964041472, 0.029828272772751612, 0.029613868722627525, 0.02955982632568931, 0.029432771734514727, 0.029334242827181646, 0.029193146372531426, 0.029160269817749985, 0.029019425255627864, 0.02884117465308262, 0.02871077447114843, 0.028650860688373365, 0.02861888865676102]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,4,1.3731301919230452,1.4585530292000035,0.0,0.0,0.9997114613535746,1.0,0.9998557306767872,"[1.2225855305612103, 1.360548147859985, 1.4508340600709817, 1.4585530292000037]","[0.0, 0.0, 0.0, 0.0]",0.3336789878784824,0.0591642934459982,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038579392590490924, 0.03605691357238556, 0.035610540416050294, 0.03470004982412257, 0.03422328309202518, 0.0333835314696178, 0.03331893624783872, 0.03260895898836111, 0.03235747979922919, 0.03200457953994884, 0.03153723795347316, 0.03140097178105905, 0.03127933794113345, 0.03089210780256238, 0.030665409693585492, 0.030594902001933905, 0.030398963849501328, 0.03024423666542488, 0.030149946281249715, 0.03003818869328389, 0.0298276594262008, 0.029613404524538867, 0.029558417638772583, 0.029433055874388252, 0.029332830121541694, 0.029192845184188413, 0.02915938545925538, 0.0290183700759522, 0.028842042454886068, 0.028710550682039808, 0.028649507063968033, 0.028616977030269795]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,8,1.441013873294268,1.595158160080188,0.0,0.0,0.9996818719859762,1.0,0.999840935992988,"[1.2215839207981922, 1.3552366265215354, 1.39131072602977, 1.4510834899632485, 1.4560991371080017, 1.5076770058109679, 1.549961920042242, 1.595158160080188]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789878784824,0.0591642934459982,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038579392590490924, 0.03605691357238556, 0.035610540416050294, 0.03470004982412257, 0.03422328309202518, 0.0333835314696178, 0.03331893624783872, 0.03260895898836111, 0.03235747979922919, 0.03200457953994884, 0.03153723795347316, 0.03140097178105905, 0.03127933794113345, 0.03089210780256238, 0.030665409693585492, 0.030594902001933905, 0.030398963849501328, 0.03024423666542488, 0.030149946281249715, 0.03003818869328389, 0.0298276594262008, 0.029613404524538867, 0.029558417638772583, 0.029433055874388252, 0.029332830121541694, 0.029192845184188413, 0.02915938545925538, 0.0290183700759522, 0.028842042454886068, 0.028710550682039808, 0.028649507063968033, 0.028616977030269795]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,16,1.5094391345478144,1.6685993702850912,0.0,0.0,0.9996509945226668,1.0,0.9998254972613334,"[1.2189769722212536, 1.3529699083260955, 1.3832365533454494, 1.4476445843755728, 1.453974185602984, 1.485294890594488, 1.492957026285215, 1.5227701804681015, 1.5417057941415555, 1.5605674839903398, 1.5635185505935536, 1.5937944406176119, 1.5989012934623177, 1.6201767499768576, 1.6459381684785448, 1.6685993702850912]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789878784824,0.0591642934459982,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038579392590490924, 0.03605691357238556, 0.035610540416050294, 0.03470004982412257, 0.03422328309202518, 0.0333835314696178, 0.03331893624783872, 0.03260895898836111, 0.03235747979922919, 0.03200457953994884, 0.03153723795347316, 0.03140097178105905, 0.03127933794113345, 0.03089210780256238, 0.030665409693585492, 0.030594902001933905, 0.030398963849501328, 0.03024423666542488, 0.030149946281249715, 0.03003818869328389, 0.0298276594262008, 0.029613404524538867, 0.029558417638772583, 0.029433055874388252, 0.029332830121541694, 0.029192845184188413, 0.02915938545925538, 0.0290183700759522, 0.028842042454886068, 0.028710550682039808, 0.028649507063968033, 0.028616977030269795]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504
llama,llama3_2_3b,seqkd,20,20,14,mlp.up_proj,32,1.5709265066604448,1.7916686722931792,0.0,0.0,0.9996219173640029,1.0,0.9998109586820014,"[1.218447231759502, 1.3504754170588973, 1.3804072232407472, 1.4422339921011544, 1.4529818791779032, 1.464522662624132, 1.4757295977781615, 1.4847565699240257, 1.5036597099388007, 1.5141436549964251, 1.5288658518160052, 1.551369684865968, 1.5566545452936862, 1.5726153524270305, 1.582932073139803, 1.5872893973057285, 1.5891449410296565, 1.5943928685467406, 1.6007026789768308, 1.606952402410067, 1.6155074968714154, 1.6291694933207541, 1.6352690422143106, 1.6438617752208307, 1.6532122866811636, 1.6649880286801522, 1.676585475662419, 1.691278382800391, 1.710186950998611, 1.7278138796371618, 1.7718289943425838, 1.7916686722931792]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3336789878784824,0.0591642934459982,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.038579392590490924, 0.03605691357238556, 0.035610540416050294, 0.03470004982412257, 0.03422328309202518, 0.0333835314696178, 0.03331893624783872, 0.03260895898836111, 0.03235747979922919, 0.03200457953994884, 0.03153723795347316, 0.03140097178105905, 0.03127933794113345, 0.03089210780256238, 0.030665409693585492, 0.030594902001933905, 0.030398963849501328, 0.03024423666542488, 0.030149946281249715, 0.03003818869328389, 0.0298276594262008, 0.029613404524538867, 0.029558417638772583, 0.029433055874388252, 0.029332830121541694, 0.029192845184188413, 0.02915938545925538, 0.0290183700759522, 0.028842042454886068, 0.028710550682039808, 0.028649507063968033, 0.028616977030269795]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504
llama,llama3_2_3b,seqkd,40,40,14,mlp.up_proj,4,1.6194334625086175,1.769650768858918,0.0,0.0,0.999598885192895,1.0,0.9997994425964476,"[1.4904219147586, 1.557443441704316, 1.6602177247126368, 1.769650768858918]","[0.0, 0.0, 0.0, 0.0]",0.333678962689327,0.0591635585668521,"[0.025708844457786133, 0.024024562293358295, 0.023727059761925712, 0.023121573691713942, 0.0228063576627873, 0.022243055015068482, 0.022200502338859143, 0.021728387048986796, 0.02155934819065435, 0.021323445418661206, 0.021014222896337774, 0.0209224282534536, 0.020841735635529955, 0.02058362881361576, 0.02043313656240195, 0.020385911758591026, 0.0202555346798696, 0.0201529645421708, 0.020089683305064165, 0.020015034546523234, 0.019875294902497, 0.019731905444877365, 0.019695569048174513, 0.019611489061447628, 0.019544731956713163, 0.019451643399979825, 0.019428766453823534, 0.01933652931681642, 0.01921857106453173, 0.019130755817070463, 0.019089957858934876, 0.019068394662571195]","[0.03857385822202955, 0.03605242148939108, 0.03560614883255965, 0.03469931865360303, 0.034225513624949404, 0.03338180203241344, 0.033318530017654426, 0.03260840412837462, 0.03235619312983991, 0.03200212403443654, 0.03153745600682845, 0.03140104676415146, 0.03127964830890644, 0.030892367703186385, 0.0306650304152674, 0.030594302241259183, 0.030399134524941165, 0.030244879505535366, 0.030149483718679367, 0.0300394458303985, 0.029829107028384556, 0.02961159373407093, 0.029559904413870405, 0.029431654352828827, 0.02933472199261404, 0.02919505182525313, 0.02915875113839247, 0.02901963285505461, 0.028845464211314953, 0.028714408930654127, 0.02865240327218037, 0.02862018561110022]",L1/L2 distance between top-32 sum-normalized singular spectra of BF16 deployed checkpoint and BF16 base.,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,6482b0f2ca9558e60a0941db7f6e39b9fe1dc7b11cb631fd23aa8767e4041aef
