model,family,arm,checkpoint,step,layer,module,source_rank_k,mask_density_alpha,principal_top_count,update_count,total_entries,update_density,overlap_count,coverage,overlap_lift,random_null_type,random_null_rank,random_null_seeds,random_null_overlap_lift_mean,random_null_overlap_lift_std,overlap_lift_minus_random_null,delta_construction,native_source,checkpoint_materialization,base_tensor_sha256,checkpoint_tensor_sha256
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,16,0.01,31457,2279646,3145728,0.7246799468994141,18325,0.008038528789119,0.8038600340381401,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7932404913614217,0.0060723598784037,0.0106195426767183,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,16,0.1,314573,2279646,3145728,0.7246799468994141,215301,0.094444926975504,0.9444486692907482,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9363046236791916,0.0020757884492267,0.0081440456115565,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,32,0.01,31457,2279646,3145728,0.7246799468994141,16663,0.0073094682244523,0.7309533286317887,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7173332199196261,0.0016390906398738,0.0136201087121626,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,32,0.1,314573,2279646,3145728,0.7246799468994141,210676,0.0924161032019883,0.9241604444544972,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9148553190082304,0.0014461264218504,0.0093051254462667,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,50,0.01,31457,2279646,3145728,0.7246799468994141,15345,0.0067313082820753,0.6731368197716376,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.6620603389428182,0.0048614383800687,0.0110764808288194,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,160,160,14,self_attn.v_proj,50,0.1,314573,2279646,3145728,0.7246799468994141,204999,0.0899258042696102,0.8992574709636002,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8935634172570938,0.0004146553130688,0.0056940537065064,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,2d8e5edb1bd5a8a9b0ef520c1df065ec14155ea0f8568690fcab2e01b8ff4ddb
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,16,0.01,31457,2443902,3145728,0.7768955230712891,20341,0.008323165167834,0.8323239252656105,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8296742800507579,0.0081236151164645,0.0026496452148525,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,16,0.1,314573,2443902,3145728,0.7768955230712891,232882,0.0952910550423053,0.9529099445792264,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.948488540433264,0.001815423940297,0.0044214041459621,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,32,0.01,31457,2443902,3145728,0.7768955230712891,18907,0.007736398595361,0.7736467457350621,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.765122884777638,0.007232415708788,0.008523860957424,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,32,0.1,314573,2443902,3145728,0.7768955230712891,228670,0.093567581678807,0.9356752219017858,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9323348703129906,0.0022449008077142,0.0033403515887951,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,50,0.01,31457,2443902,3145728,0.7768955230712891,17833,0.0072969374385715,0.7297002388900069,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7194858913712046,0.0065659182166688,0.0102143475188023,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,opd,320,320,14,self_attn.v_proj,50,0.1,314573,2443902,3145728,0.7768955230712891,223989,0.0916522020932099,0.9165214382234622,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.913543577816391,0.0018131723187981,0.0029778604070712,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,3573de3702ac140ba6af235a9a7ad99b37e977fdc5af299ef39b45af38b270b5
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,16,0.01,31457,1856763,3145728,0.5902490615844727,12593,0.0067822333814277,0.6782293750355108,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.6990766571890625,0.0025526060613517,-0.0208472821535516,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,16,0.1,314573,1856763,3145728,0.5902490615844727,167271,0.0900874263435882,0.9008736906758154,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9046346633932236,0.0017041357379093,-0.0037609727174081,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,32,0.01,31457,1856763,3145728,0.5902490615844727,10649,0.0057352500022889,0.5735301051975824,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.5982509449858453,0.0039600121020927,-0.0247208397882628,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,32,0.1,314573,1856763,3145728,0.5902490615844727,160436,0.0864062887939925,0.8640623385838855,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8723161532493005,0.0006441498470334,-0.0082538146654149,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,50,0.01,31457,1856763,3145728,0.5902490615844727,9344,0.0050324139375892,0.5032458731304545,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.521406324961021,0.0045464533860619,-0.0181604518305664,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,20,20,14,self_attn.v_proj,50,0.1,314573,1856763,3145728,0.5902490615844727,153520,0.0826815269369327,0.8268147436946701,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8392712399121495,0.0009222245650464,-0.0124564962174793,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,79cd4e758c5ea4d3d969cb2d4f1af117ae8e6c72c219108202f1b2e6b4146bf3
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,16,0.01,31457,2519068,3145728,0.8007901509602865,19153,0.0076032088057964,0.7603276482258444,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8487917292380391,0.0061147627495822,-0.0884640810121947,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,16,0.1,314573,2519068,3145728,0.8007901509602865,232339,0.0922321271200301,0.922320684804602,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9540910675168436,0.0015972126073796,-0.0317703827122415,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,32,0.01,31457,2519068,3145728,0.8007901509602865,17952,0.0071264451773433,0.7126508610113486,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7896354565517365,0.0015525448224477,-0.0769845955403879,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,32,0.1,314573,2519068,3145728,0.8007901509602865,227810,0.0904342399649394,0.9043418246843464,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9384852816577977,0.0007769651892951,-0.034143456973451,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,50,0.01,31457,2519068,3145728,0.8007901509602865,16849,0.0066885848258165,0.6688644361174361,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7511192173078552,0.0014307449051226,-0.0822547811904191,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,160,160,14,self_attn.v_proj,50,0.1,314573,2519068,3145728,0.8007901509602865,223821,0.0888507178051565,0.8885066131542738,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.923522239404409,0.0005064439645874,-0.0350156262501352,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,578b71549ce6c3a2330260c64033472471f8142832779df1fb6bc6a73d1c0b6b
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,16,0.01,31457,2670461,3145728,0.8489166895548502,21650,0.0081072144472433,0.8107286609879525,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8829555476588674,0.0019379800009186,-0.0722268866709149,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,16,0.1,314573,2670461,3145728,0.8489166895548502,250299,0.0937287606896337,0.9372870109853044,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9653618407182532,0.0014373273703167,-0.0280748297329488,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,32,0.01,31457,2670461,3145728,0.8489166895548502,20560,0.0076990452210311,0.769911375053686,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8425708756849398,0.003323325542426,-0.0726595006312538,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,32,0.1,314573,2670461,3145728,0.8489166895548502,246821,0.0924263638375546,0.9242630507449244,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.954231128536414,0.0013914230261785,-0.0299680777914896,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,50,0.01,31457,2670461,3145728,0.8489166895548502,19666,0.007364271562101,0.7364337111773244,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8078512279338327,0.0045181351034558,-0.0714175167565083,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,sft,320,320,14,self_attn.v_proj,50,0.1,314573,2670461,3145728,0.8489166895548502,243906,0.0913347920078218,0.913347339387619,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.942284052250688,0.0018451075179872,-0.028936712863069,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,ca7eba69e5d33044acf26267f512a1d401216f9c7bfd5fe1dd76ba23c78cd2c4
llama,llama3_2_3b,offkd,20,20,14,self_attn.v_proj,16,0.01,31457,1583113,3145728,0.5032580693562826,10876,0.0068700086475191,0.6870069797737595,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.6274269438362398,0.0041619934167515,0.0595800359375197,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,self_attn.v_proj,16,0.1,314573,1583113,3145728,0.5032580693562826,143915,0.0909063345446598,0.9090627674800558,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8764427272982801,0.0028695195019632,0.0326200401817756,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,self_attn.v_proj,32,0.01,31457,1583113,3145728,0.5032580693562826,8869,0.005602253281983,0.5602303147860862,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.5100283037106853,0.0050368998414886,0.0502020110754009,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,self_attn.v_proj,32,0.1,314573,1583113,3145728,0.5032580693562826,137404,0.0867935516921407,0.8679349651032178,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8370988547407402,0.0031122764590747,0.0308361103624775,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,self_attn.v_proj,50,0.01,31457,1583113,3145728,0.5032580693562826,7418,0.0046857046843781,0.4685746392020732,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.4223561888689465,0.0048369024804346,0.0462184503331267,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,20,20,14,self_attn.v_proj,50,0.1,314573,1583113,3145728,0.5032580693562826,129746,0.0819562469640512,0.8195619485770581,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7958656273229462,0.0028519023122431,0.0236963212541119,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,b34d28a8effe639eccedf1b27e1546d235282be08f9b9156c7ebbb4dc6da1e11
llama,llama3_2_3b,offkd,160,160,14,self_attn.v_proj,16,0.01,31457,2337366,3145728,0.7430286407470703,18066,0.007729213139919,0.772928193795061,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8036780670288305,0.0037815581199863,-0.0307498732337695,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,self_attn.v_proj,16,0.1,314573,2337366,3145728,0.7430286407470703,216375,0.0925721517297676,0.9257209287401602,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9408751582685216,0.0008784682148218,-0.0151542295283613,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,self_attn.v_proj,32,0.01,31457,2337366,3145728,0.7430286407470703,16349,0.0069946255742575,0.6994687833696143,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.732066596147318,0.0034274947011841,-0.0325978127777036,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,self_attn.v_proj,32,0.1,314573,2337366,3145728,0.7430286407470703,211521,0.0904954551405299,0.9049539760510568,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.921551255407365,0.0011387252310523,-0.0165972793563081,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,self_attn.v_proj,50,0.01,31457,2337366,3145728,0.7430286407470703,15019,0.0064256089974783,0.6425666192077948,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.6798698652296481,0.0029992602981412,-0.0373032460218533,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,160,160,14,self_attn.v_proj,50,0.1,314573,2337366,3145728,0.7430286407470703,205972,0.0881214153025242,0.8812135927647291,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.900070898850931,0.0001857372351592,-0.0188573060862018,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,83ef08d0ce219f288a019effed85e1055e24a3345604aa8513ff5ada4d4f4b8b
llama,llama3_2_3b,offkd,320,320,14,self_attn.v_proj,16,0.01,31457,2490134,3145728,0.7915922800699869,20062,0.0080565945447112,0.8056666256777641,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8285251651872979,0.0030297087550997,-0.0228585395095337,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,self_attn.v_proj,16,0.1,314573,2490134,3145728,0.7915922800699869,233805,0.0938925375100295,0.9389247781479984,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9480686366755262,0.0012667767456293,-0.0091438585275277,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,self_attn.v_proj,32,0.01,31457,2490134,3145728,0.7915922800699869,18585,0.0074634537739736,0.7463520206470565,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7663379362594944,0.0037517676485628,-0.0199859156124379,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,self_attn.v_proj,32,0.1,314573,2490134,3145728,0.7915922800699869,230034,0.092378161175262,0.9237810244284624,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9319296851749548,0.0011625433673846,-0.0081486607464921,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,self_attn.v_proj,50,0.01,31457,2490134,3145728,0.7915922800699869,17462,0.0070124740275021,0.7012536445810547,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.7241004254076328,0.0036236582694748,-0.022846780826578,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,offkd,320,320,14,self_attn.v_proj,50,0.1,314573,2490134,3145728,0.7915922800699869,225250,0.0904569794235972,0.9045692191263516,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.9141849331254374,0.0012234191907257,-0.0096157139990856,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,6b1536f14219354fcdb21b9a97de37c7258e978a2460b2537e4da8f34a3cbd8b
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,16,0.01,31457,1557323,3145728,0.4950596491495768,10395,0.0066749158652379,0.6674975278927846,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.6338355220463647,0.0083622367559617,0.0336620058464198,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,16,0.1,314573,1557323,3145728,0.4950596491495768,140869,0.0904558656104096,0.9045580810015568,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.8802558401322086,0.0014880199847774,0.0243022408693482,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
llama,llama3_2_3b,seqkd,20,20,14,self_attn.v_proj,32,0.01,31457,1557323,3145728,0.4950596491495768,8310,0.0053360799269001,0.533612742355848,rank32_norm_matched_lowrank_bf16_mask,32.0,3.0,0.5107073672318637,0.0064823670510609,0.0229053751239842,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,bc8f24b1d29dcf910778d5a859fd47844ebc7544d2ae7072ea8d066f57081ec6,07f3b8e0bf78500aa026feda6460a629cc34a7a0d269e98ceb3cc0b186e764ee
