model,checkpoint,probe_name,epsilon,metric,opd_deepest,deepest_arm,opd_value,nearest_offline_value,opd_minus_nearest_offline_margin,arm_values_json
llama,20,E_if,0.1,stable_rank_contraction,True,opd,0.3017816450859101,0.07825181560983786,0.22352982947607225,"{""offkd"": 0.040539353557817064, ""opd"": 0.3017816450859101, ""seqkd"": 0.029346395085712525, ""sft"": 0.07825181560983786}"
llama,20,E_if,0.1,entropy_effective_rank_contraction,True,opd,13.148919313652783,4.448850851819117,8.700068461833666,"{""offkd"": 4.119632978173855, ""opd"": 13.148919313652783, ""seqkd"": 3.9679016530018587, ""sft"": 4.448850851819117}"
llama,20,E_math,0.1,absolute_contraction,True,opd,8.428571428571429,3.2857142857142856,5.142857142857143,"{""offkd"": 0.42857142857142855, ""opd"": 8.428571428571429, ""seqkd"": -0.14285714285714285, ""sft"": 3.2857142857142856}"
llama,20,E_math,0.1,stable_rank_contraction,True,opd,0.42825580110971956,0.12107451631708407,0.3071812847926355,"{""offkd"": 0.01862384420478978, ""opd"": 0.42825580110971956, ""seqkd"": -0.0028707477652032093, ""sft"": 0.12107451631708407}"
llama,20,E_math,0.1,entropy_effective_rank_contraction,True,opd,8.991928488069558,2.925331839912488,6.06659664815707,"{""offkd"": 0.37730483269796344, ""opd"": 8.991928488069558, ""seqkd"": -0.1578089698459524, ""sft"": 2.925331839912488}"
llama,20,E_ood,0.1,absolute_contraction,True,opd,12.428571428571429,4.571428571428571,7.857142857142858,"{""offkd"": 1.8571428571428572, ""opd"": 12.428571428571429, ""seqkd"": 1.1428571428571428, ""sft"": 4.571428571428571}"
llama,20,E_ood,0.1,stable_rank_contraction,True,opd,0.38702886176700874,0.07915533587519873,0.30787352589181,"{""offkd"": 0.039294127319798235, ""opd"": 0.38702886176700874, ""seqkd"": 0.02989902424233648, ""sft"": 0.07915533587519873}"
llama,20,E_ood,0.1,entropy_effective_rank_contraction,True,opd,12.076215422350087,2.9718943582186874,9.1043210641314,"{""offkd"": 1.3437435425605564, ""opd"": 12.076215422350087, ""seqkd"": 1.0365885644707538, ""sft"": 2.9718943582186874}"
llama,40,E_general,0.1,absolute_contraction,True,opd,9.571428571428571,3.2857142857142856,6.285714285714286,"{""offkd"": 0.8571428571428571, ""opd"": 9.571428571428571, ""seqkd"": -0.7142857142857143, ""sft"": 3.2857142857142856}"
llama,40,E_general,0.1,stable_rank_contraction,True,opd,0.47285444433758367,0.22693373637993813,0.24592070795764553,"{""offkd"": 0.05121036623427914, ""opd"": 0.47285444433758367, ""seqkd"": -0.027694231732443755, ""sft"": 0.22693373637993813}"
llama,40,E_general,0.1,entropy_effective_rank_contraction,True,opd,11.457922756671596,4.485202188695384,6.9727205679762125,"{""offkd"": 0.1047218660908398, ""opd"": 11.457922756671596, ""seqkd"": -1.5868075348326038, ""sft"": 4.485202188695384}"
llama,40,E_if,0.1,absolute_contraction,True,opd,17.142857142857142,6.428571428571429,10.714285714285714,"{""offkd"": 5.571428571428571, ""opd"": 17.142857142857142, ""seqkd"": 5.285714285714286, ""sft"": 6.428571428571429}"
llama,40,E_if,0.1,stable_rank_contraction,True,opd,0.29875853876846964,0.11884858496837133,0.1799099538000983,"{""offkd"": 0.021438559435157982, ""opd"": 0.29875853876846964, ""seqkd"": -0.004380197397657826, ""sft"": 0.11884858496837133}"
llama,40,E_if,0.1,entropy_effective_rank_contraction,True,opd,14.669989618729058,6.276977934284907,8.39301168444415,"{""offkd"": 3.458551272764398, ""opd"": 14.669989618729058, ""seqkd"": 3.0093432671215936, ""sft"": 6.276977934284907}"
llama,40,E_math,0.1,absolute_contraction,True,opd,9.714285714285714,3.7142857142857144,5.999999999999999,"{""offkd"": 0.5714285714285714, ""opd"": 9.714285714285714, ""seqkd"": -0.42857142857142855, ""sft"": 3.7142857142857144}"
llama,40,E_math,0.1,stable_rank_contraction,True,opd,0.33901551041378264,0.1618339578789417,0.17718155253484094,"{""offkd"": 0.03187731939358437, ""opd"": 0.33901551041378264, ""seqkd"": 0.008699604403868997, ""sft"": 0.1618339578789417}"
llama,40,E_math,0.1,entropy_effective_rank_contraction,True,opd,8.435200346076938,3.780662033327911,4.654538312749027,"{""offkd"": 0.4056322867850267, ""opd"": 8.435200346076938, ""seqkd"": -0.24448029211174166, ""sft"": 3.780662033327911}"
llama,40,E_ood,0.1,absolute_contraction,True,opd,16.0,4.857142857142857,11.142857142857142,"{""offkd"": 3.5714285714285716, ""opd"": 16.0, ""seqkd"": 2.142857142857143, ""sft"": 4.857142857142857}"
llama,40,E_ood,0.1,stable_rank_contraction,True,opd,0.32361049767707284,0.11574671529168416,0.20786378238538866,"{""offkd"": 0.07442094949818553, ""opd"": 0.32361049767707284, ""seqkd"": 0.054469035627744126, ""sft"": 0.11574671529168416}"
llama,40,E_ood,0.1,entropy_effective_rank_contraction,True,opd,12.747061222493913,3.96525324894913,8.781807973544783,"{""offkd"": 2.3809222597586603, ""opd"": 12.747061222493913, ""seqkd"": 1.621315380375623, ""sft"": 3.96525324894913}"
llama,80,E_general,0.1,absolute_contraction,True,opd,10.857142857142858,4.714285714285714,6.142857142857143,"{""offkd"": 1.1428571428571428, ""opd"": 10.857142857142858, ""seqkd"": -1.1428571428571428, ""sft"": 4.714285714285714}"
llama,80,E_general,0.1,stable_rank_contraction,True,opd,0.4660705187134438,0.28196498083700794,0.18410553787643585,"{""offkd"": 0.0931373186529852, ""opd"": 0.4660705187134438, ""seqkd"": 0.021685277397448015, ""sft"": 0.28196498083700794}"
llama,80,E_general,0.1,entropy_effective_rank_contraction,True,opd,12.145447578346605,6.28488449880233,5.860563079544275,"{""offkd"": 0.7869667154330345, ""opd"": 12.145447578346605, ""seqkd"": -1.264027255066908, ""sft"": 6.28488449880233}"
llama,80,E_if,0.1,absolute_contraction,True,opd,19.0,10.428571428571429,8.571428571428571,"{""offkd"": 6.857142857142857, ""opd"": 19.0, ""seqkd"": 4.714285714285714, ""sft"": 10.428571428571429}"
llama,80,E_if,0.1,stable_rank_contraction,True,opd,0.2819088202206986,0.18546147550820785,0.09644734471249072,"{""offkd"": 0.06383933171962582, ""opd"": 0.2819088202206986, ""seqkd"": 0.020622716772767977, ""sft"": 0.18546147550820785}"
llama,80,E_if,0.1,entropy_effective_rank_contraction,True,opd,15.339520339339895,9.864658351062634,5.474861988277262,"{""offkd"": 5.025072744124544, ""opd"": 15.339520339339895, ""seqkd"": 3.503050010682347, ""sft"": 9.864658351062634}"
llama,80,E_math,0.1,absolute_contraction,True,opd,10.0,6.0,4.0,"{""offkd"": 1.7142857142857142, ""opd"": 10.0, ""seqkd"": 0.42857142857142855, ""sft"": 6.0}"
llama,80,E_math,0.1,stable_rank_contraction,True,opd,0.3213009828002367,0.25839104331336105,0.06290993948687568,"{""offkd"": 0.10822261462918334, ""opd"": 0.3213009828002367, ""seqkd"": 0.0882039210954196, ""sft"": 0.25839104331336105}"
llama,80,E_math,0.1,entropy_effective_rank_contraction,True,opd,8.411373096471188,6.054543202883884,2.356829893587304,"{""offkd"": 1.9332003114631051, ""opd"": 8.411373096471188, ""seqkd"": 1.102743194868952, ""sft"": 6.054543202883884}"
llama,80,E_ood,0.1,absolute_contraction,True,opd,19.428571428571427,8.142857142857142,11.285714285714285,"{""offkd"": 5.714285714285714, ""opd"": 19.428571428571427, ""seqkd"": 3.4285714285714284, ""sft"": 8.142857142857142}"
llama,80,E_ood,0.1,stable_rank_contraction,True,opd,0.3886431110044346,0.2063783002852073,0.18226481071922732,"{""offkd"": 0.1463777152961612, ""opd"": 0.3886431110044346, ""seqkd"": 0.12730283153561378, ""sft"": 0.2063783002852073}"
llama,80,E_ood,0.1,entropy_effective_rank_contraction,True,opd,15.164237103696623,7.319774388871598,7.844462714825025,"{""offkd"": 4.975462889470604, ""opd"": 15.164237103696623, ""seqkd"": 3.697940556049871, ""sft"": 7.319774388871598}"
