model,arm,checkpoint,probe_name,layer,epsilon,tail_at_r,tail_at_r_minus_1,margin_below,margin_above,two_sided_tail_margin,stable_rank,entropy_effective_rank,top1_energy_share,top10_energy_share,zero_probability_count,module_count
llama,seqkd,40,E_if,14,0.01,0.008621713439743892,0.010759519614693642,0.04137828656025611,-0.03924048038530636,-0.03924048038530636,1.4480702896607007,4.10443626873777,0.7286905558021175,0.9214550821491571,0.0,7
llama,seqkd,40,E_if,14,0.025,0.023105050273607874,0.026334554652135,0.026894949726392125,-0.023665445347865004,-0.023665445347865004,1.4480702896607007,4.10443626873777,0.7286905558021175,0.9214550821491571,0.0,7
llama,seqkd,40,E_if,14,0.05,0.04877107712559852,0.05413764710137998,0.0012289228744014852,0.004137647101379978,0.0010303934195505337,1.4480702896607007,4.10443626873777,0.7286905558021175,0.9214550821491571,0.0,7
llama,seqkd,40,E_if,14,0.1,0.09543440102516611,0.108629089188524,-0.045434401025166105,0.058629089188524,-0.045434401025166105,1.4480702896607007,4.10443626873777,0.7286905558021175,0.9214550821491571,0.0,7
llama,seqkd,40,E_math,14,0.01,0.008880592970930147,0.010582854818677706,0.041119407029069854,-0.0394171451813223,-0.0394171451813223,1.269788343651058,3.05255529840628,0.7979852367067698,0.9444275863491713,0.0,7
llama,seqkd,40,E_math,14,0.025,0.023158905704067204,0.026078706357751214,0.0268410942959328,-0.02392129364224879,-0.02392129364224879,1.269788343651058,3.05255529840628,0.7979852367067698,0.9444275863491713,0.0,7
llama,seqkd,40,E_math,14,0.05,0.0470774251212863,0.05308857202014822,0.0029225748787137093,0.003088572020148212,0.002260951240703936,1.269788343651058,3.05255529840628,0.7979852367067698,0.9444275863491713,0.0,7
llama,seqkd,40,E_math,14,0.1,0.08807786364701567,0.10430951084045978,-0.038077863647015674,0.05430951084045977,-0.038077863647015674,1.269788343651058,3.05255529840628,0.7979852367067698,0.9444275863491713,0.0,7
llama,seqkd,40,E_ood,14,0.01,0.008950624676055752,0.01104720828786306,0.04104937532394425,-0.03895279171213694,-0.03895279171213694,1.3680361778311916,3.794155757388127,0.7423626790932557,0.9263124848608636,0.0,7
llama,seqkd,40,E_ood,14,0.025,0.02336240460421568,0.026502944284482216,0.026637595395784325,-0.023497055715517783,-0.023497055715517783,1.3680361778311916,3.794155757388127,0.7423626790932557,0.9263124848608636,0.0,7
llama,seqkd,40,E_ood,14,0.05,0.047368909608308266,0.05263418054234638,0.0026310903916917363,0.002634180542346378,0.001107927731821613,1.3680361778311916,3.794155757388127,0.7423626790932557,0.9263124848608636,0.0,7
llama,seqkd,40,E_ood,14,0.1,0.093222513729312,0.1055511720362947,-0.043222513729312,0.055551172036294706,-0.043222513729312,1.3680361778311916,3.794155757388127,0.7423626790932557,0.9263124848608636,0.0,7
llama,seqkd,80,E_general,14,0.01,0.008458933132931274,0.011239203770128301,0.04154106686706873,-0.038760796229871705,-0.038760796229871705,1.631258873391927,5.95657570851589,0.6431666760299287,0.8819520958977966,0.0,7
llama,seqkd,80,E_general,14,0.025,0.023404461958498695,0.027476892664881132,0.026595538041501308,-0.02252310733511887,-0.02252310733511887,1.631258873391927,5.95657570851589,0.6431666760299287,0.8819520958977966,0.0,7
llama,seqkd,80,E_general,14,0.05,0.04683287341034773,0.05271509022149764,0.0031671265896522716,0.002715090221497635,0.0020260889221615807,1.631258873391927,5.95657570851589,0.6431666760299287,0.8819520958977966,0.0,7
llama,seqkd,80,E_general,14,0.1,0.09199630782580658,0.2326607065815025,-0.04199630782580658,0.1826607065815025,-0.04199630782580658,1.631258873391927,5.95657570851589,0.6431666760299287,0.8819520958977966,0.0,7
llama,seqkd,80,E_if,14,0.01,0.008818596081855923,0.010961471929355246,0.04118140391814408,-0.03903852807064475,-0.03903852807064475,1.4725559900507537,4.238245670936739,0.7322162607264036,0.9195948743913841,0.0,7
llama,seqkd,80,E_if,14,0.025,0.023135956945418333,0.026492412932283365,0.02686404305458167,-0.023507587067716638,-0.023507587067716638,1.4725559900507537,4.238245670936739,0.7322162607264036,0.9195948743913841,0.0,7
llama,seqkd,80,E_if,14,0.05,0.047253045163482506,0.18816639432231727,0.002746954836517499,0.13816639432231723,0.0017664056086487867,1.4725559900507537,4.238245670936739,0.7322162607264036,0.9195948743913841,0.0,7
llama,seqkd,80,E_if,14,0.1,0.08722933606900306,0.23346898217400927,-0.03722933606900305,0.18346898217400925,-0.03722933606900305,1.4725559900507537,4.238245670936739,0.7322162607264036,0.9195948743913841,0.0,7
llama,seqkd,80,E_math,14,0.01,0.009241379379126604,0.01101392425442435,0.0407586206208734,-0.03898607574557565,-0.03898607574557565,1.3023431069429348,3.2952099470148926,0.7804458161764535,0.9401290011720131,0.0,7
llama,seqkd,80,E_math,14,0.025,0.023453440674550883,0.027102282404676742,0.026546559325449116,-0.022897717595323264,-0.022897717595323264,1.3023431069429348,3.2952099470148926,0.7804458161764535,0.9401290011720131,0.0,7
llama,seqkd,80,E_math,14,0.05,0.046128067940089064,0.18957925726571534,0.003871932059910941,0.13957925726571535,0.003871932059910941,1.3023431069429348,3.2952099470148926,0.7804458161764535,0.9401290011720131,0.0,7
llama,seqkd,80,E_math,14,0.1,0.08756359962621495,0.23833073743743785,-0.03756359962621495,0.18833073743743783,-0.03756359962621495,1.3023431069429348,3.2952099470148926,0.7804458161764535,0.9401290011720131,0.0,7
llama,seqkd,80,E_ood,14,0.01,0.008887978168092973,0.0109583660477968,0.041112021831907035,-0.039041633952203204,-0.039041633952203204,1.384903407924696,3.9418260220035277,0.7370763374816242,0.9242039344382279,0.0,7
llama,seqkd,80,E_ood,14,0.025,0.023770523006215846,0.02723410597286798,0.026229476993784157,-0.022765894027132028,-0.022765894027132028,1.384903407924696,3.9418260220035277,0.7370763374816242,0.9242039344382279,0.0,7
llama,seqkd,80,E_ood,14,0.05,0.04723858568074212,0.1882583187193807,0.002761414319257883,0.1382583187193807,0.0025949808668496352,1.384903407924696,3.9418260220035277,0.7370763374816242,0.9242039344382279,0.0,7
llama,seqkd,80,E_ood,14,0.1,0.08642382749772594,0.23193965658827703,-0.036423827497725936,0.18193965658827702,-0.036423827497725936,1.384903407924696,3.9418260220035277,0.7370763374816242,0.9242039344382279,0.0,7
llama,sft,20,E_general,14,0.01,0.009233833066061221,0.011556321668543161,0.04076616693393879,-0.03844367833145684,-0.03844367833145684,1.4640010501577199,4.605075376765688,0.6933524856842824,0.9146911627094682,0.0,7
llama,sft,20,E_general,14,0.025,0.023139203843165125,0.02657015258402075,0.026860796156834874,-0.023429847415979255,-0.023429847415979255,1.4640010501577199,4.605075376765688,0.6933524856842824,0.9146911627094682,0.0,7
llama,sft,20,E_general,14,0.05,0.04647958896659623,0.052020277223515064,0.003520411033403768,0.0020202772235150684,0.0009342821917139399,1.4640010501577199,4.605075376765688,0.6933524856842824,0.9146911627094682,0.0,7
llama,sft,20,E_general,14,0.1,0.0934160681197038,0.10554818891807886,-0.043416068119703784,0.055548188918078875,-0.043416068119703784,1.4640010501577199,4.605075376765688,0.6933524856842824,0.9146911627094682,0.0,7
llama,sft,20,E_if,14,0.01,0.009503281856031342,0.011459022229940467,0.040496718143968664,-0.03854097777005954,-0.03854097777005954,1.4098174087892985,3.702211144040727,0.7408068060869993,0.9390356427136154,0.0,7
llama,sft,20,E_if,14,0.025,0.023429995653270867,0.02656973920235033,0.026570004346729133,-0.023430260797649677,-0.023430260797649677,1.4098174087892985,3.702211144040727,0.7408068060869993,0.9390356427136154,0.0,7
llama,sft,20,E_if,14,0.05,0.047162994757032325,0.05326452192827664,0.0028370052429676803,0.0032645219282766377,0.0014850501326607421,1.4098174087892985,3.702211144040727,0.7408068060869993,0.9390356427136154,0.0,7
llama,sft,20,E_if,14,0.1,0.09246546697963273,0.10834159080979244,-0.04246546697963273,0.05834159080979244,-0.04246546697963273,1.4098174087892985,3.702211144040727,0.7408068060869993,0.9390356427136154,0.0,7
llama,sft,20,E_math,14,0.01,0.009288351415020098,0.01097585411177707,0.0407116485849799,-0.039024145888222936,-0.039024145888222936,1.270760648612286,3.033163343279336,0.8049845104089399,0.9524066103869939,0.0,7
llama,sft,20,E_math,14,0.025,0.02350629362411911,0.02665906603102362,0.02649370637588089,-0.023340933968976383,-0.023340933968976383,1.270760648612286,3.033163343279336,0.8049845104089399,0.9524066103869939,0.0,7
llama,sft,20,E_math,14,0.05,0.04747416513971874,0.054659543636631516,0.0025258348602812597,0.0046595436366315135,0.0016735340790343081,1.270760648612286,3.033163343279336,0.8049845104089399,0.9524066103869939,0.0,7
llama,sft,20,E_math,14,0.1,0.08818501805196602,0.11217184155576643,-0.03818501805196602,0.06217184155576643,-0.03818501805196602,1.270760648612286,3.033163343279336,0.8049845104089399,0.9524066103869939,0.0,7
llama,sft,20,E_ood,14,0.01,0.009610332246241735,0.011428743362424276,0.040389667753758275,-0.03857125663757573,-0.03857125663757573,1.3227847128967838,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.0,7
llama,sft,20,E_ood,14,0.025,0.023274643010481145,0.026423204406063164,0.026725356989518858,-0.02357679559393684,-0.02357679559393684,1.3227847128967838,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.0,7
llama,sft,20,E_ood,14,0.05,0.04676584949688672,0.05274212989374526,0.0032341505031132844,0.0027421298937452534,0.0011620877689558773,1.3227847128967838,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.0,7
llama,sft,20,E_ood,14,0.1,0.09442424778941304,0.11115986546908485,-0.04442424778941304,0.06115986546908484,-0.04442424778941304,1.3227847128967838,3.4362956743179653,0.7703637524907025,0.9413136199558281,0.0,7
llama,sft,40,E_general,14,0.01,0.009175678643457376,0.011265227707482794,0.040824321356542626,-0.03873477229251721,-0.03873477229251721,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.0,7
llama,sft,40,E_general,14,0.025,0.02366044110310487,0.026960941143458015,0.02633955889689513,-0.023039058856541988,-0.023039058856541988,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.0,7
llama,sft,40,E_general,14,0.05,0.04684430914966758,0.052818086575388445,0.0031556908503324274,0.0028180865753884405,0.000793372175283221,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.0,7
llama,sft,40,E_general,14,0.1,0.09412820485331752,0.23506451292131242,-0.04412820485331752,0.18506451292131243,-0.04412820485331752,1.4540033630678013,4.377715200789053,0.7089691243724889,0.9264302643031677,0.0,7
llama,sft,40,E_if,14,0.01,0.008997650630090752,0.010672052049386605,0.04100234936990925,-0.039327947950613396,-0.039327947950613396,1.4415243803501936,3.5806405402072703,0.755316855238287,0.9482975010217356,0.0,7
llama,sft,40,E_if,14,0.025,0.02336608158383385,0.02649605615596087,0.026633918416166157,-0.023503943844039133,-0.023503943844039133,1.4415243803501936,3.5806405402072703,0.755316855238287,0.9482975010217356,0.0,7
llama,sft,40,E_if,14,0.05,0.04706138968807586,0.05431392856347985,0.0029386103119241475,0.004313928563479849,0.0020422719386424793,1.4415243803501936,3.5806405402072703,0.755316855238287,0.9482975010217356,0.0,7
llama,sft,40,E_if,14,0.1,0.08558528025601263,0.2361167058507996,-0.03558528025601262,0.18611670585079956,-0.03558528025601262,1.4415243803501936,3.5806405402072703,0.755316855238287,0.9482975010217356,0.0,7
llama,sft,40,E_math,14,0.01,0.008818671517507285,0.010337063410569626,0.04118132848249272,-0.039662936589430375,-0.039662936589430375,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.0,7
llama,sft,40,E_math,14,0.025,0.023526014340899147,0.026992943363291198,0.02647398565910086,-0.0230070566367088,-0.0230070566367088,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.0,7
llama,sft,40,E_math,14,0.05,0.04750893202430878,0.19051881552424657,0.002491067975691221,0.14051881552424655,0.0019904926237064866,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.0,7
llama,sft,40,E_math,14,0.1,0.08711724701535946,0.3709833526573532,-0.037117247015359456,0.3209833526573531,-0.037117247015359456,1.291210525134603,3.1029735372694267,0.7961020467104143,0.9570033612226341,0.0,7
llama,sft,40,E_ood,14,0.01,0.009036652112999977,0.01063504941713308,0.040963347887000026,-0.039364950582866924,-0.039364950582866924,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.0,7
llama,sft,40,E_ood,14,0.025,0.023330745561318866,0.02651437149298664,0.026669254438681133,-0.023485628507013363,-0.023485628507013363,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.0,7
llama,sft,40,E_ood,14,0.05,0.04756746779836594,0.055052935227170134,0.002432532201634067,0.005052935227170127,0.001800306102371142,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.0,7
llama,sft,40,E_ood,14,0.1,0.08619117017636387,0.23776823384960807,-0.03619117017636385,0.18776823384960808,-0.03619117017636385,1.3134183676717932,3.3005284913513933,0.7815422419316568,0.9498333168922891,0.0,7
llama,sft,80,E_general,14,0.01,0.0088294091815107,0.010731177867280704,0.041170590818489304,-0.0392688221327193,-0.0392688221327193,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.0,7
llama,sft,80,E_general,14,0.025,0.02267026056049697,0.02617066828522055,0.027329739439503033,-0.02382933171477945,-0.02382933171477945,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.0,7
llama,sft,80,E_general,14,0.05,0.04553310704677405,0.18880676888349596,0.004466892953225949,0.1388067688834959,0.0037752113945682874,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.0,7
llama,sft,80,E_general,14,0.1,0.08471885635271595,0.23461933297765095,-0.03471885635271595,0.18461933297765096,-0.03471885635271595,1.4802049386954672,4.36572717202369,0.7118157022477644,0.9327919951821347,0.0,7
llama,sft,80,E_if,14,0.01,0.009136793090457798,0.010934568652791046,0.040863206909542205,-0.03906543134720896,-0.03906543134720896,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.9526826729812601,0.0,7
llama,sft,80,E_if,14,0.025,0.02360185780297954,0.16626707540395833,0.026398142197020465,0.1162670754039583,-0.015318459908731505,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.9526826729812601,0.0,7
llama,sft,80,E_if,14,0.05,0.04240383103914595,0.18764828800915115,0.007596168960854051,0.13764828800915116,0.005122580780211377,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.9526826729812601,0.0,7
llama,sft,80,E_if,14,0.1,0.08043174064037169,0.23722007836344491,-0.030431740640371685,0.18722007836344493,-0.030431740640371685,1.4874656797828636,3.5377613168797075,0.7585879056577806,0.9526826729812601,0.0,7
llama,sft,80,E_math,14,0.01,0.009226398053598138,0.011482869795878056,0.04077360194640186,-0.038517130204121945,-0.038517130204121945,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.0,7
llama,sft,80,E_math,14,0.025,0.021888804157601142,0.1654296343087797,0.02811119584239886,0.11542963430877966,-0.015441941224647955,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.0,7
llama,sft,80,E_math,14,0.05,0.04260729038744138,0.19135179532450142,0.007392709612558625,0.1413517953245014,0.006370668069843004,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.0,7
llama,sft,80,E_math,14,0.1,0.07632697086117143,0.3632100739426323,-0.026326970861171434,0.3132100739426323,-0.026326970861171434,1.4159442738127546,3.3355230999391696,0.7470182879463746,0.9593839729512742,0.0,7
llama,sft,80,E_ood,14,0.01,0.009011257987669287,0.010710736656741836,0.040988742012330714,-0.03928926334325817,-0.03928926334325817,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.0,7
llama,sft,80,E_ood,14,0.025,0.02284291486108673,0.165543585249946,0.02715708513891327,0.11554358524994598,-0.01590997210085962,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.0,7
llama,sft,80,E_ood,14,0.05,0.042283355334564905,0.18857670364507415,0.0077166446654350985,0.13857670364507413,0.006407691511951143,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.0,7
llama,sft,80,E_ood,14,0.1,0.08299758353028297,0.36362854605882283,-0.032997583530282974,0.3136285460588228,-0.032997583530282974,1.3548687982888006,3.444592016814578,0.7614179423129027,0.9519141716084765,0.0,7
qwen,opd,20,E_general,18,0.01,0.0007532471423136756,0.0008791681670465612,0.04924675285768632,-0.049120831832953446,-0.049120831832953446,1.1666300548367226,2.4136634339731833,0.8645521561038526,0.9519459231465479,0.0,7
qwen,opd,20,E_general,18,0.025,0.005885241846988563,0.006941539622636139,0.044114758153011434,-0.04305846037736387,-0.04305846037736387,1.1666300548367226,2.4136634339731833,0.8645521561038526,0.9519459231465479,0.0,7
qwen,opd,20,E_general,18,0.05,0.020286497191028645,0.15998091997418204,0.02971350280897136,0.10998091997418204,-0.02359462144072025,1.1666300548367226,2.4136634339731833,0.8645521561038526,0.9519459231465479,0.0,7
qwen,opd,20,E_general,18,0.1,0.05135354821220444,0.3343199627278258,-0.0013535482122044337,0.2843199627278258,-0.015770934029777275,1.1666300548367226,2.4136634339731833,0.8645521561038526,0.9519459231465479,0.0,7
qwen,opd,20,E_if,18,0.01,0.0029679998874763774,0.0031228550836834034,0.04703200011252363,-0.0468771449163166,-0.0468771449163166,1.0733500899069859,1.6049281731619789,0.9323986856481562,0.9769983924264665,0.0,7
qwen,opd,20,E_if,18,0.025,0.011420088064136868,0.014054208723937615,0.03857991193586313,-0.035945791276062386,-0.035945791276062386,1.0733500899069859,1.6049281731619789,0.9323986856481562,0.9769983924264665,0.0,7
qwen,opd,20,E_if,18,0.05,0.029941766881012067,0.31427066889948596,0.020058233118987936,0.26427066889948597,-0.003907561293919636,1.0733500899069859,1.6049281731619789,0.9323986856481562,0.9769983924264665,0.0,7
qwen,opd,20,E_if,18,0.1,0.0584030922701793,0.7372301953261805,-0.008403092270179291,0.6872301953261805,-0.008403092270179291,1.0733500899069859,1.6049281731619789,0.9323986856481562,0.9769983924264665,0.0,7
qwen,opd,20,E_math,18,0.01,0.0015427263780652724,0.0016872098853980295,0.048457273621934735,-0.048312790114601975,-0.048312790114601975,1.158898664577695,2.3532586632447354,0.868919130700417,0.9534558252301814,0.0,7
qwen,opd,20,E_math,18,0.025,0.008661873706687395,0.011395565411627515,0.041338126293312606,-0.03860443458837249,-0.03860443458837249,1.158898664577695,2.3532586632447354,0.868919130700417,0.9534558252301814,0.0,7
qwen,opd,20,E_math,18,0.05,0.02687685894397231,0.1674014143523033,0.023123141056027693,0.1174014143523033,-0.016274035336147085,1.158898664577695,2.3532586632447354,0.868919130700417,0.9534558252301814,0.0,7
qwen,opd,20,E_math,18,0.1,0.06556755560607794,0.3416793990197804,-0.01556755560607794,0.2916793990197804,-0.01658174233697535,1.158898664577695,2.3532586632447354,0.868919130700417,0.9534558252301814,0.0,7
qwen,opd,20,E_ood,18,0.01,0.0012231632069567605,0.0013246780691015853,0.04877683679304324,-0.048675321930898414,-0.048675321930898414,1.1120689483477342,1.920198325487828,0.9016109877809619,0.9676765914258636,0.0,7
qwen,opd,20,E_ood,18,0.025,0.009416576294378578,0.012317478551105597,0.04058342370562142,-0.037682521448894404,-0.037682521448894404,1.1120689483477342,1.920198325487828,0.9016109877809619,0.9676765914258636,0.0,7
qwen,opd,20,E_ood,18,0.05,0.024999625635875544,0.16682451367998125,0.025000374364124462,0.11682451367998124,-0.016916180022117443,1.1120689483477342,1.920198325487828,0.9016109877809619,0.9676765914258636,0.0,7
qwen,opd,20,E_ood,18,0.1,0.059673390016448,0.34089597285208767,-0.009673390016447998,0.2908959728520877,-0.009739289242663209,1.1120689483477342,1.920198325487828,0.9016109877809619,0.9676765914258636,0.0,7
qwen,opd,40,E_general,18,0.01,0.001498141675937143,0.0016403210312143908,0.048501858324062855,-0.04835967896878562,-0.04835967896878562,1.1460130263544248,2.039996664399048,0.8810175934870305,0.968008288392961,0.0,7
qwen,opd,40,E_general,18,0.025,0.008763366592873963,0.011172665591963307,0.041236633407126036,-0.0388273344080367,-0.0388273344080367,1.1460130263544248,2.039996664399048,0.8810175934870305,0.968008288392961,0.0,7
qwen,opd,40,E_general,18,0.05,0.02738812411373345,0.17368525735285642,0.022611875886266553,0.1236852573528564,-0.010960972494528664,1.1460130263544248,2.039996664399048,0.8810175934870305,0.968008288392961,0.0,7
qwen,opd,40,E_general,18,0.1,0.059922055022286466,0.3476920526197258,-0.009922055022286462,0.2976920526197258,-0.010389089210279983,1.1460130263544248,2.039996664399048,0.8810175934870305,0.968008288392961,0.0,7
qwen,opd,40,E_if,18,0.01,0.0038069659896075156,0.004255057081952135,0.046193034010392486,-0.04574494291804787,-0.04574494291804787,1.0637716749689217,1.4677572789855002,0.9407021996407329,0.9849797548756315,0.0,7
qwen,opd,40,E_if,18,0.025,0.01463869293243376,0.018667029204485017,0.035361307067566246,-0.03133297079551498,-0.03133297079551498,1.0637716749689217,1.4677572789855002,0.9407021996407329,0.9849797548756315,0.0,7
qwen,opd,40,E_if,18,0.05,0.032547684407492665,0.32719584772679194,0.01745231559250734,0.2771958477267919,0.007132925661918523,1.0637716749689217,1.4677572789855002,0.9407021996407329,0.9849797548756315,0.0,7
qwen,opd,40,E_if,18,0.1,0.04873502509694398,0.8709870469927731,0.0012649749030560228,0.8209870469927731,0.0012649749030560228,1.0637716749689217,1.4677572789855002,0.9407021996407329,0.9849797548756315,0.0,7
qwen,opd,40,E_math,18,0.01,0.0023345464369361724,0.002531930544820542,0.04766545356306383,-0.04746806945517946,-0.04746806945517946,1.1724514787529594,2.128531910720952,0.8704129452817916,0.9675035825591012,0.0,7
qwen,opd,40,E_math,18,0.025,0.011578821327675959,0.014497728626611858,0.038421178672324044,-0.03550227137338814,-0.03550227137338814,1.1724514787529594,2.128531910720952,0.8704129452817916,0.9675035825591012,0.0,7
qwen,opd,40,E_math,18,0.05,0.03326858282407001,0.1776470206636255,0.016731417175929995,0.1276470206636255,-0.006558839077557937,1.1724514787529594,2.128531910720952,0.8704129452817916,0.9675035825591012,0.0,7
qwen,opd,40,E_math,18,0.1,0.0683619535391181,0.35061039927325544,-0.018361953539118105,0.30061039927325534,-0.018361953539118105,1.1724514787529594,2.128531910720952,0.8704129452817916,0.9675035825591012,0.0,7
qwen,opd,40,E_ood,18,0.01,0.002371102876388337,0.0026003669303456775,0.047628897123611666,-0.04739963306965433,-0.04739963306965433,1.0943427049316015,1.6970263128577698,0.9153067930678459,0.9784997942568566,0.0,7
qwen,opd,40,E_ood,18,0.025,0.011369827808742175,0.014706937550731169,0.038630172191257826,-0.03529306244926884,-0.03529306244926884,1.0943427049316015,1.6970263128577698,0.9153067930678459,0.9784997942568566,0.0,7
qwen,opd,40,E_ood,18,0.05,0.031121136264849476,0.17843587994286106,0.018878863735150523,0.12843587994286104,-0.004760654526036935,1.0943427049316015,1.6970263128577698,0.9153067930678459,0.9784997942568566,0.0,7
qwen,opd,40,E_ood,18,0.1,0.05833821374953884,0.6128893088728488,-0.008338213749538834,0.5628893088728487,-0.008338213749538834,1.0943427049316015,1.6970263128577698,0.9153067930678459,0.9784997942568566,0.0,7
qwen,opd,80,E_general,18,0.01,0.0015936436508292688,0.001735103947673622,0.04840635634917073,-0.04826489605232638,-0.04826489605232638,1.1855382030218597,2.1436966165678832,0.8595486584410903,0.9700600391587393,0.0,7
qwen,opd,80,E_general,18,0.025,0.01035322744727397,0.012053525737719345,0.039646772552726035,-0.037946474262280656,-0.037946474262280656,1.1855382030218597,2.1436966165678832,0.8595486584410903,0.9700600391587393,0.0,7
qwen,opd,80,E_general,18,0.05,0.030626140898330406,0.17093115279927712,0.019373859101669593,0.12093115279927712,-0.013421201465290371,1.1855382030218597,2.1436966165678832,0.8595486584410903,0.9700600391587393,0.0,7
qwen,opd,80,E_general,18,0.1,0.06816208571927837,0.35990499886915484,-0.01816208571927837,0.30990499886915485,-0.01816208571927837,1.1855382030218597,2.1436966165678832,0.8595486584410903,0.9700600391587393,0.0,7
qwen,opd,80,E_if,18,0.01,0.004207744234634369,0.004610575256539666,0.04579225576536563,-0.04538942474346034,-0.04538942474346034,1.0912694661871654,1.5774377495977334,0.9190201018409633,0.9845808005577812,0.0,7
qwen,opd,80,E_if,18,0.025,0.015944320938111385,0.019827082000864478,0.03405567906188862,-0.030172917999135525,-0.030172917999135525,1.0912694661871654,1.5774377495977334,0.9190201018409633,0.9845808005577812,0.0,7
qwen,opd,80,E_if,18,0.05,0.03388534841133527,0.20277462072486024,0.016114651588664732,0.15277462072486023,0.002014373076467186,1.0912694661871654,1.5774377495977334,0.9190201018409633,0.9845808005577812,0.0,7
qwen,opd,80,E_if,18,0.1,0.058658327432065796,0.8843028056285345,-0.008658327432065798,0.8343028056285345,-0.008658327432065798,1.0912694661871654,1.5774377495977334,0.9190201018409633,0.9845808005577812,0.0,7
qwen,opd,80,E_math,18,0.01,0.0023067952893762447,0.0024777744167747318,0.04769320471062376,-0.047522225583225275,-0.047522225583225275,1.26433501566972,2.254230418171596,0.8366418552026811,0.9688610307351826,0.0,7
qwen,opd,80,E_math,18,0.025,0.013979111407046958,0.017722187266361673,0.03602088859295305,-0.03227781273363833,-0.03227781273363833,1.26433501566972,2.254230418171596,0.8366418552026811,0.9688610307351826,0.0,7
qwen,opd,80,E_math,18,0.05,0.036074807678825774,0.17873725592786155,0.013925192321174229,0.12873725592786153,-0.006467874542163872,1.26433501566972,2.254230418171596,0.8366418552026811,0.9688610307351826,0.0,7
qwen,opd,80,E_math,18,0.1,0.07050790657056191,0.23322709516197437,-0.020507906570561906,0.18322709516197436,-0.020507906570561906,1.26433501566972,2.254230418171596,0.8366418552026811,0.9688610307351826,0.0,7
qwen,opd,80,E_ood,18,0.01,0.0022891448314788856,0.00245675875331185,0.04771085516852112,-0.04754324124668815,-0.04754324124668815,1.1253360186081427,1.8260706289072957,0.8915824459697156,0.9787850664321065,0.0,7
qwen,opd,80,E_ood,18,0.025,0.01385872859542704,0.018208211794656027,0.03614127140457296,-0.03179178820534397,-0.03179178820534397,1.1253360186081427,1.8260706289072957,0.8915824459697156,0.9787850664321065,0.0,7
qwen,opd,80,E_ood,18,0.05,0.03678312395841034,0.18158283668707045,0.013216876041589663,0.13158283668707044,-0.004770904958634763,1.1253360186081427,1.8260706289072957,0.8915824459697156,0.9787850664321065,0.0,7
qwen,opd,80,E_ood,18,0.1,0.06645810985707537,0.5119646792681574,-0.01645810985707537,0.4619646792681573,-0.01645810985707537,1.1253360186081427,1.8260706289072957,0.8915824459697156,0.9787850664321065,0.0,7
