model,arm,checkpoint,probe_name,layer,epsilon,state_rank_current,state_rank_base,absolute_contraction,relative_functional_contraction_module,tail_at_r,tail_at_r_minus_1,margin_below,margin_above,two_sided_tail_margin,stable_rank,entropy_effective_rank,top1_energy_share,top10_energy_share,top32_energy_share,stable_rank_base,entropy_effective_rank_base,stable_rank_contraction,entropy_effective_rank_contraction,module_count
llama,offkd,40,E_if,14,0.01,1311.857142857143,1319.857142857143,8.0,0.007584391835045055,0.009989515198404467,0.010026750633667272,1.0484801595533344e-05,2.675063366727167e-05,7.708459160196343e-06,4.755454730128383,186.44576863889318,0.3875803323409318,0.5237559684693344,0.6247854847593386,4.77689328956354,189.90431991165755,0.021438559435157982,3.458551272764398,7
llama,offkd,40,E_if,14,0.025,958.7142857142857,966.7142857142857,8.0,0.010560941491708596,0.024968264640333814,0.025052190608729357,3.173535966618522e-05,5.219060872935618e-05,2.8109912283714217e-05,4.755454730128383,186.44576863889318,0.3875803323409318,0.5237559684693344,0.6247854847593386,4.77689328956354,189.90431991165755,0.021438559435157982,3.458551272764398,7
llama,offkd,40,E_if,14,0.05,683.8571428571429,691.2857142857143,7.428571428571429,0.014788635880968027,0.04995322931889867,0.0501439014215383,4.677068110133361e-05,0.00014390142153829718,3.863956543169654e-05,4.755454730128383,186.44576863889318,0.3875803323409318,0.5237559684693344,0.6247854847593386,4.77689328956354,189.90431991165755,0.021438559435157982,3.458551272764398,7
llama,offkd,40,E_if,14,0.1,430.14285714285717,435.7142857142857,5.571428571428571,0.015053957671962905,0.09966131911576682,0.10029039805349622,0.0003386808842331846,0.0002903980534962186,0.00026551764698778756,4.755454730128383,186.44576863889318,0.3875803323409318,0.5237559684693344,0.6247854847593386,4.77689328956354,189.90431991165755,0.021438559435157982,3.458551272764398,7
llama,offkd,40,E_math,14,0.01,699.1428571428571,701.7142857142857,2.5714285714285716,0.0048915909724583356,0.009981726230789268,0.010030750377903472,1.8273769210732757e-05,3.075037790347094e-05,1.3399245154532091e-05,4.749779231099067,114.34655449077505,0.3934800035898257,0.5427295992960165,0.6639613272837215,4.781656550492651,114.75218677756007,0.03187731939358437,0.4056322867850267,7
llama,offkd,40,E_math,14,0.025,493.2857142857143,495.14285714285717,1.8571428571428572,0.005386522191510459,0.02493461638776891,0.025061404553376986,6.538361223109043e-05,6.140455337698166e-05,3.2184846916996435e-05,4.749779231099067,114.34655449077505,0.3934800035898257,0.5427295992960165,0.6639613272837215,4.781656550492651,114.75218677756007,0.03187731939358437,0.4056322867850267,7
llama,offkd,40,E_math,14,0.05,344.14285714285717,345.42857142857144,1.2857142857142858,0.007580861746536336,0.04985885320847812,0.05015877119132205,0.00014114679152188347,0.00015877119132205245,8.943321708533073e-05,4.749779231099067,114.34655449077505,0.3934800035898257,0.5427295992960165,0.6639613272837215,4.781656550492651,114.75218677756007,0.03187731939358437,0.4056322867850267,7
llama,offkd,40,E_math,14,0.1,212.57142857142858,213.14285714285714,0.5714285714285714,0.006122620355095953,0.09968469929672795,0.10055326707712549,0.00031530070327206213,0.0005532670771254808,0.00022779577343286228,4.749779231099067,114.34655449077505,0.3934800035898257,0.5427295992960165,0.6639613272837215,4.781656550492651,114.75218677756007,0.03187731939358437,0.4056322867850267,7
llama,offkd,40,E_ood,14,0.01,1338.142857142857,1343.5714285714287,5.428571428571429,0.005709308030656676,0.009975994658140355,0.010014237342020824,2.400534185964432e-05,1.4237342020822655e-05,9.287553494233022e-06,5.773330903302363,209.37079908246076,0.3690532800557899,0.5244361149379405,0.6184365003163735,5.847751852800548,211.75172134221944,0.07442094949818553,2.3809222597586603,7
llama,offkd,40,E_ood,14,0.025,987.1428571428571,992.7142857142857,5.571428571428571,0.008840709997609737,0.024953510302036876,0.02503928110500867,4.6489697963123564e-05,3.928110500866956e-05,2.5681538697333384e-05,5.773330903302363,209.37079908246076,0.3690532800557899,0.5244361149379405,0.6184365003163735,5.847751852800548,211.75172134221944,0.07442094949818553,2.3809222597586603,7
llama,offkd,40,E_ood,14,0.05,712.7142857142857,717.4285714285714,4.714285714285714,0.012084911119022853,0.04991910257005081,0.0501212663465613,8.089742994919075e-05,0.00012126634656129636,4.996915980119203e-05,5.773330903302363,209.37079908246076,0.3690532800557899,0.5244361149379405,0.6184365003163735,5.847751852800548,211.75172134221944,0.07442094949818553,2.3809222597586603,7
llama,offkd,40,E_ood,14,0.1,458.2857142857143,461.85714285714283,3.5714285714285716,0.012353153376019431,0.09982050267642918,0.1004898378049219,0.00017949732357081766,0.0004898378049218999,0.0001671405911650278,5.773330903302363,209.37079908246076,0.3690532800557899,0.5244361149379405,0.6184365003163735,5.847751852800548,211.75172134221944,0.07442094949818553,2.3809222597586603,7
llama,offkd,80,E_general,14,0.01,1391.0,1393.7142857142858,2.7142857142857144,0.0038934454240174047,0.009979210226108816,0.010019046797458525,2.0789773891183504e-05,1.9046797458524556e-05,9.201692434972308e-06,7.873657829820331,301.8557104922505,0.35097260488779414,0.4713497513035027,0.5709540157394487,7.9667951484733175,302.6426772076835,0.0931373186529852,0.7869667154330345,7
llama,offkd,80,E_general,14,0.025,1048.142857142857,1050.7142857142858,2.5714285714285716,0.006011794697211646,0.024951809916951777,0.025036503236671125,4.8190083048227066e-05,3.6503236671126876e-05,1.962174438176994e-05,7.873657829820331,301.8557104922505,0.35097260488779414,0.4713497513035027,0.5709540157394487,7.9667951484733175,302.6426772076835,0.0931373186529852,0.7869667154330345,7
llama,offkd,80,E_general,14,0.05,774.2857142857143,776.2857142857143,2.0,0.007720666772654827,0.04990765565213997,0.05008958083811115,9.234434786002764e-05,8.958083811114974e-05,4.344512536696789e-05,7.873657829820331,301.8557104922505,0.35097260488779414,0.4713497513035027,0.5709540157394487,7.9667951484733175,302.6426772076835,0.0931373186529852,0.7869667154330345,7
llama,offkd,80,E_general,14,0.1,516.1428571428571,517.2857142857143,1.1428571428571428,0.007438400490567483,0.09960521122675628,0.1001973221228745,0.0003947887732437261,0.00019732212287449407,8.280271024292685e-05,7.873657829820331,301.8557104922505,0.35097260488779414,0.4713497513035027,0.5709540157394487,7.9667951484733175,302.6426772076835,0.0931373186529852,0.7869667154330345,7
llama,offkd,80,E_if,14,0.01,1309.857142857143,1319.857142857143,10.0,0.009670737821255862,0.009975686304635929,0.010012843214077792,2.431369536407065e-05,1.2843214077791437e-05,5.080163481851881e-06,4.713053957843914,184.879247167533,0.3883746190478451,0.5246008971891187,0.6256379643302552,4.77689328956354,189.90431991165755,0.06383933171962582,5.025072744124544,7
llama,offkd,80,E_if,14,0.025,956.5714285714286,966.7142857142857,10.142857142857142,0.014282424091292973,0.024968604207475688,0.02505269250822168,3.139579252431258e-05,5.269250822167954e-05,2.1860335835668337e-05,4.713053957843914,184.879247167533,0.3883746190478451,0.5246008971891187,0.6256379643302552,4.77689328956354,189.90431991165755,0.06383933171962582,5.025072744124544,7
llama,offkd,80,E_if,14,0.05,682.1428571428571,691.2857142857143,9.142857142857142,0.019904535733399918,0.04994354747750938,0.050137172331711166,5.6452522490631606e-05,0.00013717233171116238,4.403088874832044e-05,4.713053957843914,184.879247167533,0.3883746190478451,0.5246008971891187,0.6256379643302552,4.77689328956354,189.90431991165755,0.06383933171962582,5.025072744124544,7
llama,offkd,80,E_if,14,0.1,428.85714285714283,435.7142857142857,6.857142857142857,0.019038469257869985,0.09958811745941076,0.10022152693872576,0.0004118825405892483,0.0002215269387257476,0.0002215269387257476,4.713053957843914,184.879247167533,0.3883746190478451,0.5246008971891187,0.6256379643302552,4.77689328956354,189.90431991165755,0.06383933171962582,5.025072744124544,7
llama,offkd,80,E_math,14,0.01,696.8571428571429,701.7142857142857,4.857142857142857,0.009001307383896557,0.009980140307851989,0.010029177776108237,1.9859692148011324e-05,2.917777610823747e-05,1.3208059796923533e-05,4.673433935863469,112.81898646609696,0.3949259158170168,0.5445984873527783,0.6657260296390844,4.781656550492651,114.75218677756007,0.10822261462918334,1.9332003114631051,7
llama,offkd,80,E_math,14,0.025,491.2857142857143,495.14285714285717,3.857142857142857,0.011012906060548123,0.02490377428457224,0.02503075490107708,9.622571542775958e-05,3.0754901077077933e-05,2.092464038852846e-05,4.673433935863469,112.81898646609696,0.3949259158170168,0.5445984873527783,0.6657260296390844,4.781656550492651,114.75218677756007,0.10822261462918334,1.9332003114631051,7
llama,offkd,80,E_math,14,0.05,342.14285714285717,345.42857142857144,3.2857142857142856,0.016262713000099283,0.04988063436380575,0.050182543404287676,0.00011936563619425427,0.0001825434042876701,9.600228516761154e-05,4.673433935863469,112.81898646609696,0.3949259158170168,0.5445984873527783,0.6657260296390844,4.781656550492651,114.75218677756007,0.10822261462918334,1.9332003114631051,7
llama,offkd,80,E_math,14,0.1,211.42857142857142,213.14285714285714,1.7142857142857142,0.01162356129525606,0.09944922870911863,0.10032176314530268,0.000550771290881386,0.0003217631453026615,0.00017934673849698268,4.673433935863469,112.81898646609696,0.3949259158170168,0.5445984873527783,0.6657260296390844,4.781656550492651,114.75218677756007,0.10822261462918334,1.9332003114631051,7
llama,offkd,80,E_ood,14,0.01,1335.2857142857142,1343.5714285714287,8.285714285714286,0.008765339522474646,0.00997639363822952,0.010014695773919146,2.3606361770481055e-05,1.469577391914686e-05,9.945273853652595e-06,5.701374137504387,206.77625845274883,0.3697197526290071,0.5258675097080127,0.6199673416527913,5.847751852800548,211.75172134221944,0.1463777152961612,4.975462889470604,7
llama,offkd,80,E_ood,14,0.025,984.2857142857143,992.7142857142857,8.428571428571429,0.013149355357549191,0.024937669364759836,0.0250234735909392,6.233063524016634e-05,2.3473590939198908e-05,1.8649435155726974e-05,5.701374137504387,206.77625845274883,0.3697197526290071,0.5258675097080127,0.6199673416527913,5.847751852800548,211.75172134221944,0.1463777152961612,4.975462889470604,7
llama,offkd,80,E_ood,14,0.05,710.0,717.4285714285714,7.428571428571429,0.018419742115253043,0.04992942084498336,0.05013266396890487,7.05791550166386e-05,0.00013266396890486719,5.7508429466753595e-05,5.701374137504387,206.77625845274883,0.3697197526290071,0.5258675097080127,0.6199673416527913,5.847751852800548,211.75172134221944,0.1463777152961612,4.975462889470604,7
llama,offkd,80,E_ood,14,0.1,456.14285714285717,461.85714285714283,5.714285714285714,0.01800263994605607,0.09975052152313715,0.10042283764219462,0.0002494784768628502,0.0004228376421946123,0.0002494784768628502,5.701374137504387,206.77625845274883,0.3697197526290071,0.5258675097080127,0.6199673416527913,5.847751852800548,211.75172134221944,0.1463777152961612,4.975462889470604,7
llama,opd,20,E_general,14,0.01,1384.142857142857,1393.7142857142858,9.571428571428571,0.007208302114321107,0.00998061361624535,0.010020305568821412,1.9386383754650037e-05,2.030556882141133e-05,1.583155681077247e-05,7.466547619080143,291.3333664249103,0.35435565313392914,0.4763546646508034,0.5760648989222609,7.9667951484733175,302.6426772076835,0.5002475293931747,11.30931078277323,7
llama,opd,20,E_general,14,0.025,1040.7142857142858,1050.7142857142858,10.0,0.011032751632550965,0.024969212189997505,0.02505356109322835,3.078781000249898e-05,5.356109322835122e-05,1.6866734181196795e-05,7.466547619080143,291.3333664249103,0.35435565313392914,0.4763546646508034,0.5760648989222609,7.9667951484733175,302.6426772076835,0.5002475293931747,11.30931078277323,7
llama,opd,20,E_general,14,0.05,767.2857142857143,776.2857142857143,9.0,0.013745652552915944,0.049875152350453,0.05005686865733262,0.00012484764954699888,5.686865733262246e-05,5.686865733262246e-05,7.466547619080143,291.3333664249103,0.35435565313392914,0.4763546646508034,0.5760648989222609,7.9667951484733175,302.6426772076835,0.5002475293931747,11.30931078277323,7
llama,opd,20,E_general,14,0.1,509.42857142857144,517.2857142857143,7.857142857142857,0.020254446577387897,0.09969376538123413,0.10028267585104296,0.0003062346187658664,0.00028267585104294654,0.00018164962736388703,7.466547619080143,291.3333664249103,0.35435565313392914,0.4763546646508034,0.5760648989222609,7.9667951484733175,302.6426772076835,0.5002475293931747,11.30931078277323,7
llama,opd,20,E_if,14,0.01,1302.142857142857,1319.857142857143,17.714285714285715,0.013936420357796254,0.009978081969892178,0.010015125004024728,2.191803010782148e-05,1.512500402472922e-05,8.040609804900109e-06,4.47511164447763,176.7554005980048,0.39487270535024305,0.5309071389647952,0.6305298721790108,4.77689328956354,189.90431991165755,0.3017816450859101,13.148919313652783,7
